# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,5,54.301189,-4.376062,1750.937500,8,1109.535889,531.193542,297,21,18,9,1020.708557,517.788879,323,22,19,0.060234,0.046127,0.500000
0,1,2,-33.342079,-0.932601,1698.738525,9,994.076965,535.628601,312,21,19,10,892.180969,522.728577,340,22,20,0.083093,0.062439,0.500000
0,2,10,-77.570160,-13.633309,1696.761353,5,934.610046,518.560303,309,21,19,6,834.902710,506.112885,333,22,20,0.085463,0.064491,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,175.633774,69.243645,1914.012451,11,1247.910156,619.353943,12,1206.241089,606.726929,0.014741,0.012146,1.000000
1,-189.218262,31.791424,1757.322388,10,793.559753,578.087708,11,722.020935,564.680054,0.096687,0.076451,1.000000
2,-33.342079,-0.932601,1698.738525,9,994.076965,535.628601,10,892.180969,522.728577,0.083093,0.062439,0.500000
3,-43.277607,-3.337932,2205.914307,9,994.076965,535.628601,9,1020.708557,517.788879,-4.302011,4.172881,0.500000
4,43.947971,-2.182156,1416.786621,8,1109.535889,531.193542,10,892.180969,522.728577,4.419274,2.754931,0.500000
5,54.301189,-4.376062,1750.937500,8,1109.535889,531.193542,9,1020.708557,517.788879,0.060234,0.046127,0.500000
6,77.125908,-4.633027,897.055481,7,1234.760742,524.467712,8,627.413635,514.286987,1.355839,0.538731,0.500000
7,161.248840,-10.198335,1875.500854,7,1234.760742,524.467712,7,1182.085083,510.356537,0.126630,0.102500,0.500000
8,-249.305542,-8.228308,1708.393799,6,706.659058,525.917664,8,627.413635,514.286987,0.081470,0.063166,0.500000
9,13691.848633,478.034210,-93804.765625,6,706.659058,525.917664,7,1182.085083,510.356537,-1.181260,49.336563,0.500000
10,-77.570160,-13.633309,1696.761353,5,934.610046,518.560303,6,834.902710,506.112885,0.085463,0.064491,1.000000
11,-163.113373,-54.314079,1729.490234,4,823.962341,465.322235,4,741.379517,454.631439,0.088170,0.068433,1.000000
12,-515.119080,-147.865570,1935.829956,3,435.403687,363.644836,3,446.014465,361.491608,0.081232,0.072697,1.000000
13,-559.463562,-178.239594,1891.119385,2,368.735687,323.382782,2,377.329407,324.877594,0.051377,0.045156,1.000000
14,-473.772522,-192.638107,1933.078003,1,482.821594,310.794434,1,486.861847,310.423370,0.042773,0.038015,1.000000
15,-512.783325,-223.713455,1890.255127,0,424.058594,268.646881,0,424.944244,272.043884,0.057461,0.050125,1.000000
