# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,13,48.778210,-48.412750,1723.791626,5,1103.342041,472.840210,361,21,22,5,1005.811096,459.428497,399,22,23,0.092520,0.069796,1.000000
0,1,12,-37.239353,-10.343874,1684.288086,6,988.418091,522.876404,378,22,22,7,881.966614,510.140381,413,23,23,0.083614,0.062340,0.333333
0,2,3,-79.637489,5.641841,1692.373291,9,931.555359,544.486572,371,22,22,10,830.677734,531.664124,393,23,23,0.071856,0.054102,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-226.442657,225.660919,1202.898682,12,611.766907,962.579712,13,328.441742,928.219543,0.018282,0.010032,1.000000
1,175.636871,69.245705,1913.999390,11,1247.915405,619.362610,12,1206.242676,606.724243,0.003223,0.002653,1.000000
2,-189.215866,31.789476,1757.299072,10,793.559631,578.088501,11,722.013855,564.675476,0.091345,0.072226,1.000000
3,-79.637489,5.641841,1692.373291,9,931.555359,544.486572,10,830.677734,531.664124,0.071856,0.054102,1.000000
4,77.128532,-4.634449,897.054810,8,1234.767578,524.465698,9,627.419189,514.281799,1.352676,0.537473,0.333333
5,161.251846,-10.197374,1875.470459,8,1234.767578,524.465698,8,1182.083496,510.360565,0.132715,0.107424,0.333333
6,101.922455,-6.878482,1185.418457,8,1234.767578,524.465698,7,881.966614,510.140381,-1.538687,0.798256,0.333333
7,-249.307053,-8.231115,1708.409058,7,706.660034,525.915710,9,627.419189,514.281799,0.078185,0.060619,0.333333
8,13697.000977,478.173035,-93840.523438,7,706.660034,525.915710,8,1182.083496,510.360565,-1.175300,49.103153,0.333333
9,-474.508545,-17.786856,3251.756348,7,706.660034,525.915710,7,881.966614,510.140381,-2.828594,4.124540,0.333333
10,-25.468668,-6.333758,1152.049561,6,988.418091,522.876404,9,627.419189,514.281799,2.955589,1.525483,0.333333
11,-79.011467,-20.628740,3574.016846,6,988.418091,522.876404,8,1182.083496,510.360565,1.777790,2.773699,0.333333
12,-37.239353,-10.343874,1684.288086,6,988.418091,522.876404,7,881.966614,510.140381,0.083614,0.062340,0.333333
13,48.778210,-48.412750,1723.791626,5,1103.342041,472.840210,5,1005.811096,459.428497,0.092520,0.069796,1.000000
14,-163.109222,-54.317520,1729.497559,4,823.968689,465.322052,4,741.387634,454.623260,0.080226,0.062268,1.000000
15,-515.120972,-147.876373,1935.854492,3,435.409149,363.640137,3,446.024689,361.476074,0.070229,0.062854,1.000000
16,-559.467957,-178.236267,1891.121948,2,368.731201,323.376465,2,377.326660,324.891663,0.071460,0.062795,1.000000
17,-473.777710,-192.644852,1933.108398,1,482.824280,310.794128,1,486.871155,310.415192,0.035006,0.031120,1.000000
18,-512.806152,-223.721664,1890.313110,0,424.050262,268.653076,0,424.950653,272.035004,0.042674,0.037239,1.000000
