# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,12,50.360996,-36.023239,1733.851562,5,1105.050415,489.512085,343,21,21,5,1010.770508,476.076019,370,22,22,0.074582,0.056585,1.000000
0,1,4,-43.555061,-5.332274,1708.287109,9,980.697510,529.747742,357,21,21,9,882.476501,516.967163,369,21,22,0.113280,0.085691,0.500000
0,2,3,-87.284607,0.064707,1721.583008,10,923.252808,536.964966,347,21,21,10,832.170593,524.252808,354,21,21,0.085378,0.065413,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-211.773422,220.831100,1220.925293,13,645.134277,947.520020,13,367.788330,915.234985,0.019401,0.010776,1.000000
1,175.660767,69.251564,1914.023804,12,1247.941162,619.358765,12,1206.278931,606.738953,0.023365,0.019254,1.000000
2,-189.191376,31.822996,1757.314941,11,793.593323,578.129822,11,722.053101,564.717529,0.094879,0.075021,1.000000
3,-87.284607,0.064707,1721.583008,10,923.252808,536.964966,10,832.170593,524.252808,0.085378,0.065413,1.000000
4,-43.555061,-5.332274,1708.287109,9,980.697510,529.747742,9,882.476501,516.967163,0.113280,0.085691,0.500000
5,-29.634027,-4.626781,1162.439209,9,980.697510,529.747742,8,627.445251,514.326233,-3.720572,1.938345,0.500000
6,77.136627,-4.623487,897.058838,8,1234.787354,524.474670,8,627.445251,514.326233,1.390211,0.552388,0.500000
7,161.270432,-10.185570,1875.498413,8,1234.787354,524.474670,7,1182.114624,510.379211,0.144038,0.116591,0.500000
8,-475.144379,-12.782443,3256.558105,7,706.687927,525.973450,9,882.476501,516.967163,3.948430,5.766122,0.333333
9,-249.284561,-8.191424,1708.400513,7,706.687927,525.973450,8,627.445251,514.326233,0.068664,0.053237,0.333333
10,13684.299805,476.151581,-93760.242188,7,706.687927,525.973450,7,1182.114624,510.379211,-1.212271,50.626133,0.333333
11,210.307449,-21.086149,1957.929932,6,1283.538086,512.291870,6,1253.660645,497.642578,0.192466,0.161725,1.000000
12,50.360996,-36.023239,1733.851562,5,1105.050415,489.512085,5,1010.770508,476.076019,0.074582,0.056585,1.000000
13,-163.090103,-54.282661,1729.483643,4,823.991882,465.366608,4,741.408203,454.666260,0.081608,0.063340,1.000000
14,-515.102051,-147.862152,1935.800537,3,435.413849,363.653046,3,446.019562,361.484222,0.067773,0.060656,1.000000
15,-559.431824,-178.217300,1891.036987,2,368.743744,323.400146,2,377.319855,324.891907,0.050880,0.044718,1.000000
16,-473.789368,-192.638626,1933.136108,1,482.817993,310.801270,1,486.875519,310.426331,0.041096,0.036528,1.000000
17,-512.780212,-223.709122,1890.246338,0,424.058929,268.653320,0,424.945557,272.043060,0.052187,0.045529,1.000000
