# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,9,56.286423,-40.617367,1722.556030,5,1113.325562,483.107727,348,21,21,5,1015.220886,469.642639,381,22,22,0.102649,0.077320,1.000000
0,1,4,-31.747713,-1.202040,1689.244995,8,995.977234,535.248901,366,22,22,9,890.877563,522.377014,391,22,23,0.100833,0.075343,1.000000
0,2,3,-75.298477,9.846054,1699.346313,9,937.814209,550.088989,353,22,22,10,838.884460,537.176880,378,22,22,0.086087,0.065040,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-226.545868,225.803741,1202.442627,12,611.413696,963.002319,13,327.867615,928.611572,0.027822,0.015248,1.000000
1,175.648895,69.246300,1913.995972,11,1247.929932,619.359375,12,1206.256714,606.729370,0.011623,0.009576,1.000000
2,-189.212799,31.783131,1757.320557,10,793.566589,578.080872,11,722.026672,564.665894,0.089165,0.070503,1.000000
3,-75.298477,9.846054,1699.346313,9,937.814209,550.088989,10,838.884460,537.176880,0.086087,0.065040,1.000000
4,-31.747713,-1.202040,1689.244995,8,995.977234,535.248901,9,890.877563,522.377014,0.100833,0.075343,1.000000
5,77.130844,-4.634307,897.058777,7,1234.772583,524.467773,8,627.428345,514.280518,1.349388,0.536169,0.500000
6,161.257019,-10.198219,1875.482544,7,1234.772583,524.467773,7,1182.091919,510.356506,0.126574,0.102454,0.500000
7,-249.308670,-8.234138,1708.431885,6,706.662292,525.909241,8,627.428345,514.280518,0.083231,0.064532,0.500000
8,13689.488281,478.131836,-93789.796875,6,706.662292,525.909241,7,1182.091919,510.356506,-1.172887,48.974072,0.500000
9,56.286423,-40.617367,1722.556030,5,1113.325562,483.107727,5,1015.220886,469.642639,0.102649,0.077320,1.000000
10,-163.103058,-54.322231,1729.496948,4,823.976746,465.313751,4,741.394897,454.619171,0.084331,0.065454,1.000000
11,-515.107117,-147.873352,1935.828613,3,435.417145,363.635925,3,446.025909,361.482269,0.080559,0.072095,1.000000
12,-559.448303,-178.244934,1891.097290,2,368.745941,323.368164,2,377.333160,324.874420,0.062154,0.054621,1.000000
13,-473.769531,-192.650055,1933.119385,1,482.836884,310.784088,1,486.885071,310.415192,0.044896,0.039901,1.000000
14,-512.791870,-223.735321,1890.313110,0,424.067383,268.636688,0,424.965515,272.019043,0.042616,0.037188,1.000000
