# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,9,55.172512,-42.981865,1699.381348,5,1112.846680,479.210327,342,20,22,5,1007.139343,465.776184,385,22,22,0.086716,0.064463,1.000000
0,1,4,-25.607105,-2.493860,1651.877930,8,1003.483154,533.418457,361,21,23,9,885.421936,520.612549,404,23,23,0.121620,0.088857,1.000000
0,2,3,-69.808105,10.040121,1654.937012,9,942.665100,550.714844,359,21,22,10,828.714050,537.828857,389,22,22,0.078510,0.057780,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-298.621704,220.881058,1132.194092,12,441.764465,977.665283,13,140.647369,937.883057,1.867553,0.977685,1.000000
1,175.637253,69.244102,1914.045288,11,1247.910767,619.356262,12,1206.250366,606.722839,0.008321,0.006855,1.000000
2,-189.219925,31.781406,1757.346558,10,793.560974,578.071899,11,722.029236,564.669067,0.101107,0.079947,1.000000
3,-69.808105,10.040121,1654.937012,9,942.665100,550.714844,10,828.714050,537.828857,0.078510,0.057780,1.000000
4,-25.607105,-2.493860,1651.877930,8,1003.483154,533.418457,9,885.421936,520.612549,0.121620,0.088857,1.000000
5,77.129639,-4.639493,897.054810,7,1234.770386,524.453796,8,627.421692,514.268250,1.350869,0.536755,0.500000
6,161.254852,-10.205472,1875.478271,7,1234.770386,524.453796,7,1182.088501,510.352753,0.137013,0.110904,0.500000
7,-249.301254,-8.240962,1708.399902,6,706.665955,525.903381,8,627.421692,514.268250,0.076502,0.059314,0.500000
8,13699.233398,478.676025,-93857.648438,6,706.665955,525.903381,7,1182.088501,510.352753,-1.170874,48.924706,0.500000
9,55.172512,-42.981865,1699.381348,5,1112.846680,479.210327,5,1007.139343,465.776184,0.086716,0.064463,1.000000
10,-163.108414,-54.324032,1729.495483,4,823.969482,465.308563,4,741.387695,454.619537,0.089711,0.069629,1.000000
11,-515.113464,-147.880463,1935.835083,3,435.411896,363.638611,3,446.022400,361.465149,0.060695,0.054324,1.000000
12,-559.453918,-178.245941,1891.097900,2,368.739624,323.372894,2,377.327576,324.867981,0.051033,0.044854,1.000000
13,-473.777191,-192.655426,1933.126587,1,482.830078,310.782104,1,486.880554,310.406830,0.038286,0.034033,1.000000
14,-512.823059,-223.743973,1890.360229,0,424.045410,268.629517,0,424.957947,272.019318,0.049410,0.043110,1.000000
