# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,9,-29.737841,-40.069984,1666.496216,5,998.143921,482.055511,360,21,22,5,885.213013,469.640717,402,23,23,0.080122,0.059054,1.000000
0,1,8,65.128708,-9.417761,1688.226929,6,1126.783691,524.151428,350,21,22,7,1017.281738,510.759918,397,23,22,0.102735,0.075806,0.333333
0,2,2,94.838150,3.750244,1720.785767,8,1164.468872,541.854431,325,19,21,10,1065.280884,528.341858,377,22,22,0.074545,0.055844,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,177.167389,68.811546,1914.064331,10,1249.732544,618.834778,12,1208.168823,606.184937,0.022169,0.018265,1.000000
1,-188.073959,31.608292,1757.455811,9,795.053650,577.842773,11,723.507141,564.422058,0.108095,0.085465,1.000000
2,94.838150,3.750244,1720.785767,8,1164.468872,541.854431,10,1065.280884,528.341858,0.074545,0.055844,1.000000
3,-248.186996,-8.422293,1708.649536,7,708.187012,525.646973,9,628.945007,514.013245,0.107472,0.083325,0.333333
4,13350.234375,483.078918,-91883.648438,7,708.187012,525.646973,8,1183.844238,509.857239,-1.374833,56.354824,0.333333
5,-882.138733,-31.794666,6073.189453,7,708.187012,525.646973,7,1017.281738,510.759918,-1.264316,3.421174,0.333333
6,38.388691,-5.252282,995.075745,6,1126.783691,524.151428,9,628.945007,514.013245,1.449786,0.642154,0.333333
7,91.779396,-13.323482,2379.050293,6,1126.783691,524.151428,8,1183.844238,509.857239,0.002801,0.002892,0.333333
8,65.128708,-9.417761,1688.226929,6,1126.783691,524.151428,7,1017.281738,510.759918,0.102735,0.075806,0.333333
9,-29.737841,-40.069984,1666.496216,5,998.143921,482.055511,5,885.213013,469.640717,0.080122,0.059054,1.000000
10,-161.970856,-54.488918,1729.686157,4,825.484985,465.082764,4,742.919128,454.380493,0.117338,0.091064,1.000000
11,-513.790833,-148.068771,1936.014282,3,436.990784,363.402985,3,447.516022,361.226562,0.104835,0.093807,1.000000
12,-558.220154,-178.450043,1891.483154,2,370.324188,323.151062,2,378.858795,324.614899,0.072034,0.063300,1.000000
13,-472.483765,-192.838837,1933.362671,1,484.392487,310.568329,1,488.384308,310.168274,0.069386,0.061644,1.000000
14,-511.495544,-223.912918,1890.510986,0,425.659271,268.420319,0,426.471771,271.779510,0.079815,0.069604,1.000000
