# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,7,-56.985622,-7.461503,1647.524902,6,959.969849,526.526611,376,22,22,7,842.532227,513.957153,398,23,22,0.136723,0.100026,0.333333
0,1,2,44.239544,3.040395,1654.863892,8,1099.780762,541.038452,371,22,22,10,979.493225,527.874634,401,23,22,0.146881,0.106560,0.500000
0,2,5,81.354973,0.852257,1681.954102,7,1149.100342,538.022949,342,21,21,9,1037.140015,524.622314,380,22,22,0.110456,0.081043,0.500000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,177.149963,68.820503,1914.045532,10,1249.713989,618.851257,12,1208.144897,606.191406,0.011958,0.009851,1.000000
1,-188.086914,31.613451,1757.437988,9,795.034424,577.850586,11,723.484070,564.428284,0.106716,0.084374,1.000000
2,44.239544,3.040395,1654.863892,8,1099.780762,541.038452,10,979.493225,527.874634,0.146881,0.106560,0.500000
3,49.130833,2.163236,1837.641724,8,1099.780762,541.038452,9,1037.140015,524.622314,-2.872075,2.307623,0.500000
4,73.903740,1.780263,1527.779419,7,1149.100342,538.022949,10,979.493225,527.874634,3.121427,2.085902,0.500000
5,81.354973,0.852257,1681.954102,7,1149.100342,538.022949,9,1037.140015,524.622314,0.110456,0.081043,0.500000
6,-41.278416,-5.664567,1193.413208,6,959.969849,526.526611,8,628.919312,514.016907,-0.834901,0.446936,0.333333
7,-56.985622,-7.461503,1647.524902,6,959.969849,526.526611,7,842.532227,513.957153,0.136723,0.100026,0.333333
8,-138.990143,-20.379139,4018.926514,6,959.969849,526.526611,6,1183.827759,509.862305,-2.340711,4.111653,0.333333
9,-248.198288,-8.420357,1708.624512,5,708.167236,525.648071,8,628.919312,514.016907,0.110007,0.085289,0.333333
10,-413.103455,-13.388993,2843.870117,5,708.167236,525.648071,7,842.532227,513.957153,1.091225,1.393997,0.333333
11,13348.436523,482.862000,-91865.906250,5,708.167236,525.648071,6,1183.827759,509.862305,-1.370939,56.181309,0.333333
12,-161.985062,-54.485580,1729.679199,4,825.465454,465.085175,4,742.898865,454.386383,0.120672,0.093652,1.000000
13,-513.823608,-148.066025,1936.041382,3,436.961060,363.413300,3,447.496155,361.228027,0.096066,0.085964,1.000000
14,-558.247375,-178.450195,1891.489990,2,370.294189,323.144379,2,378.834869,324.623077,0.086001,0.075569,1.000000
15,-472.504669,-192.834427,1933.371338,1,484.370514,310.567230,1,488.367310,310.181641,0.083454,0.074136,1.000000
16,-511.511261,-223.907257,1890.506470,0,425.639160,268.426758,0,426.453125,271.785675,0.079349,0.069197,1.000000
