# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,8,60.003910,-30.946819,1742.213379,5,1117.350220,496.382965,334,20,21,5,1025.506958,482.859833,366,21,22,0.076666,0.058376,1.000000
0,1,3,-27.875181,-0.348782,1700.306763,8,1001.448547,536.406311,355,21,21,9,899.754395,523.485352,383,22,22,0.095781,0.071989,1.000000
0,2,2,-72.989929,6.616610,1706.090942,9,941.297058,545.721741,347,21,21,10,844.344116,532.853516,369,21,22,0.084920,0.064387,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,175.641068,69.216537,1914.023193,11,1247.917725,619.325745,12,1206.251465,606.689087,0.005592,0.004605,1.000000
1,-189.227478,31.788771,1757.342896,10,793.550720,578.084778,11,722.018677,564.675293,0.094827,0.074981,1.000000
2,-72.989929,6.616610,1706.090942,9,941.297058,545.721741,10,844.344116,532.853516,0.084920,0.064387,1.000000
3,-27.875181,-0.348782,1700.306763,8,1001.448547,536.406311,9,899.754395,523.485352,0.095781,0.071989,1.000000
4,77.124077,-4.641592,897.070496,7,1234.752808,524.424438,8,627.423645,514.287109,1.398923,0.555859,0.500000
5,161.241959,-10.227305,1875.497070,7,1234.752808,524.424438,7,1182.075928,510.328979,0.143061,0.115800,0.500000
6,-249.330429,-8.226486,1708.476196,6,706.642029,525.923401,8,627.423645,514.287109,0.076114,0.059016,0.500000
7,13671.724609,477.755066,-93660.945312,6,706.642029,525.923401,7,1182.075928,510.328979,-1.214542,50.668091,0.500000
8,60.003910,-30.946819,1742.213379,5,1117.350220,496.382965,5,1025.506958,482.859833,0.076666,0.058376,1.000000
9,-163.126022,-54.321205,1729.518433,4,823.949158,465.313141,4,741.375977,454.624329,0.089871,0.069754,1.000000
10,-515.105896,-147.863693,1935.796875,3,435.408813,363.651520,3,446.011017,361.483826,0.067003,0.059967,1.000000
11,-559.451599,-178.223923,1891.082153,2,368.736664,323.391876,2,377.321594,324.896515,0.061669,0.054195,1.000000
12,-473.792084,-192.636337,1933.120239,1,482.810883,310.806793,1,486.862061,310.425079,0.032607,0.028990,1.000000
13,-512.802368,-223.718170,1890.275879,0,424.042725,268.649139,0,424.935181,272.037079,0.048151,0.042012,1.000000
