# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,7,-33.643185,-20.758627,1685.443481,5,993.316589,508.799377,345,20,22,5,887.052673,496.127777,386,22,22,0.075522,0.056316,0.500000
0,1,3,61.523273,-3.332614,1717.877319,7,1120.481934,532.451355,329,19,21,9,1020.959778,519.058838,379,22,22,0.095491,0.071708,1.000000
0,2,2,89.421776,2.620474,1753.957520,8,1155.056763,540.298523,305,18,21,10,1066.594849,526.744507,354,21,22,0.061329,0.046847,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,177.156891,68.815353,1914.039307,10,1249.723267,618.844055,12,1208.157959,606.185303,0.015115,0.012452,1.000000
1,-188.091644,31.613230,1757.463989,9,795.031433,577.849792,11,723.493958,564.425232,0.106661,0.084331,1.000000
2,89.421776,2.620474,1753.957520,8,1155.056763,540.298523,10,1066.594849,526.744507,0.061329,0.046847,1.000000
3,61.523273,-3.332614,1717.877319,7,1120.481934,532.451355,9,1020.959778,519.058838,0.095491,0.071708,1.000000
4,-248.206390,-8.424031,1708.653442,6,708.161438,525.644836,8,628.927856,514.008667,0.107150,0.083075,0.500000
5,13340.486328,482.695648,-91809.773438,6,708.161438,525.644836,7,1183.835205,509.857422,-1.370864,56.143097,0.500000
6,-95.245880,-55.762218,4773.860840,5,993.316589,508.799377,6,1255.398071,497.012726,2.999793,6.228983,0.500000
7,-33.643185,-20.758627,1685.443481,5,993.316589,508.799377,5,887.052673,496.127777,0.075522,0.056316,0.500000
8,-161.999130,-54.487648,1729.738892,4,825.453918,465.086365,4,742.911499,454.382233,0.117579,0.091254,1.000000
9,-513.828003,-148.060883,1936.085449,3,436.968506,363.426392,3,447.517914,361.231293,0.089452,0.080049,1.000000
10,-558.232422,-178.441635,1891.478882,2,370.306732,323.149811,2,378.848328,324.631500,0.091847,0.080702,1.000000
11,-472.511810,-192.837509,1933.418945,1,484.374817,310.572662,1,488.387207,310.176788,0.075924,0.067451,1.000000
12,-511.522583,-223.910843,1890.547729,0,425.637817,268.429138,0,426.467010,271.782898,0.076714,0.066903,1.000000
