# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,8,66.978134,-13.861948,1759.428467,5,1125.619019,518.925110,307,21,20,6,1039.114868,505.398132,332,22,20,0.066670,0.051220,1.000000
0,1,2,-21.543184,3.702400,1711.770264,9,1010.132568,541.804199,322,21,20,10,911.826050,528.803223,349,22,20,0.099748,0.075403,1.000000
0,2,3,-67.383118,-0.629949,1712.733154,8,949.136047,536.042847,316,20,20,9,853.873962,523.268066,343,22,20,0.081098,0.061679,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,175.635376,69.247513,1914.023193,11,1247.910889,619.357300,12,1206.244629,606.731995,0.016402,0.013515,1.000000
1,-189.220612,31.789812,1757.295776,10,793.553040,578.090454,11,722.006775,564.674561,0.088515,0.069988,1.000000
2,-21.543184,3.702400,1711.770264,9,1010.132568,541.804199,10,911.826050,528.803223,0.099748,0.075403,1.000000
3,-67.383118,-0.629949,1712.733154,8,949.136047,536.042847,9,853.873962,523.268066,0.081098,0.061679,1.000000
4,77.128914,-4.633665,897.044495,7,1234.770752,524.465942,8,627.410278,514.285278,1.355901,0.538749,0.500000
5,161.250031,-10.195431,1875.418335,7,1234.770752,524.465942,7,1182.072266,510.364502,0.136352,0.110365,0.500000
6,-249.315903,-8.230326,1708.412598,6,706.648987,525.914307,8,627.410278,514.285278,0.083015,0.064364,0.500000
7,13699.536133,478.195435,-93854.945312,6,706.648987,525.914307,7,1182.072266,510.364502,-1.170016,48.887001,0.500000
8,66.978134,-13.861948,1759.428467,5,1125.619019,518.925110,6,1039.114868,505.398132,0.066670,0.051220,1.000000
9,-163.121033,-54.316986,1729.489136,4,823.952087,465.317810,4,741.369690,454.628296,0.089240,0.069264,1.000000
10,-515.092224,-147.864090,1935.756104,3,435.412109,363.647125,3,446.004425,361.480286,0.067536,0.060443,1.000000
11,-559.455688,-178.235291,1891.097778,2,368.737457,323.384186,2,377.325806,324.881439,0.053830,0.047310,1.000000
12,-473.787262,-192.644196,1933.123901,1,482.817535,310.794128,1,486.868927,310.420197,0.039937,0.035498,1.000000
13,-512.795837,-223.715637,1890.279297,0,424.051605,268.652832,0,424.943756,272.039917,0.047715,0.041632,1.000000
