# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,14,54.728020,-8.924885,1710.085449,5,1111.793701,524.978516,335,20,22,7,1009.798889,511.637207,375,22,22,0.087563,0.065517,0.333333
0,1,3,-30.428675,0.234684,1654.609985,9,996.897827,537.194885,356,21,22,10,880.084167,524.352173,398,22,23,0.100861,0.073853,0.500000
0,2,6,-76.436607,-1.041247,1654.056885,8,933.481201,535.435547,356,21,21,9,819.685852,522.826111,389,22,22,0.101959,0.075062,0.500000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-303.771484,222.068939,1129.248657,12,430.000000,980.760010,13,128.929520,941.023071,2.543825,1.329395,1.000000
1,175.645874,69.251183,1914.002808,11,1247.925659,619.368042,12,1206.254150,606.731750,0.005141,0.004234,1.000000
2,-189.212784,31.785902,1757.340210,10,793.569336,578.079163,11,722.035095,564.673645,0.098614,0.077975,1.000000
3,-30.428675,0.234684,1654.609985,9,996.897827,537.194885,10,880.084167,524.352173,0.100861,0.073853,0.500000
4,-27.500660,-0.379509,1495.448730,9,996.897827,537.194885,9,819.685852,522.826111,-1.682298,1.116491,0.500000
5,-85.561775,-0.430952,1851.595581,8,933.481201,535.435547,10,880.084167,524.352173,1.890180,1.553338,0.500000
6,-76.436607,-1.041247,1654.056885,8,933.481201,535.435547,9,819.685852,522.826111,0.101959,0.075062,0.500000
7,77.130653,-4.635678,897.050781,7,1234.773804,524.462952,8,627.420288,514.278259,1.351839,0.537138,0.333333
8,121.049309,-7.518138,1407.840576,7,1234.773804,524.462952,7,1009.798889,511.637207,0.583345,0.357283,0.333333
9,161.259064,-10.200805,1875.494263,7,1234.773804,524.462952,6,1182.096436,510.355164,0.130158,0.105355,0.333333
10,-249.301239,-8.234860,1708.396973,6,706.665405,525.909241,8,627.420288,514.278259,0.080868,0.062699,0.333333
11,-853.616333,-29.230438,5849.632812,6,706.665405,525.909241,7,1009.798889,511.637207,-0.710692,1.853070,0.333333
12,13686.965820,478.074707,-93773.343750,6,706.665405,525.909241,6,1182.096436,510.355164,-1.174245,49.022827,0.333333
13,32.276470,-5.088550,1008.536377,5,1111.793701,524.978516,8,627.420288,514.278259,0.864894,0.388576,0.333333
14,54.728020,-8.924885,1710.085449,5,1111.793701,524.978516,7,1009.798889,511.637207,0.087563,0.065517,0.333333
15,78.701691,-13.078782,2459.185303,5,1111.793701,524.978516,6,1182.096436,510.355164,-0.369596,0.394513,0.333333
16,-163.103607,-54.320511,1729.501099,4,823.976501,465.314819,4,741.395935,454.622864,0.087001,0.067526,1.000000
17,-515.111694,-147.870377,1935.848389,3,435.417877,363.639709,3,446.031219,361.488556,0.083321,0.074567,1.000000
18,-559.437866,-178.240189,1891.074707,2,368.750519,323.377441,2,377.331421,324.871582,0.050479,0.044366,1.000000
19,-473.774963,-192.645187,1933.131592,1,482.833954,310.786896,1,486.885529,310.426086,0.053198,0.047274,1.000000
20,-512.804382,-223.726288,1890.323853,0,424.055817,268.647583,0,424.958160,272.032379,0.045458,0.039666,1.000000
