# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,5,-27.546942,-0.281292,1700.324585,8,1001.889099,536.507019,320,20,21,9,900.179504,523.565247,355,21,21,0.075620,0.056835,0.333333
0,1,2,66.773468,3.110074,1739.143433,9,1126.363037,540.956848,300,19,20,10,1033.537598,527.571533,348,21,21,0.086579,0.065765,0.500000
0,2,8,93.538795,-3.447698,1775.951782,7,1158.897949,532.452881,272,18,19,8,1077.125610,518.858337,324,20,20,0.088032,0.068044,0.500000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,175.645706,69.220711,1913.994995,11,1247.926147,619.331970,12,1206.249023,606.696777,0.005235,0.004311,1.000000
1,-189.207245,31.781183,1757.339355,10,793.576660,578.076355,11,722.038330,564.666138,0.092116,0.072837,1.000000
2,66.773468,3.110074,1739.143433,9,1126.363037,540.956848,10,1033.537598,527.571533,0.086579,0.065765,0.500000
3,53.746487,1.104433,1399.654053,9,1126.363037,540.956848,9,900.179504,523.565247,-4.461038,2.744190,0.500000
4,-36.141712,1.874167,2232.467041,8,1001.889099,536.507019,10,1033.537598,527.571533,4.651508,4.561918,0.333333
5,-27.546942,-0.281292,1700.324585,8,1001.889099,536.507019,9,900.179504,523.565247,0.075620,0.056835,0.333333
6,-40.238113,-2.563453,2484.885742,8,1001.889099,536.507019,8,1077.125610,518.858337,-3.875361,4.221855,0.333333
7,70.469269,-1.446713,1337.811035,7,1158.897949,532.452881,9,900.179504,523.565247,4.006505,2.352122,0.500000
8,93.538795,-3.447698,1775.951782,7,1158.897949,532.452881,8,1077.125610,518.858337,0.088032,0.068044,0.500000
9,77.130135,-4.643444,897.066467,6,1234.768921,524.435974,7,627.430908,514.268066,1.366641,0.543029,0.500000
10,161.254257,-10.221327,1875.483887,6,1234.768921,524.435974,6,1182.085205,510.333435,0.134199,0.108626,0.500000
11,-249.303497,-8.243318,1708.430420,5,706.669189,525.899475,7,627.430908,514.268066,0.078438,0.060816,0.500000
12,13697.568359,479.134674,-93846.500000,5,706.669189,525.899475,6,1182.085205,510.333435,-1.187888,49.639702,0.500000
13,-163.111649,-54.330791,1729.528076,4,823.969482,465.306488,4,741.394470,454.608582,0.079112,0.061405,1.000000
14,-515.094604,-147.876404,1935.808472,3,435.426117,363.636902,3,446.025543,361.473114,0.068741,0.061522,1.000000
15,-559.446899,-178.247498,1891.112915,2,368.753906,323.372711,2,377.340271,324.869598,0.051453,0.045223,1.000000
16,-473.775604,-192.652252,1933.146118,1,482.838013,310.787781,1,486.888916,310.414764,0.039349,0.034976,1.000000
17,-512.803833,-223.736938,1890.341431,0,424.062683,268.632019,0,424.965424,272.029663,0.056065,0.048910,1.000000
