# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,2,-34.724556,10.587693,1697.292847,9,992.181885,551.105042,314,20,20,10,889.947144,538.072693,353,22,21,0.082115,0.061661,1.000000
0,1,3,61.264217,0.550740,1730.526367,8,1119.541992,537.604797,297,19,21,9,1024.070679,524.240112,342,21,21,0.086904,0.065735,1.000000
0,2,10,89.027588,-13.102423,1764.533081,5,1153.848267,519.963257,268,18,20,6,1068.556763,506.286743,319,21,20,0.060222,0.046278,0.500000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,175.639908,69.232613,1914.037964,11,1247.914551,619.345459,12,1206.248901,606.708069,0.002859,0.002353,1.000000
1,-189.216431,31.785889,1757.356201,10,793.567139,578.087402,11,722.034546,564.666504,0.081704,0.064605,1.000000
2,-34.724556,10.587693,1697.292847,9,992.181885,551.105042,10,889.947144,538.072693,0.082115,0.061661,1.000000
3,61.264217,0.550740,1730.526367,8,1119.541992,537.604797,9,1024.070679,524.240112,0.086904,0.065735,1.000000
4,77.129158,-4.640347,897.065247,7,1234.766724,524.442383,8,627.427490,514.277283,1.369518,0.544172,0.333333
5,161.252701,-10.217846,1875.487183,7,1234.766724,524.442383,7,1182.083862,510.335571,0.129830,0.105090,0.333333
6,132.367569,-9.920698,1539.402588,7,1234.766724,524.442383,6,1068.556763,506.286743,-4.464073,2.981518,0.333333
7,-249.309143,-8.236487,1708.437378,6,706.663025,525.908264,8,627.427490,514.277283,0.079168,0.061382,0.500000
8,13689.450195,478.615692,-93788.914062,6,706.663025,525.908264,7,1182.083862,510.335571,-1.194460,49.887257,0.500000
9,112.153625,-14.279675,2222.426514,5,1153.848267,519.963257,7,1182.083862,510.335571,4.677938,4.504041,0.500000
10,89.027588,-13.102423,1764.533081,5,1153.848267,519.963257,6,1068.556763,506.286743,0.060222,0.046278,0.500000
11,-163.107162,-54.326477,1729.506104,4,823.972656,465.312744,4,741.390686,454.611816,0.076203,0.059147,1.000000
12,-515.104492,-147.868164,1935.822632,3,435.418976,363.648346,3,446.022583,361.483063,0.067758,0.060643,1.000000
13,-559.446350,-178.235657,1891.113159,2,368.754547,323.385651,2,377.340973,324.884125,0.053822,0.047303,1.000000
14,-473.764923,-192.642120,1933.114258,1,482.841339,310.798828,1,486.884308,310.419830,0.033839,0.030084,1.000000
15,-512.785645,-223.721451,1890.288452,0,424.067169,268.640137,0,424.956635,272.042938,0.061586,0.053720,1.000000
