# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,4,-28.316936,-4.542053,1660.857422,7,999.953613,530.633606,372,22,22,8,885.191345,517.802917,409,23,23,0.104269,0.076606,0.500000
0,1,3,67.688141,25.247210,1678.367676,8,1130.774536,571.160950,359,21,22,9,1018.021667,557.954529,398,22,22,0.121642,0.089206,1.000000
0,2,1,100.092880,34.397018,1709.669678,10,1172.284546,582.744507,339,20,21,11,1069.512695,569.568909,375,21,22,0.091177,0.067812,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,177.168869,68.817558,1914.060791,11,1249.734985,618.842468,12,1208.172852,606.191223,0.021591,0.017788,1.000000
1,100.092880,34.397018,1709.669678,10,1172.284546,582.744507,11,1069.512695,569.568909,0.091177,0.067812,1.000000
2,-188.074341,31.612015,1757.466919,9,795.054443,577.850342,10,723.513672,564.422546,0.102281,0.080868,1.000000
3,67.688141,25.247210,1678.367676,8,1130.774536,571.160950,9,1018.021667,557.954529,0.121642,0.089206,1.000000
4,-28.316936,-4.542053,1660.857422,7,999.953613,530.633606,8,885.191345,517.802917,0.104269,0.076606,0.500000
5,-19.412661,-4.385098,1138.989746,7,999.953613,530.633606,7,628.946594,514.007812,-4.878563,2.487952,0.500000
6,77.776978,-4.776497,896.999023,6,1236.429443,523.979431,7,628.946594,514.007812,1.599554,0.635417,0.500000
7,162.623077,-10.584405,1875.535400,6,1236.429443,523.979431,6,1183.849365,509.861145,0.165772,0.134161,0.500000
8,-248.187988,-8.423656,1708.650757,5,708.185669,525.647827,7,628.946594,514.007812,0.102337,0.079343,0.500000
9,13347.837891,482.876373,-91867.015625,5,708.185669,525.647827,6,1183.849365,509.861145,-1.370843,56.177822,0.500000
10,-161.981293,-54.482475,1729.729858,4,825.476440,465.092957,4,742.927124,454.389435,0.117403,0.091117,1.000000
11,-513.832458,-148.073135,1936.129883,3,436.977509,363.407318,3,447.533905,361.230865,0.106298,0.095121,1.000000
12,-558.202637,-178.439423,1891.437744,2,370.328339,323.152771,2,378.854370,324.626129,0.082746,0.072708,1.000000
13,-472.489929,-192.838531,1933.399292,1,484.395203,310.570160,1,488.398041,310.173615,0.074337,0.066042,1.000000
14,-511.517914,-223.915314,1890.565430,0,425.649658,268.424591,0,426.479218,271.783081,0.080475,0.070181,1.000000
