# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,11,57.537651,-20.936600,1712.602295,5,1115.425903,508.992218,341,21,22,5,1014.126709,495.610748,374,22,21,0.111163,0.083261,0.500000
0,1,5,-28.446327,8.454115,1666.156494,8,999.900818,548.437378,357,21,21,9,886.941406,535.475891,395,22,23,0.109302,0.080555,1.000000
0,2,4,-73.780197,15.492140,1669.730469,9,938.095703,558.036011,354,21,22,10,829.422974,545.035278,386,23,22,0.079511,0.059049,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-300.188599,220.548782,1140.481323,14,442.913483,975.974182,13,147.180542,932.446106,-2.194417,1.157064,1.000000
1,-298.346558,218.862488,1137.852783,13,445.223816,971.361877,13,147.180542,932.446106,2.118185,1.114422,1.000000
2,175.639191,69.250336,1914.004517,11,1247.917480,619.364563,12,1206.246338,606.733093,0.010103,0.008323,1.000000
3,-189.214645,31.785700,1757.325073,10,793.564819,578.081116,11,722.026428,564.671936,0.094986,0.075106,1.000000
4,-73.780197,15.492140,1669.730469,9,938.095703,558.036011,10,829.422974,545.035278,0.079511,0.059049,1.000000
5,-28.446327,8.454115,1666.156494,8,999.900818,548.437378,9,886.941406,535.475891,0.109302,0.080555,1.000000
6,77.129333,-4.638655,897.053406,7,1234.769897,524.456604,8,627.419617,514.269653,1.349543,0.536227,0.500000
7,161.253281,-10.200365,1875.464478,7,1234.769897,524.456604,7,1182.084229,510.362366,0.143793,0.116391,0.500000
8,-249.302017,-8.239379,1708.397583,6,706.664490,525.906128,8,627.419617,514.269653,0.075303,0.058384,0.500000
9,13705.226562,478.629089,-93898.523438,6,706.664490,525.906128,7,1182.084229,510.362366,-1.163964,48.653488,0.500000
10,99.664818,-34.112682,2965.871582,5,1115.425903,508.992218,6,1253.635864,497.641815,3.456609,4.434420,0.500000
11,57.537651,-20.936600,1712.602295,5,1115.425903,508.992218,5,1014.126709,495.610748,0.111163,0.083261,0.500000
12,-163.107925,-54.320816,1729.484253,4,823.968750,465.315094,4,741.383545,454.620544,0.084291,0.065422,1.000000
13,-515.094116,-147.873581,1935.787231,3,435.419556,363.634155,3,446.018311,361.476501,0.076337,0.068316,1.000000
14,-559.461365,-178.245499,1891.116455,2,368.737244,323.374634,2,377.330048,324.871307,0.052784,0.046392,1.000000
15,-473.766083,-192.640671,1933.075439,1,482.828461,310.799011,1,486.866943,310.412598,0.027680,0.024615,1.000000
16,-512.796448,-223.722565,1890.290771,0,424.054535,268.641754,0,424.949341,272.037628,0.056113,0.048951,1.000000
