frame_idx,fid3d_idx,pos_x_mm,pos_y_mm,pos_z_mm,leftIndex,rightIndex,epipolarError_pixels,triangulationError_mm,probability,status_bits
21,10,-413.103455,-13.388993,2843.870117,5,7,1.091225,1.393997,0.333333,64
21,11,13348.436523,482.862000,-91865.906250,5,6,-1.370939,56.181309,0.333333,96
21,12,-161.985062,-54.485580,1729.679199,4,4,0.120672,0.093652,1.000000,0
21,13,-513.823608,-148.066025,1936.041382,3,3,0.096066,0.085964,1.000000,0
21,14,-558.247375,-178.450195,1891.489990,2,2,0.086001,0.075569,1.000000,0
21,15,-472.504669,-192.834427,1933.371338,1,1,0.083454,0.074136,1.000000,0
21,16,-511.511261,-223.907257,1890.506470,0,0,0.079349,0.069197,1.000000,0
22,0,177.170181,68.810905,1914.042603,11,12,0.026988,0.022235,1.000000,0
22,1,86.985550,38.368763,1686.103394,10,11,0.065266,0.047956,1.000000,0
22,2,-188.073975,31.609045,1757.441284,9,10,0.106891,0.084512,1.000000,0
22,3,57.338680,10.733233,1664.264282,8,9,0.103462,0.075352,1.000000,0
22,4,77.778564,-4.777696,896.992493,7,8,1.602640,0.636639,0.500000,64
22,5,162.626862,-10.590807,1875.527344,7,7,0.159378,0.128986,0.500000,0
22,6,-248.183563,-8.426069,1708.635376,6,8,0.105773,0.082007,0.500000,0
22,7,13344.893555,483.100861,-91847.335938,6,7,-1.376877,56.417393,0.500000,96
22,8,-36.213455,-29.929628,1662.500122,5,5,0.063695,0.046881,1.000000,0
22,9,-161.974915,-54.486298,1729.704102,4,4,0.129317,0.100362,1.000000,0
22,10,-513.805847,-148.074997,1936.068237,3,3,0.111764,0.100008,1.000000,0
22,11,-558.192566,-178.447006,1891.423950,2,2,0.094595,0.083113,1.000000,0
22,12,-472.478149,-192.848206,1933.367676,1,1,0.068566,0.060917,1.000000,0
22,13,-511.506470,-223.920776,1890.550293,0,0,0.085136,0.074243,1.000000,0
23,0,177.151443,68.818268,1914.094727,10,12,0.025509,0.021018,1.000000,0
23,1,92.915451,30.634237,1683.648682,9,11,0.106028,0.077747,0.500000,0
23,2,58.641228,18.995333,1062.606445,9,10,-1.337696,0.628720,0.500000,0
23,3,-495.604828,84.802895,4630.930664,8,11,1.571130,3.223260,0.500000,64
23,4,-188.087463,31.612570,1757.441162,8,10,0.104963,0.082988,0.500000,0
23,5,57.517906,21.391397,1655.679443,7,9,0.122034,0.088421,1.000000,0
23,6,-41.626656,-1.513223,1648.167847,6,8,0.101233,0.073948,1.000000,0
23,7,-248.202057,-8.421538,1708.652344,5,7,0.104014,0.080644,0.500000,0
23,8,13344.617188,482.702454,-91839.640625,5,6,-1.373265,56.261993,0.500000,96
23,9,-161.995682,-54.484825,1729.730347,4,4,0.126258,0.097989,1.000000,0
23,10,-513.817749,-148.071701,1936.036499,3,3,0.105485,0.094389,1.000000,0
23,11,-558.220276,-178.452362,1891.442383,2,2,0.075684,0.066505,1.000000,0
23,12,-472.491577,-192.838501,1933.341064,1,1,0.070079,0.062259,1.000000,0
23,13,-511.505066,-223.906845,1890.493408,0,0,0.079205,0.069072,1.000000,0
24,0,177.159348,68.816208,1914.057739,11,12,0.021781,0.017945,1.000000,0
24,1,103.286713,38.730026,1698.276123,10,11,0.080720,0.059613,1.000000,0
24,2,-188.084000,31.613644,1757.450806,9,10,0.097750,0.077286,1.000000,0
24,3,71.301704,20.177904,1670.853271,8,9,0.090111,0.065764,1.000000,0
24,4,77.773224,-4.773232,896.993225,7,8,1.601779,0.636298,0.500000,64
24,5,162.616043,-10.579378,1875.532715,7,7,0.163725,0.132504,0.500000,0
24,6,-248.200500,-8.418237,1708.653076,6,8,0.106983,0.082946,0.500000,0
24,7,13339.635742,482.352295,-91806.093750,6,7,-1.370404,56.121716,0.500000,96
24,8,-59.748692,-50.872658,4448.695312,5,6,1.875392,3.626228,0.500000,64
24,9,-22.349602,-19.681505,1663.658569,5,5,0.057611,0.042363,0.500000,0
24,10,-161.989700,-54.484756,1729.714844,4,4,0.114122,0.088571,1.000000,0
24,11,-513.838806,-148.069489,1936.110107,3,3,0.097959,0.087660,1.000000,0
24,12,-558.211243,-178.438705,1891.439575,2,2,0.075108,0.065999,1.000000,0
24,13,-472.500763,-192.839005,1933.398438,1,1,0.061467,0.054614,1.000000,0
24,14,-511.520233,-223.907700,1890.548950,0,0,0.071010,0.061932,1.000000,0
25,0,177.152573,68.814575,1914.074463,10,12,0.014825,0.012213,1.000000,0
25,1,-188.087570,31.613466,1757.453247,9,11,0.101821,0.080505,1.000000,0
25,2,98.054718,18.648384,1689.952148,8,10,0.096413,0.070919,1.000000,0
25,3,63.980373,7.589256,1661.007080,7,9,0.101752,0.073903,1.000000,0
25,4,-248.196152,-8.420782,1708.639771,6,8,0.103541,0.080277,0.500000,0
25,5,13350.166016,482.864655,-91879.328125,6,7,-1.373306,56.288441,0.500000,96
25,6,-97.281784,-56.431793,4792.576660,5,6,3.409185,7.107322,0.500000,64
25,7,-33.526676,-20.622034,1650.685913,5,5,0.105152,0.076841,0.500000,0
25,8,-161.989624,-54.769257,1729.719116,4,4,-0.605745,0.470077,1.000000,0
25,9,-513.799866,-148.064590,1936.011108,3,3,0.099361,0.088910,1.000000,0
25,10,-558.228271,-178.450699,1891.465332,2,2,0.078837,0.069275,1.000000,0
25,11,-472.519714,-192.840607,1933.420898,1,1,0.071825,0.063812,1.000000,0
25,12,-511.517395,-223.912598,1890.528687,0,0,0.064783,0.056505,1.000000,0
26,0,177.155838,68.809006,1914.046387,10,12,0.017803,0.014667,1.000000,0
26,1,-188.087646,31.604359,1757.455322,9,11,0.103233,0.081621,1.000000,0
26,2,48.990871,14.063381,1652.296631,8,10,0.137578,0.099596,0.500000,0
26,3,54.542416,13.656861,1839.055908,8,9,-4.829981,3.881326,0.500000,0
26,4,87.578415,10.593117,1677.011108,7,9,0.096181,0.070309,1.000000,0
26,5,-52.751637,6.655918,1650.896118,6,8,0.108363,0.079393,1.000000,0
26,6,-248.197418,-8.430561,1708.649658,5,7,0.110155,0.085405,0.500000,0
26,7,13348.611328,483.323029,-91868.968750,5,6,-1.366009,55.977455,0.500000,96
26,8,-161.992401,-54.491085,1729.732788,4,4,0.117786,0.091415,1.000000,0
26,9,-513.816833,-148.080276,1936.057617,3,3,0.088756,0.079425,1.000000,0
26,10,-558.250122,-178.460510,1891.509521,2,2,0.074405,0.065384,1.000000,0
26,11,-472.495483,-192.852509,1933.364258,1,1,0.061823,0.054930,1.000000,0
26,12,-511.524109,-223.925598,1890.557495,0,0,0.071541,0.062395,1.000000,0
27,0,177.165802,68.804237,1914.076294,11,12,0.016763,0.013810,1.000000,0
27,1,-188.075409,31.601446,1757.432495,10,11,0.098584,0.077944,1.000000,0
27,2,83.221901,7.539238,1677.600098,9,10,0.116695,0.085381,1.000000,0
27,3,41.917557,-0.156460,1658.739258,8,9,0.107291,0.078039,1.000000,0
27,4,77.772987,-4.779436,896.994812,7,8,1.600736,0.635885,0.500000,64
27,5,162.617188,-10.593131,1875.554932,7,7,0.160996,0.130297,0.500000,0
27,6,-248.191803,-8.429186,1708.633301,6,8,0.103239,0.080042,0.500000,0
27,7,13340.481445,483.020294,-91813.851562,6,7,-1.375907,56.356033,0.500000,96
27,8,-57.807850,-14.678207,1674.576538,5,6,0.081763,0.060771,1.000000,0
27,9,-161.981430,-54.492748,1729.711670,4,4,0.125024,0.097031,1.000000,0
27,10,-513.841736,-148.088089,1936.147339,3,3,0.094470,0.084540,1.000000,0
27,11,-558.221252,-178.455032,1891.468140,2,2,0.089215,0.078390,1.000000,0
27,12,-472.504486,-192.852890,1933.403320,1,1,0.073366,0.065180,1.000000,0
27,13,-511.515167,-223.923630,1890.552368,0,0,0.076044,0.066319,1.000000,0
28,0,177.151733,68.821220,1914.090332,10,12,0.019235,0.015847,1.000000,0
28,1,-188.089432,31.615324,1757.463135,9,11,0.094265,0.074531,1.000000,0
28,2,-61.757378,1.589018,1651.629883,8,10,0.109805,0.080575,1.000000,0
28,3,-248.201324,-8.418472,1708.657349,7,9,0.099112,0.076844,0.500000,0
28,4,13346.166016,482.462494,-91850.898438,7,8,-1.371748,56.205688,0.500000,96
28,5,38.921467,-14.931752,1651.387451,6,7,0.132943,0.096310,0.500000,0
28,6,75.615936,-32.198227,3206.272705,6,6,-4.486124,6.228024,0.500000,64
28,7,76.060211,-27.039333,1675.674683,5,5,0.087453,0.063965,1.000000,0
28,8,-161.990234,-54.481472,1729.719116,4,4,0.115655,0.089760,1.000000,0
28,9,-513.803101,-148.065323,1936.025757,3,3,0.092347,0.082636,1.000000,0
28,10,-558.231384,-178.442062,1891.463013,2,2,0.085112,0.074786,1.000000,0
28,11,-472.486664,-192.838379,1933.345093,1,1,0.062294,0.055347,1.000000,0
28,12,-511.523712,-223.912903,1890.546631,0,0,0.071666,0.062503,1.000000,0
29,0,177.151169,68.823296,1914.079590,10,12,0.004323,0.003559,1.000000,0
29,1,-188.082336,31.613873,1757.432739,9,11,0.110787,0.087592,1.000000,0
29,2,97.570824,19.107615,1669.570312,8,10,0.112436,0.081726,0.500000,0
29,3,88.445847,16.285854,1513.395386,8,9,-3.018787,1.994586,0.500000,0
29,4,65.383644,19.786047,1831.646729,7,10,3.265278,2.610201,0.500000,0
29,5,58.713402,16.643450,1645.062500,7,9,0.125344,0.090238,0.500000,0
29,6,-41.239597,-3.768687,1645.039062,6,8,0.108635,0.079204,1.000000,0
29,7,-248.208099,-8.418480,1708.659790,5,7,0.110627,0.085772,0.500000,0
29,8,13341.463867,482.418854,-91816.359375,5,6,-1.366726,55.974781,0.500000,96
29,9,-161.994705,-54.482513,1729.715942,4,4,0.122530,0.095096,1.000000,0
29,10,-513.862610,-148.075867,1936.130493,3,3,0.110998,0.099326,1.000000,0
29,11,-558.233643,-178.446823,1891.466431,2,2,0.084469,0.074222,1.000000,0
29,12,-472.502228,-192.833435,1933.376099,1,1,0.060983,0.054184,1.000000,0
29,13,-511.518158,-223.912964,1890.535278,0,0,0.077624,0.067695,1.000000,0
30,0,177.157654,68.819656,1914.049316,11,12,0.012950,0.010668,1.000000,0
30,1,84.016312,50.237312,1654.362671,10,11,0.093561,0.067486,1.000000,0
30,2,50.724316,30.183861,1629.642578,9,10,0.089444,0.063859,0.500000,0
30,3,35.134563,20.399805,1128.801880,9,9,-1.939457,0.970796,0.500000,0
30,4,-365.488251,62.983990,3415.219727,8,10,2.157010,3.274564,0.500000,64
30,5,-188.082764,31.608999,1757.428589,8,9,0.103330,0.081697,0.500000,0
30,6,77.771950,-4.776406,896.995483,7,8,1.600331,0.635725,0.333333,64
30,7,162.613647,-10.583369,1875.540771,7,7,0.168829,0.136636,0.333333,0
30,8,99.198586,-7.158066,1144.102417,7,6,-2.634749,1.320800,0.333333,0
30,9,-248.199722,-8.422172,1708.649292,6,8,0.099810,0.077384,0.333333,0
30,10,13341.691406,482.505554,-91820.296875,6,7,-1.371176,56.162754,0.333333,96
30,11,-428.971069,-17.376413,2953.340332,6,6,-4.151368,5.504594,0.333333,64
30,12,-30.462170,-6.885501,1166.472412,5,8,4.299587,2.247698,0.333333,0
30,13,-97.187309,-23.166908,3721.837158,5,7,2.939112,4.776950,0.333333,64
30,14,-42.569553,-11.156655,1629.758667,5,6,0.093464,0.067541,0.333333,0
30,15,-162.185501,-55.177250,1731.842773,4,4,-1.477978,1.148336,1.000000,0
30,16,-513.824829,-148.074768,1936.077515,3,3,0.094709,0.084751,1.000000,0
30,17,-558.239807,-178.455399,1891.502686,2,2,0.081958,0.072018,1.000000,0
30,18,-472.497894,-192.847351,1933.398315,1,1,0.065890,0.058542,1.000000,0
30,19,-511.537079,-223.925537,1890.599243,0,0,0.072594,0.063314,1.000000,0
31,0,177.157089,68.816040,1914.057129,10,12,0.014918,0.012290,1.000000,0
31,1,104.629684,52.454945,1692.496094,9,11,0.094593,0.069598,1.000000,0
31,2,73.169243,34.901020,1663.876221,8,10,0.098103,0.071277,1.000000,0
31,3,-188.080917,31.614342,1757.427368,7,9,0.105198,0.083173,1.000000,0
31,4,-248.197968,-8.419408,1708.638672,6,8,0.102033,0.079107,0.333333,0
31,5,-492.900604,-16.922901,3393.213867,6,7,-0.163251,0.248211,0.333333,64
31,6,13344.557617,482.623291,-91839.875000,6,6,-1.376802,56.409710,0.333333,96
31,7,-12.692802,-5.637932,1122.245972,5,8,0.368221,0.184909,0.333333,0
31,8,-18.708754,-8.407504,1654.144653,5,7,0.106307,0.077703,0.333333,0
31,9,-37.278046,-17.623985,3296.197266,5,6,-1.103610,1.586022,0.333333,64
31,10,-161.992706,-54.484119,1729.715942,4,4,0.114762,0.089067,1.000000,0
31,11,-513.833130,-148.072647,1936.099731,3,3,0.108256,0.096871,1.000000,0
31,12,-558.229065,-178.447784,1891.466553,2,2,0.085980,0.075548,1.000000,0
31,13,-472.476379,-192.836395,1933.332886,1,1,0.061619,0.054747,1.000000,0
31,14,-511.528076,-223.915237,1890.576416,0,0,0.082305,0.071776,1.000000,0
32,0,177.155029,68.821236,1914.065796,11,12,0.000823,0.000675,1.000000,0
32,1,-188.080750,31.614309,1757.426758,10,11,0.106360,0.084092,1.000000,0
32,2,77.771942,-4.773190,896.993652,9,10,1.595217,0.633692,0.500000,64
32,3,162.613235,-10.578165,1875.532227,9,9,0.159759,0.129295,0.500000,0
32,4,-248.134521,-8.434110,1708.483154,8,10,0.143720,0.111417,0.500000,0
32,5,13424.158203,486.343781,-92404.546875,8,9,-1.329932,54.796177,0.500000,96
32,6,143.636597,-29.919806,2582.425049,7,8,2.710207,3.019930,0.333333,0
32,7,94.707764,-20.687897,1702.848999,7,7,0.099587,0.073834,0.333333,0
32,8,86.707809,-19.828960,1558.927856,7,6,-2.515424,1.711413,0.333333,0
32,9,68.359985,-23.395519,1837.040039,6,7,2.747393,2.201661,0.500000,0
32,10,62.155704,-22.228662,1670.425293,6,6,0.125963,0.092010,0.500000,0
32,11,-35.463879,-41.885490,1648.142822,5,5,0.115961,0.084613,1.000000,0
32,12,-161.987823,-54.482399,1729.690918,4,4,0.117942,0.091534,1.000000,0
32,13,-513.812378,-148.060822,1936.025146,3,3,0.104362,0.093384,1.000000,0
32,14,-558.208801,-178.440109,1891.424072,2,2,0.088609,0.077856,1.000000,0
32,15,-472.509247,-192.840652,1933.413940,1,1,0.069507,0.061754,1.000000,0
32,16,-511.510437,-223.907730,1890.504395,0,0,0.089576,0.078110,1.000000,0
33,0,177.150146,68.821213,1914.082520,10,12,0.012468,0.010270,1.000000,0
33,1,-188.085342,31.612837,1757.426758,9,11,0.103408,0.081758,1.000000,0
33,2,96.316422,-0.781208,1730.599243,8,10,0.077876,0.058657,0.500000,0
33,3,89.140610,-1.266922,1601.649536,8,9,-1.479596,1.033562,0.500000,0
33,4,75.672714,-1.440729,1838.047241,7,10,1.653160,1.324518,0.500000,0
33,5,69.702072,-1.902950,1693.079468,7,9,0.092408,0.068341,0.500000,0
33,6,-248.186020,-8.423626,1708.605347,6,8,0.123153,0.095480,0.500000,0
33,7,13361.083984,483.682373,-91956.648438,6,7,-1.365437,56.007942,0.500000,96
33,8,-20.841158,-27.038315,1653.264526,5,5,0.105988,0.077441,1.000000,0
33,9,-161.938934,-54.402645,1729.162598,4,4,0.291015,0.225778,1.000000,0
33,10,-513.826904,-148.064636,1936.062988,3,3,0.093184,0.083387,1.000000,0
33,11,-558.222351,-178.447357,1891.448242,2,2,0.085707,0.075308,1.000000,0
33,12,-472.498291,-192.838348,1933.372192,1,1,0.072440,0.064356,1.000000,0
33,13,-511.528931,-223.914734,1890.551514,0,0,0.079598,0.069416,1.000000,0
34,0,177.151749,68.814064,1914.071167,11,12,0.015885,0.013087,1.000000,0
34,1,-188.092224,31.612228,1757.460327,10,11,0.105681,0.083556,1.000000,0
34,2,54.763020,-4.774090,1684.822266,9,10,0.101730,0.075013,0.500000,0
34,3,32.800064,-3.940042,1008.965576,9,9,-4.711050,2.117191,0.500000,0
34,4,77.769989,-4.776654,896.998901,8,9,1.607546,0.638594,0.333333,64
34,5,162.609802,-10.586886,1875.550781,8,8,0.168875,0.136674,0.333333,0
34,6,128.643356,-8.766942,1483.772461,8,7,-1.047445,0.674904,0.333333,0
34,7,-248.042618,-8.453925,1708.255005,7,9,0.192737,0.149396,0.333333,0
34,8,13537.096680,491.775116,-93205.562500,7,8,-1.283163,53.302750,0.333333,96
34,9,-1085.683228,-41.475166,7477.571777,7,7,-2.490294,8.286824,0.333333,64
34,10,45.530338,-5.433363,977.268921,6,9,2.705494,1.175908,0.333333,0
34,11,106.092438,-13.391494,2277.220215,6,8,1.295714,1.278634,0.333333,0
34,12,80.253677,-10.586663,1722.634644,6,7,0.072263,0.054288,0.333333,0
34,13,-36.966370,-14.680161,1641.095093,5,6,0.098123,0.071334,0.500000,0
34,14,-110.562157,-49.128887,4913.729980,5,5,-4.740531,10.136730,0.500000,64
34,15,-161.996460,-54.483440,1729.713745,4,4,0.119793,0.092971,1.000000,0
34,16,-513.811890,-148.062851,1936.030273,3,3,0.097399,0.087155,1.000000,0
34,17,-558.234680,-178.445221,1891.481201,2,2,0.082925,0.072866,1.000000,0
34,18,-472.508392,-192.840820,1933.392090,1,1,0.073695,0.065472,1.000000,0
34,19,-511.528717,-223.913422,1890.556030,0,0,0.069971,0.061027,1.000000,0
35,0,177.161102,68.824020,1914.049805,10,12,-0.004498,0.003710,1.000000,0
35,1,-188.088440,31.611013,1757.448608,9,11,0.106405,0.084128,1.000000,0
35,2,-248.199295,-8.425188,1708.645264,8,10,0.108749,0.084314,0.500000,0
35,3,13342.774414,482.867035,-91827.734375,8,9,-1.369842,56.111736,0.500000,96
35,4,-44.147251,-28.920778,1633.612915,7,7,0.091439,0.066234,1.000000,0
35,5,49.178860,-37.271343,1674.121948,6,6,0.106322,0.077946,1.000000,0
35,6,74.499397,-50.285492,1710.195312,5,5,0.079978,0.059677,0.500000,0
35,7,48.779457,-33.897713,1119.591309,5,4,-3.869595,1.916060,0.500000,0
35,8,-352.941498,-115.394905,3769.309570,4,5,4.122316,6.877581,0.500000,64
35,9,-161.988235,-54.486675,1729.703369,4,4,0.117737,0.091376,0.500000,0
35,10,-513.830261,-148.070221,1936.082275,3,3,0.089194,0.079818,1.000000,0
35,11,-558.245056,-178.454346,1891.509155,2,2,0.085695,0.075300,1.000000,0
35,12,-472.483337,-192.835297,1933.338989,1,1,0.075427,0.067007,1.000000,0
35,13,-511.515900,-223.914902,1890.545898,0,0,0.081417,0.071001,1.000000,0
36,0,177.158752,68.813492,1914.092896,11,12,0.022685,0.018690,1.000000,0
36,1,-188.087723,31.608263,1757.467041,10,11,0.105108,0.083104,1.000000,0
36,2,77.770027,-4.774973,897.002502,9,10,1.598163,0.634869,0.500000,64
36,3,162.612961,-10.583585,1875.593872,9,9,0.159215,0.128859,0.500000,0
36,4,-248.194412,-8.423783,1708.640503,8,10,0.109311,0.084750,0.500000,0
36,5,13338.464844,482.636139,-91799.679688,8,9,-1.368814,56.051365,0.500000,96
36,6,78.924530,-33.960991,1718.210571,7,7,0.105697,0.079204,0.500000,0
36,7,73.501671,-31.929846,1600.131592,7,6,-0.760318,0.531577,0.500000,0
36,8,60.436771,-36.117573,1808.867310,6,7,0.955195,0.754501,0.500000,0
36,9,56.075001,-33.828876,1678.319702,6,6,0.087551,0.064291,0.500000,0
36,10,-33.483746,-46.428272,1630.994751,5,5,0.100000,0.072208,1.000000,0
36,11,-161.981583,-54.462540,1729.666992,4,4,0.176088,0.136655,1.000000,0
36,12,-513.816528,-148.065323,1936.048828,3,3,0.097465,0.087216,1.000000,0
36,13,-558.212280,-178.447998,1891.444824,2,2,0.081714,0.071801,1.000000,0
36,14,-472.500427,-192.845016,1933.392944,1,1,0.067283,0.059778,1.000000,0
36,15,-511.516144,-223.920258,1890.543823,0,0,0.073959,0.064502,1.000000,0
37,0,-226.578003,205.895401,1150.785400,11,13,-0.101296,0.053279,1.000000,0
37,1,177.154343,68.817429,1914.068115,10,12,0.004276,0.003520,1.000000,0
37,2,-188.079758,31.606184,1757.416626,9,11,0.109465,0.086547,1.000000,0
37,3,-248.202377,-8.427391,1708.646484,8,10,0.101623,0.078790,0.500000,0
37,4,13335.666992,482.707825,-91777.507812,8,9,-1.376511,56.358574,0.500000,96
37,5,-161.878815,-55.131012,1728.509521,7,7,-1.609794,1.248407,1.000000,0
37,6,-35.006569,-55.838425,1598.383057,6,6,0.098572,0.069799,1.000000,0
37,7,61.043999,-72.384033,1628.668091,5,5,0.104014,0.074062,1.000000,0
37,8,89.031639,-84.968407,1662.882690,4,4,0.085217,0.061693,1.000000,0
37,9,-513.821838,-148.073212,1936.051147,3,3,0.106012,0.094862,1.000000,0
37,10,-558.230103,-178.455704,1891.469727,2,2,0.080734,0.070941,1.000000,0
37,11,-472.496033,-192.846024,1933.373413,1,1,0.072643,0.064537,1.000000,0
37,12,-511.512878,-223.919907,1890.533936,0,0,0.074253,0.064757,1.000000,0
38,0,-220.353317,203.470886,1153.077271,12,13,0.140861,0.074223,1.000000,0
38,1,177.165848,68.811188,1914.053833,11,12,0.034011,0.028023,1.000000,0
38,2,-188.076096,31.602793,1757.439941,10,11,0.109987,0.086960,1.000000,0
38,3,77.773491,-4.779669,897.004211,9,10,1.611317,0.640095,0.500000,64
38,4,162.617386,-10.593833,1875.564941,9,9,0.171201,0.138557,0.500000,0
38,5,-248.184708,-8.427356,1708.636475,8,10,0.108130,0.083834,0.500000,0
38,6,13351.591797,483.352020,-91893.265625,8,9,-1.371540,56.223320,0.500000,96
38,7,-162.074203,-54.178944,1730.066040,7,7,0.808897,0.627880,1.000000,0
38,8,-37.812550,-59.377449,1614.789429,6,6,0.097260,0.069575,1.000000,0
38,9,60.142159,-64.271545,1643.006348,5,5,0.098153,0.070515,1.000000,0
38,10,90.111122,-70.318092,1677.303955,4,4,0.094625,0.069105,1.000000,0
38,11,-513.823669,-148.080338,1936.102661,3,3,0.102120,0.091382,1.000000,0
38,12,-558.218384,-178.451416,1891.474487,2,2,0.082084,0.072127,1.000000,0
38,13,-472.515472,-192.853851,1933.449585,1,1,0.079203,0.070364,1.000000,0
38,14,-511.508423,-223.922745,1890.548828,0,0,0.076953,0.067111,1.000000,0
39,0,-219.445099,204.947479,1153.189575,11,13,0.184540,0.097206,1.000000,0
39,1,177.135971,68.818054,1914.076050,10,12,0.007484,0.006164,1.000000,0
39,2,-188.102905,31.614449,1757.433838,9,11,0.104550,0.082661,1.000000,0
39,3,71.584007,8.704822,1692.973389,8,10,0.122516,0.090579,0.500000,0
39,4,77.943214,9.092628,1843.371460,8,9,-0.837032,0.672368,0.500000,0
39,5,91.972519,7.850395,1596.564453,7,10,1.058837,0.737056,0.500000,0
39,6,99.624832,8.142589,1729.423950,7,9,0.101311,0.076226,0.500000,0
39,7,-24.143337,0.464599,1658.665649,6,8,0.104771,0.076836,1.000000,0
39,8,-248.222092,-8.421111,1708.657837,5,7,0.101432,0.078642,0.500000,0
39,9,13335.396484,482.210846,-91769.179688,5,6,-1.371139,56.129459,0.500000,96
39,10,-162.004105,-54.483936,1729.701538,4,4,0.122864,0.095354,1.000000,0
39,11,-513.838501,-148.071060,1936.064575,3,3,0.103805,0.092887,1.000000,0
39,12,-558.257874,-178.451401,1891.487427,2,2,0.075505,0.066349,1.000000,0
39,13,-472.526855,-192.836777,1933.401001,1,1,0.071952,0.063924,1.000000,0
39,14,-511.535309,-223.908081,1890.539307,0,0,0.080015,0.069779,1.000000,0
40,0,177.166962,68.823822,1914.070312,10,12,0.012540,0.010330,1.000000,0
40,1,-188.064972,31.613096,1757.411011,9,11,0.104848,0.082896,1.000000,0
40,2,-248.184113,-8.423209,1708.636353,8,10,0.102051,0.079121,0.500000,0
40,3,13347.930664,482.856018,-91868.320312,8,9,-1.370795,56.176609,0.500000,96
40,4,-161.980576,-54.483929,1729.710815,7,7,0.113655,0.088208,1.000000,0
40,5,-41.474270,-64.637703,1625.734131,6,6,0.076523,0.055121,1.000000,0
40,6,56.485226,-70.565605,1653.699463,5,5,0.104192,0.075355,1.000000,0
40,7,86.425987,-76.448616,1688.107300,4,4,0.079782,0.058655,1.000000,0
40,8,-513.820801,-148.066376,1936.092407,3,3,0.093135,0.083344,1.000000,0
40,9,-558.229309,-178.443314,1891.493164,2,2,0.082967,0.072903,1.000000,0
40,10,-472.476440,-192.837906,1933.353394,1,1,0.072844,0.064715,1.000000,0
40,11,-511.498444,-223.908478,1890.520142,0,0,0.085631,0.074673,1.000000,0
41,0,-220.702393,202.962921,1154.396484,12,13,0.251014,0.132412,1.000000,0
41,1,177.160141,68.812027,1914.044312,11,12,0.012930,0.010651,1.000000,0
41,2,-188.082596,31.606592,1757.442383,10,11,0.109071,0.086236,1.000000,0
41,3,77.773567,-4.778637,896.996765,9,10,1.603039,0.636801,0.500000,64
41,4,162.616562,-10.590056,1875.537842,9,9,0.166536,0.134779,0.500000,0
41,5,-248.201080,-8.427756,1708.662476,8,10,0.105421,0.081735,0.500000,0
41,6,13339.260742,482.818390,-91803.796875,8,9,-1.370490,56.123798,0.500000,96
41,7,60.565022,-34.637871,1679.823853,7,7,0.083251,0.061153,0.333333,0
41,8,66.094482,-38.728081,1833.026611,7,6,-2.244879,1.795261,0.333333,0
41,9,48.662971,-29.074797,1349.437622,7,5,-4.124310,2.449350,0.333333,0
41,10,82.316711,-33.364273,1580.891479,6,7,2.404878,1.659566,0.333333,0
41,11,89.333031,-37.078747,1715.665039,6,6,0.081917,0.061215,0.333333,0
41,12,66.926865,-28.313953,1285.297363,6,5,-1.817685,1.026416,0.333333,0
41,13,-47.771370,-46.990875,2172.309082,5,7,4.319252,4.127879,0.333333,0
41,14,-53.621914,-53.976151,2437.627197,5,6,2.000554,2.140568,0.333333,0
41,15,-36.247963,-37.177338,1647.682495,5,5,0.084319,0.061519,0.333333,0
41,16,-161.981094,-54.492783,1729.689575,4,4,0.119907,0.093059,1.000000,0
41,17,-513.813782,-148.072693,1936.052002,3,3,0.102131,0.091390,1.000000,0
41,18,-558.234741,-178.449387,1891.488770,2,2,0.079590,0.069937,1.000000,0
41,19,-472.491486,-192.843552,1933.372803,1,1,0.076779,0.068209,1.000000,0
41,20,-511.507111,-223.915451,1890.524414,0,0,0.087023,0.075886,1.000000,0
42,0,-218.557877,200.530884,1155.272339,11,13,0.082952,0.043800,1.000000,0
42,1,177.153870,68.816116,1914.074097,10,12,0.012742,0.010497,1.000000,0
42,2,-188.079590,31.609102,1757.427368,9,11,0.108522,0.085801,1.000000,0
42,3,89.104355,3.705409,1743.106445,8,10,0.103868,0.078860,0.500000,0
42,4,82.258224,2.671089,1609.147827,8,9,-2.030647,1.426315,0.500000,0
42,5,66.661583,3.115195,1858.213623,7,10,2.235218,1.812060,0.500000,0
42,6,61.217228,2.064765,1706.572266,7,9,0.096151,0.071740,0.500000,0
42,7,-248.200485,-8.425007,1708.641724,6,8,0.102029,0.079104,0.333333,0
42,8,13348.713867,482.978912,-91867.875000,6,7,-1.372289,56.238815,0.333333,96
42,9,-469.309113,-16.913551,3230.800049,6,6,-1.253977,1.816521,0.333333,64
42,10,-23.534208,-6.047870,1149.235229,5,8,1.430810,0.736491,0.333333,0
42,11,-72.649826,-19.812458,3547.560547,5,7,-0.008543,0.013224,0.333333,64
42,12,-34.247959,-9.303120,1672.361572,5,6,0.090757,0.067175,0.333333,0
42,13,-161.989090,-54.488731,1729.711914,4,4,0.117742,0.091380,1.000000,0
42,14,-513.812500,-148.070557,1936.029541,3,3,0.101230,0.090583,1.000000,0
42,15,-558.232788,-178.448944,1891.484619,2,2,0.079641,0.069981,1.000000,0
42,16,-472.497192,-192.845535,1933.386841,1,1,0.065323,0.058037,1.000000,0
42,17,-511.513123,-223.911270,1890.516235,0,0,0.086655,0.075565,1.000000,0
