# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,9,44.407825,-45.553730,1723.033813,5,1097.588623,476.594421,348,21,21,5,999.957458,463.241333,374,22,22,0.092138,0.069517,1.000000
0,1,3,-44.935192,-2.958657,1698.187744,9,978.499084,532.897583,359,21,22,9,877.112427,520.098022,380,22,22,0.103221,0.077648,1.000000
0,2,2,-87.675598,7.559514,1711.620972,10,922.059937,546.937744,345,22,21,10,827.922668,534.110474,365,22,22,0.106229,0.080938,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,175.684464,69.253105,1914.002930,12,1247.971680,619.369019,12,1206.304077,606.734192,0.008020,0.006606,1.000000
1,-189.168137,31.831781,1757.322388,11,793.624390,578.139954,11,722.084106,564.729553,0.096948,0.076657,1.000000
2,-87.675598,7.559514,1711.620972,10,922.059937,546.937744,10,827.922668,534.110474,0.106229,0.080938,1.000000
3,-44.935192,-2.958657,1698.187744,9,978.499084,532.897583,9,877.112427,520.098022,0.103221,0.077648,1.000000
4,77.151024,-4.617900,897.062927,8,1234.822998,524.471924,8,627.483154,514.356934,1.423893,0.565772,0.500000
5,161.298904,-10.188541,1875.488525,8,1234.822998,524.471924,7,1182.147827,510.374390,0.142162,0.115071,0.500000
6,-249.261002,-8.172583,1708.419922,7,706.722961,525.991943,8,627.483154,514.356934,0.081720,0.063360,0.500000
7,13677.324219,475.671387,-93721.546875,7,706.722961,525.991943,7,1182.147827,510.374390,-1.235316,51.581390,0.500000
8,210.331375,-21.081802,1957.895142,6,1283.570312,512.303650,6,1253.684448,497.639893,0.177899,0.149483,1.000000
9,44.407825,-45.553730,1723.033813,5,1097.588623,476.594421,5,999.957458,463.241333,0.092138,0.069517,1.000000
10,-163.065765,-54.269302,1729.496094,4,824.025452,465.382477,4,741.443298,454.685760,0.086001,0.066750,1.000000
11,-515.074280,-147.866150,1935.774536,3,435.438019,363.641510,3,446.034821,361.481445,0.076301,0.068284,1.000000
12,-559.443298,-178.239746,1891.109985,2,368.755798,323.383209,2,377.347656,324.872162,0.047600,0.041839,1.000000
13,-473.752655,-192.642273,1933.095215,1,482.849091,310.789551,1,486.893463,310.419556,0.045988,0.040871,1.000000
14,-512.760925,-223.715302,1890.241943,0,424.080505,268.646332,0,424.963226,272.033783,0.050016,0.043636,1.000000
