# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,11,57.816628,-7.882525,1737.834106,6,1114.680420,526.539001,335,21,21,7,1021.600342,513.140808,359,21,21,0.082176,0.062441,0.333333
0,1,6,-35.893349,13.995051,1703.844238,8,990.797302,555.593323,351,22,21,9,890.778320,542.547058,369,22,21,0.115891,0.087362,0.500000
0,2,3,-81.010597,14.697503,1712.978638,9,931.018982,556.442383,342,21,21,10,836.854858,543.432556,359,22,21,0.082416,0.062790,0.500000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-227.372238,226.064545,1201.080811,12,609.381470,963.979614,13,325.313141,929.425232,-0.000291,0.000135,1.000000
1,175.629456,69.244591,1914.004272,11,1247.905884,619.355835,12,1206.234497,606.728027,0.013973,0.011513,1.000000
2,-189.228683,31.787722,1757.328735,10,793.547180,578.084045,11,722.011230,564.674011,0.094202,0.074486,1.000000
3,-81.010597,14.697503,1712.978638,9,931.018982,556.442383,10,836.854858,543.432556,0.082416,0.062790,0.500000
4,-89.865036,16.004156,1900.205566,9,931.018982,556.442383,9,890.778320,542.547058,-0.628530,0.529867,0.500000
5,-32.696789,12.993166,1552.139526,8,990.797302,555.593323,10,836.854858,543.432556,0.824958,0.567946,0.500000
6,-35.893349,13.995051,1703.844238,8,990.797302,555.593323,9,890.778320,542.547058,0.115891,0.087362,0.500000
7,77.122383,-4.633994,897.054871,7,1234.751953,524.468506,8,627.404724,514.281433,1.349441,0.536189,0.333333
8,123.157959,-7.162140,1432.503296,7,1234.751953,524.468506,7,1021.600342,513.140808,2.138461,1.331971,0.333333
9,161.240845,-10.198301,1875.491943,7,1234.751953,524.468506,6,1182.073730,510.355774,0.125043,0.101215,0.333333
10,33.455402,-4.729097,1005.589722,6,1114.680420,526.539001,8,627.404724,514.281433,-0.669084,0.299685,0.333333
11,57.816628,-7.882525,1737.834106,6,1114.680420,526.539001,7,1021.600342,513.140808,0.082176,0.062441,0.333333
12,81.221130,-12.147781,2441.172119,6,1114.680420,526.539001,6,1182.073730,510.355774,-1.946578,2.062351,0.333333
13,-249.310287,-8.231965,1708.387329,5,706.651489,525.913635,8,627.404724,514.281433,0.079701,0.061794,0.333333
14,-921.135132,-29.341297,6312.089355,5,706.651489,525.913635,7,1021.600342,513.140808,0.844969,2.376090,0.333333
15,13698.272461,478.347443,-93846.734375,5,706.651489,525.913635,6,1182.073730,510.355774,-1.178096,49.224934,0.333333
16,-163.124664,-54.317928,1729.499512,4,823.948608,465.321442,4,741.369568,454.623199,0.080591,0.062551,1.000000
17,-515.098450,-147.863068,1935.771118,3,435.409485,363.647095,3,446.005707,361.485138,0.072475,0.064861,1.000000
18,-559.442810,-178.230453,1891.052856,2,368.736908,323.382599,2,377.314636,324.884491,0.058241,0.051183,1.000000
19,-473.775848,-192.645096,1933.099365,1,482.823822,310.788788,1,486.868774,310.417755,0.042625,0.037884,1.000000
20,-512.809143,-223.719406,1890.301270,0,424.042816,268.649506,0,424.941528,272.040588,0.051450,0.044887,1.000000
