# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,10,56.145802,-65.872467,1695.072144,4,1114.339355,448.273102,356,21,21,4,1007.063721,434.775055,390,22,22,0.099984,0.074102,1.000000
0,1,8,-32.273010,-33.009197,1656.190308,6,994.401123,491.434723,374,21,23,6,878.085022,479.019745,402,23,22,0.082926,0.060780,1.000000
0,2,7,-76.730812,-23.869839,1663.801758,7,933.697266,504.180328,369,22,22,7,823.085144,491.992340,391,22,22,0.066524,0.049251,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-296.171814,219.801987,1136.032715,12,448.595245,973.967529,13,148.812607,934.901733,2.067872,1.085739,1.000000
1,175.655045,69.245262,1913.980591,11,1247.938965,619.353088,12,1206.261597,606.734680,0.023233,0.019144,1.000000
2,-189.204437,31.789368,1757.313232,10,793.576416,578.082153,11,722.033630,564.680786,0.102801,0.081285,1.000000
3,77.136635,-4.636889,897.053528,9,1234.788452,524.461853,10,627.436951,514.273315,1.348066,0.535640,0.500000
4,161.267471,-10.197543,1875.452271,9,1234.788452,524.461853,9,1182.099487,510.363770,0.139956,0.113284,0.500000
5,-249.294876,-8.238307,1708.415405,8,706.677429,525.905334,10,627.436951,514.273315,0.079733,0.061820,0.500000
6,13702.126953,478.524475,-93881.039062,8,706.677429,525.905334,9,1182.099487,510.363770,-1.161738,48.549973,0.500000
7,-76.730812,-23.869839,1663.801758,7,933.697266,504.180328,7,823.085144,491.992340,0.066524,0.049251,1.000000
8,-32.273010,-33.009197,1656.190308,6,994.401123,491.434723,6,878.085022,479.019745,0.082926,0.060780,1.000000
9,-163.099335,-54.317070,1729.501099,5,823.982117,465.322266,5,741.401184,454.624359,0.081258,0.063069,1.000000
10,56.145802,-65.872467,1695.072144,4,1114.339355,448.273102,4,1007.063721,434.775055,0.099984,0.074102,1.000000
11,-515.099670,-147.875183,1935.833740,3,435.427429,363.638123,3,446.035950,361.476746,0.073070,0.065395,1.000000
12,-559.434326,-178.237305,1891.108398,2,368.766510,323.379791,2,377.353577,324.882477,0.059685,0.052453,1.000000
13,-473.759827,-192.641190,1933.112061,1,482.846039,310.794586,1,486.891388,310.423096,0.043006,0.038224,1.000000
14,-512.800171,-223.727325,1890.340088,0,424.066010,268.642273,0,424.971313,272.038971,0.057462,0.050128,1.000000
