# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,2,-25.656174,14.983608,1700.696655,10,1004.431946,556.980774,330,19,22,10,902.811157,543.853882,372,22,22,0.062332,0.046845,1.000000
0,1,7,68.881683,-7.818933,1731.670410,8,1129.515747,526.584167,317,19,21,8,1034.198730,513.136963,359,21,22,0.086679,0.065546,0.333333
0,2,15,95.670387,-22.445883,1766.082275,5,1162.317749,507.910431,284,18,20,5,1077.384155,494.106598,335,21,21,0.074166,0.056994,0.500000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,175.642303,69.225571,1914.055420,12,1247.915527,619.333191,12,1206.254517,606.701965,0.009351,0.007704,1.000000
1,-189.212234,31.781965,1757.338501,11,793.570068,578.083069,11,722.031982,564.661621,0.081009,0.064055,1.000000
2,-25.656174,14.983608,1700.696655,10,1004.431946,556.980774,10,902.811157,543.853882,0.062332,0.046845,1.000000
3,77.127792,-4.641344,897.069458,9,1234.762329,524.442139,9,627.428284,514.272644,1.365142,0.542436,0.333333
4,125.505875,-7.289571,1459.732056,9,1234.762329,524.442139,8,1034.198730,513.136963,2.220483,1.408525,0.333333
5,161.250244,-10.220561,1875.500488,9,1234.762329,524.442139,7,1182.083130,510.329315,0.123847,0.100248,0.333333
6,39.412342,-4.653124,990.815186,8,1129.515747,526.584167,9,627.428284,514.272644,-0.728256,0.321176,0.333333
7,68.881683,-7.818933,1731.670410,8,1129.515747,526.584167,8,1034.198730,513.136963,0.086679,0.065546,0.333333
8,93.624634,-11.704870,2353.578125,8,1129.515747,526.584167,7,1182.083130,510.329315,-2.024614,2.066644,0.333333
9,-249.305557,-8.237728,1708.430054,7,706.666443,525.909607,9,627.428284,514.272644,0.073174,0.056735,0.333333
10,-1005.760864,-31.961432,6892.305176,7,706.666443,525.909607,8,1034.198730,513.136963,0.903577,2.772857,0.333333
11,13692.218750,478.816986,-93808.562500,7,706.666443,525.909607,7,1182.083130,510.329315,-1.202104,50.221786,0.333333
12,210.292145,-21.108860,1957.937866,6,1283.518921,512.263855,6,1253.636230,497.620850,0.196017,0.164711,0.500000
13,155.567657,-17.008869,1448.322266,6,1283.518921,512.263855,5,1077.384155,494.106598,-4.255298,2.666583,0.500000
14,140.520737,-30.451031,2593.502930,5,1162.317749,507.910431,6,1253.636230,497.620850,4.560862,5.105423,0.500000
15,95.670387,-22.445883,1766.082275,5,1162.317749,507.910431,5,1077.384155,494.106598,0.074166,0.056994,0.500000
16,-163.111588,-54.327816,1729.505249,4,823.966736,465.310364,4,741.384888,454.610718,0.077378,0.060058,1.000000
17,-515.099915,-147.881638,1935.819214,3,435.423218,363.625000,3,446.025726,361.474609,0.081570,0.072999,1.000000
18,-559.453064,-178.245682,1891.126465,2,368.751282,323.375793,2,377.341278,324.873718,0.052686,0.046306,1.000000
19,-473.755798,-192.645020,1933.084961,1,482.843567,310.784790,1,486.879669,310.420227,0.047569,0.042274,1.000000
20,-512.796814,-223.721420,1890.302490,0,424.058502,268.648621,0,424.952148,272.038940,0.049324,0.043034,1.000000
