# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,8,-32.662628,-27.184822,1661.738037,5,994.013306,499.575226,347,20,22,5,879.708923,487.045197,389,22,22,0.086770,0.063809,1.000000
0,1,3,60.444714,-3.478122,1696.078735,8,1120.081421,532.186035,336,20,22,9,1013.375305,518.853088,383,22,22,0.121198,0.089890,1.000000
0,2,2,87.368370,3.500557,1732.746216,9,1153.778198,541.487122,308,19,21,10,1058.587402,527.995911,361,21,22,0.083661,0.063160,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,177.144821,68.814430,1914.059570,11,1249.706421,618.833557,12,1208.143677,606.192749,0.032378,0.026677,1.000000
1,-188.097610,31.614815,1757.453979,10,795.022583,577.852112,11,723.480347,564.428467,0.106519,0.084219,1.000000
2,87.368370,3.500557,1732.746216,9,1153.778198,541.487122,10,1058.587402,527.995911,0.083661,0.063160,1.000000
3,60.444714,-3.478122,1696.078735,8,1120.081421,532.186035,9,1013.375305,518.853088,0.121198,0.089890,1.000000
4,77.766792,-4.776177,896.994385,7,1236.404541,523.976624,8,628.918274,514.012146,1.606512,0.638180,0.500000
5,162.601242,-10.586155,1875.519531,7,1236.404541,523.976624,7,1183.819824,509.859558,0.166845,0.135028,0.500000
6,-248.214691,-8.421080,1708.658813,6,708.151733,525.650391,8,628.918274,514.012146,0.104041,0.080665,0.500000
7,13342.646484,482.620758,-91821.687500,6,708.151733,525.650391,7,1183.819824,509.859558,-1.375162,56.329941,0.500000
8,-32.662628,-27.184822,1661.738037,5,994.013306,499.575226,5,879.708923,487.045197,0.086770,0.063809,1.000000
9,-161.886322,-54.543301,1728.486938,4,825.448303,465.093872,4,742.516663,454.134644,-0.142076,0.110174,1.000000
10,-513.840820,-148.068085,1936.093750,3,436.956757,363.417847,3,447.507050,361.226532,0.091427,0.081816,1.000000
11,-558.264771,-178.450455,1891.519043,2,370.283173,323.148712,2,378.834869,324.623199,0.083043,0.072971,1.000000
12,-472.518311,-192.840790,1933.403320,1,484.363403,310.576965,1,488.370483,310.163849,0.057342,0.050952,1.000000
13,-511.534668,-223.908173,1890.555298,0,425.626434,268.431305,0,426.456573,271.790985,0.081424,0.071008,1.000000
