# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,6,-41.870274,-21.798700,1646.722900,5,980.856873,506.688446,376,22,22,5,862.026245,494.212128,416,24,23,0.097433,0.071108,1.000000
0,1,3,56.898392,-1.334427,1662.151611,7,1116.875977,535.038513,375,22,22,9,998.694824,521.761780,418,23,23,0.106755,0.077659,1.000000
0,2,2,90.347832,6.329098,1692.751221,8,1160.503906,545.405823,346,21,21,10,1052.072021,531.974609,390,22,22,0.083236,0.061388,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,177.153122,68.819748,1914.076172,10,1249.714355,618.845581,12,1208.153442,606.192688,0.019065,0.015707,1.000000
1,-188.088120,31.613060,1757.440918,9,795.033264,577.847534,11,723.483826,564.430115,0.111552,0.088198,1.000000
2,90.347832,6.329098,1692.751221,8,1160.503906,545.405823,10,1052.072021,531.974609,0.083236,0.061388,1.000000
3,56.898392,-1.334427,1662.151611,7,1116.875977,535.038513,9,998.694824,521.761780,0.106755,0.077659,1.000000
4,-248.202835,-8.421495,1708.630737,6,708.162354,525.648254,8,628.916809,514.013916,0.106754,0.082767,0.500000
5,13343.440430,482.691132,-91830.140625,6,708.162354,525.648254,7,1183.826782,509.861267,-1.372188,56.211155,0.500000
6,-41.870274,-21.798700,1646.722900,5,980.856873,506.688446,5,862.026245,494.212128,0.097433,0.071108,1.000000
7,-161.989044,-54.486412,1729.691040,4,825.461670,465.085724,4,742.898987,454.384674,0.118431,0.091914,1.000000
8,-513.818970,-148.070099,1936.030396,3,436.963196,363.408386,3,447.495422,361.221802,0.094463,0.084529,1.000000
9,-558.217407,-178.449844,1891.434204,2,370.310150,323.134888,2,378.835388,324.620728,0.092743,0.081487,1.000000
10,-472.502380,-192.843201,1933.373657,1,484.373901,310.558411,1,488.370728,310.170868,0.081163,0.072101,1.000000
11,-511.513184,-223.906860,1890.492920,0,425.632355,268.418457,0,426.444275,271.791016,0.092425,0.080592,1.000000
