frame_idx,fid3d_idx,pos3d_x_mm,pos3d_y_mm,pos3d_z_mm,reproj_left_x,reproj_left_y,reproj_right_x,reproj_right_y
1,12,96.926674,-18.728863,1767.787720,1163.818359,512.768860,1079.417114,498.918304
1,13,-163.118866,-54.323845,1729.516357,823.958557,465.355621,741.380310,454.577698
1,14,-515.106323,-147.867447,1935.822876,435.417328,363.684845,446.019928,361.450226
1,15,-559.450562,-178.238327,1891.103394,368.746552,323.409821,377.330353,324.853607
1,16,-473.775482,-192.639465,1933.108154,482.827515,310.818970,486.869904,310.405640
1,17,-512.810242,-223.725830,1890.323608,424.049774,268.672302,424.948273,272.012451
2,0,175.641785,69.219398,1914.021606,1247.918579,619.331848,1206.248535,606.691345
2,1,-189.209793,31.779142,1757.334351,793.572693,578.121033,722.033081,564.617737
2,2,-26.269806,13.667102,1700.685181,1003.609131,555.247131,902.012146,542.073059
2,3,39.333130,-4.417689,991.016602,1129.315308,526.758423,627.435791,515.170227
2,4,68.726128,-6.990993,1731.615845,1129.313843,527.717163,1033.986328,514.189087
2,5,93.466095,-11.147969,2354.665283,1129.325195,526.127563,1182.079834,511.891785
2,6,77.130356,-4.640257,897.067505,1234.770020,525.133911,627.427673,513.594482
2,7,125.469170,-6.937538,1459.219971,1234.777344,526.087524,1033.970459,512.578918
2,8,161.254303,-10.217675,1875.481201,1234.769287,524.506409,1182.084473,510.270844
2,9,-249.304413,-8.236262,1708.435913,706.669067,525.949402,627.432251,514.238037
2,10,-1003.934631,-30.219049,6880.103027,706.684814,526.925354,1033.967163,513.236572
2,11,13695.424805,478.824799,-93831.492188,706.596252,525.307251,1182.158691,510.932495
2,12,140.658081,-29.352831,2592.467773,1162.512695,511.109467,1253.623169,496.311890
2,13,95.820854,-20.959085,1766.183228,1162.504883,509.868042,1077.607544,496.004425
2,14,-163.110626,-54.332016,1729.511597,823.968811,465.344666,741.388306,454.566895
2,15,-515.094238,-147.875229,1935.815308,435.429047,363.675018,446.028412,361.440765
2,16,-559.445312,-178.250168,1891.112671,368.756073,323.396667,377.340759,324.841003
2,17,-473.775085,-192.656631,1933.147461,482.839233,310.803406,486.889435,310.390442
2,18,-512.784180,-223.731033,1890.275635,424.065338,268.659210,424.950134,271.999939
3,0,175.642303,69.225571,1914.055420,1247.915527,619.337769,1206.254517,606.697327
3,1,-189.212234,31.781965,1757.338501,793.570129,578.124634,722.031982,564.621155
3,2,-25.656174,14.983608,1700.696655,1004.432007,557.012207,902.811096,543.822754
3,3,77.127792,-4.641344,897.069458,1234.763062,525.131165,627.423462,513.591797
3,4,125.505875,-7.289571,1459.732056,1234.765869,525.541687,1034.189819,512.026733
3,5,161.250244,-10.220561,1875.500488,1234.762329,524.503052,1182.082764,510.267426
3,6,39.412342,-4.653124,990.815186,1129.515991,526.214600,627.429993,514.635803
3,7,68.881683,-7.818933,1731.670410,1129.515747,526.627319,1034.198608,513.093628
3,8,93.624634,-11.704870,2353.578125,1129.520508,525.583069,1182.082642,511.341370
3,9,-249.305557,-8.237728,1708.430054,706.666443,525.947449,627.428040,514.236145
3,10,-1005.760864,-31.961432,6892.305176,706.669861,526.367554,1034.193726,512.685181
3,11,13692.218750,478.816986,-93808.562500,706.592896,525.304565,1182.157837,510.929871
3,12,210.292145,-21.108860,1957.937866,1283.518799,512.359680,1253.635742,497.522888
3,13,155.567657,-17.008869,1448.322266,1283.535278,510.166382,1077.381958,496.234253
3,14,140.520737,-30.451031,2593.502930,1162.342651,510.154388,1253.598633,495.342102
3,15,95.670387,-22.445883,1766.082275,1162.317627,507.947205,1077.384033,494.069519
3,16,-163.111588,-54.327816,1729.505249,823.966736,465.349945,741.384460,454.572083
3,17,-515.099915,-147.881638,1935.819214,435.423676,363.667877,446.024567,361.434082
3,18,-559.453064,-178.245682,1891.126465,368.751709,323.403595,377.340332,324.847565
3,19,-473.755798,-192.645020,1933.084961,482.843842,310.809723,486.878845,310.396576
3,20,-512.796814,-223.721420,1890.302490,424.058929,268.674561,424.951111,272.014465
4,0,175.636261,69.225708,1914.030518,1247.911011,619.338989,1206.243286,606.698547
4,1,-189.210388,31.782545,1757.328247,793.571045,578.125610,722.029846,564.622131
4,2,-26.245029,15.697290,1700.684448,1003.642334,557.969177,902.053528,544.773193
4,3,77.126167,-4.642653,897.067261,1234.759399,525.127808,627.417542,513.588562
4,4,125.310829,-7.495247,1457.504395,1234.760376,525.202698,1033.170288,511.689331
4,5,161.246399,-10.219898,1875.490601,1234.758667,524.503784,1182.076416,510.268188
4,6,-249.308701,-8.238398,1708.425781,706.661438,525.946533,627.422180,514.235291
4,7,-998.428406,-32.762802,6841.887695,706.661682,526.023132,1033.175049,512.350220
4,8,13697.806641,478.872223,-93845.796875,706.589172,525.307861,1182.150146,510.933136
4,9,39.145123,-4.807480,991.471985,1128.841553,525.866699,627.422485,514.293762
4,10,68.325554,-8.334054,1730.556885,1128.841553,525.941956,1033.175537,512.409973
4,11,93.077309,-12.079413,2357.419434,1128.843506,525.239319,1182.077515,510.993652
4,12,95.314003,-23.417364,1764.627319,1161.959106,506.668213,1076.572266,492.785095
4,13,-163.119858,-54.326477,1729.536621,823.959778,465.352997,741.387634,454.575073
4,14,-515.084961,-147.876434,1935.766357,435.424713,363.669220,446.013214,361.435516
4,15,-559.477844,-178.249115,1891.167236,368.736603,323.404144,377.337097,324.848206
4,16,-473.787079,-192.657059,1933.145264,482.824646,310.802704,486.876038,310.390076
4,17,-512.820679,-223.733276,1890.353638,424.047089,268.667664,424.953186,272.007996
5,0,175.637253,69.226990,1914.001221,1247.915405,619.341797,1206.239868,606.701416
5,1,-189.217102,31.782656,1757.337769,793.563721,578.125549,722.025818,564.622070
5,2,-26.566832,15.271615,1700.513550,1003.207336,557.400513,901.578674,544.209839
5,3,77.124962,-4.643327,897.071228,1234.755493,525.126160,627.418457,513.586914
5,4,125.250992,-7.494803,1456.837769,1234.756348,525.197998,1032.862671,511.686066
5,5,161.243637,-10.222327,1875.496216,1234.754761,524.500854,1182.073975,510.265259
5,6,-249.314133,-8.239160,1708.441162,706.657227,525.945618,627.423096,514.234375
5,7,-996.250183,-32.702885,6826.873047,706.657410,526.019104,1032.867310,512.347717
5,8,13694.621094,478.844818,-93822.671875,706.584595,525.305664,1182.148071,510.930969
5,9,39.069122,-4.808648,991.661926,1128.649658,525.866150,627.423401,514.293152
5,10,68.165268,-8.334998,1730.187012,1128.649658,525.938354,1032.867798,512.407776
5,11,92.921516,-12.086864,2358.503174,1128.651611,525.237427,1182.075073,510.991760
5,12,95.330986,-22.979389,1764.292114,1162.004517,507.228394,1076.515015,493.350037
5,13,-163.120026,-54.326477,1729.518555,823.957275,465.352264,741.379822,454.574402
5,14,-515.092957,-147.873047,1935.780884,435.419891,363.674500,446.012390,361.440552
5,15,-559.471924,-178.247849,1891.150146,368.737640,323.403717,377.333862,324.847839
5,16,-473.783936,-192.643066,1933.129883,482.823853,310.817322,486.871796,310.404053
5,17,-512.791626,-223.717285,1890.277832,424.057129,268.676025,424.943573,272.016022
6,0,175.637131,69.224068,1914.016113,1247.913696,619.337646,1206.242065,606.697205
6,1,-189.213837,31.788557,1757.341309,793.568420,578.133118,722.031311,564.629456
6,2,-24.870094,12.136512,1700.268799,1005.477356,553.198975,903.659973,540.038513
6,3,70.090561,-5.900019,1732.990234,1131.036743,529.159851,1036.126953,515.628967
6,4,40.014561,-4.094140,989.306641,1131.041748,527.486633,627.424500,515.886536
6,5,94.856529,-10.349148,2344.706055,1131.061157,526.858582,1182.064575,512.631409
6,6,125.874870,-6.504420,1463.903809,1234.781982,526.796509,1036.098999,513.284729
6,7,77.128166,-4.640981,897.060852,1234.765869,525.131958,627.416199,513.592651
6,8,161.250626,-10.216970,1875.477905,1234.765137,524.507263,1182.079346,510.271729
6,9,-1019.390442,-28.447916,6986.400879,706.702576,527.654602,1036.075439,513.946167
6,10,-249.313843,-8.234975,1708.435669,706.656494,525.951111,627.420776,514.239746
6,11,13688.550781,478.380615,-93781.109375,706.584656,525.311768,1182.152710,510.937042
6,12,97.065346,-17.701103,1768.410645,1163.953125,514.102356,1079.748291,500.260895
6,13,141.753281,-26.837788,2582.477783,1163.957520,513.229980,1253.629883,498.464935
6,14,-163.118988,-54.324825,1729.528564,823.959900,465.354828,741.385315,454.576874
6,15,-515.100769,-147.872345,1935.803955,435.417938,363.677399,446.016052,361.443237
6,16,-559.440247,-178.236588,1891.090698,368.754333,323.410431,377.334015,324.854065
6,17,-473.791870,-192.648834,1933.154663,482.821716,310.813446,486.875671,310.400330
6,18,-512.811584,-223.730637,1890.329224,424.050018,268.667328,424.949799,272.007751
7,0,175.639603,69.231827,1913.992554,1247.919189,619.347900,1206.241333,606.707703
7,1,-189.212357,31.787022,1757.348145,793.571289,578.130920,722.035950,564.627319
7,2,-24.379751,10.206338,1701.560669,1006.159668,550.599976,904.726990,537.457092
7,3,70.676697,-3.822447,1735.924438,1131.650513,531.901855,1037.679932,518.376648
7,4,77.130783,-4.636458,897.063171,1234.772095,525.143494,627.424622,513.604004
7,5,161.255890,-10.210755,1875.480469,1234.771240,524.514832,1182.086304,510.279388
7,6,-249.305145,-8.228525,1708.431274,706.667236,525.959717,627.429138,514.247986
7,7,13690.957031,478.292694,-93800.398438,706.594543,525.316284,1182.160400,510.941498
7,8,97.554077,-14.014940,1771.852905,1164.338989,518.889648,1081.211304,505.079895
7,9,-163.115768,-54.318985,1729.538086,823.965332,465.362915,741.393250,454.584686
7,10,-515.103699,-147.871536,1935.844727,435.427124,363.681976,446.033569,361.447266
7,11,-559.466614,-178.238617,1891.150391,368.743988,323.414795,377.339447,324.858124
7,12,-473.776825,-192.640976,1933.129883,482.832153,310.819733,486.879089,310.406158
7,13,-512.795898,-223.722214,1890.317139,424.064728,268.675659,424.959747,272.015289
8,0,175.645935,69.239548,1914.055664,1247.919800,619.354370,1206.258911,606.714233
8,1,-189.201660,31.789846,1757.320557,793.581299,578.135254,722.037048,564.631531
8,2,-22.858423,6.524024,1703.703613,1008.236633,545.654297,907.400574,532.542114
8,3,71.833778,0.218977,1741.236816,1132.882080,537.209229,1040.603760,523.697144
8,4,98.243393,-7.073554,1778.179199,1164.776367,527.853455,1083.621094,514.106750
8,5,52.891964,-4.237462,957.316956,1164.778076,526.831116,627.437256,515.252014
8,6,119.816444,-10.194587,2168.446777,1164.787842,526.204346,1182.090820,511.978882
8,7,135.602631,-7.443823,1576.975708,1234.789429,526.164917,1083.603760,512.421570
8,8,77.133949,-4.635360,897.059998,1234.780762,525.146240,627.429077,513.606689
8,9,161.263077,-10.205097,1875.480225,1234.780029,524.521667,1182.095093,510.286316
8,10,-1570.143311,-46.896503,10760.882812,706.699341,527.003174,1083.590576,513.079407
8,11,-249.301407,-8.227803,1708.431030,706.672119,525.960632,627.433533,514.248901
8,12,13685.383789,477.891632,-93763.593750,706.599426,525.321472,1182.169312,510.946594
8,13,-163.108246,-54.316711,1729.529541,823.974121,465.365570,741.398865,454.587189
8,14,-515.087158,-147.867416,1935.805298,435.434143,363.683258,446.030579,361.448517
8,15,-559.456360,-178.234665,1891.155762,368.758026,323.420074,377.352875,324.862793
8,16,-473.768738,-192.641342,1933.149170,482.847046,310.821503,486.896790,310.407471
8,17,-512.797791,-223.721878,1890.352417,424.073853,268.681030,424.976257,272.019958
9,0,175.629684,69.224991,1914.023682,1247.903931,619.338440,1206.234253,606.697998
9,1,-189.227219,31.779856,1757.325806,793.548950,578.122192,722.008667,564.618774
9,2,-24.144648,7.635648,1702.650635,1006.495422,547.148438,905.392212,534.030334
9,3,70.896484,-1.226161,1738.725830,1131.789185,535.314575,1038.722168,521.800720
9,4,77.121109,-4.641348,897.062317,1234.747681,525.131042,627.401001,513.591797
9,5,161.235733,-10.220397,1875.479126,1234.746948,524.503052,1182.061279,510.267578
9,6,135.264145,-8.540207,1573.379883,1234.746948,524.552185,1082.147461,510.796448
9,7,-249.323380,-8.235677,1708.427979,706.642395,525.950134,627.405579,514.238892
9,8,13691.162109,478.626892,-93794.625000,706.569214,525.307495,1182.135986,510.932831
9,9,-1545.983521,-53.824928,10593.674805,706.648621,525.357727,1082.143921,511.459198
9,10,52.677273,-4.914986,957.816528,1164.201660,525.223694,627.401550,513.669556
9,11,119.408066,-11.741501,2171.177002,1164.200928,524.593445,1182.061646,510.347504
9,12,97.634674,-9.562122,1775.275024,1164.200928,524.642761,1082.147949,510.876068
9,13,-163.131241,-54.327492,1729.527344,823.943665,465.351288,741.369812,454.573578
9,14,-515.114624,-147.871307,1935.804199,435.401917,363.678680,446.002106,361.444733
9,15,-559.455872,-178.242584,1891.087158,368.734589,323.402924,377.316071,324.847412
9,16,-473.765778,-192.640915,1933.082397,482.831482,310.814270,486.867340,310.401184
9,17,-512.796936,-223.724716,1890.271118,424.048706,268.666199,424.934540,272.006989
10,0,175.648468,69.228333,1913.992432,1247.929688,619.343750,1206.251953,606.703491
10,1,-189.207581,31.782120,1757.320923,793.573669,578.125244,722.030029,564.621765
10,2,-25.935057,13.152149,1701.426392,1004.072998,554.549072,902.696289,541.379028
10,3,69.043709,-3.938649,1734.639771,1129.573486,531.745361,1035.224976,518.229309
10,4,77.131897,-4.641284,897.060364,1234.775513,525.131226,627.424500,513.591858
10,5,161.257965,-10.215310,1875.471436,1234.774658,524.509216,1182.087280,510.273682
10,6,-249.310684,-8.237001,1708.444946,706.662537,525.948486,627.429077,514.237183
10,7,13685.356445,478.270386,-93760.890625,706.590576,525.311951,1182.160767,510.937164
10,8,95.867546,-16.666946,1769.837158,1162.310303,515.452759,1078.565430,501.628998
10,9,140.513168,-26.175772,2593.769531,1162.323608,513.914856,1253.631348,499.161133
10,10,-163.105988,-54.323853,1729.509521,823.974670,465.355316,741.393127,454.577271
10,11,-515.086975,-147.867859,1935.802734,435.433563,363.682495,446.029480,361.447815
10,12,-559.437378,-178.242401,1891.098145,368.760376,323.404297,377.341003,324.848145
10,13,-473.749786,-192.640198,1933.084839,482.850800,310.815338,486.884979,310.401764
10,14,-512.773926,-223.725800,1890.272339,424.076447,268.664978,424.959045,272.005127
11,0,175.650253,69.229912,1914.003906,1247.930542,619.345154,1206.255981,606.704895
11,1,-189.210922,31.785019,1757.354980,793.574097,578.128174,722.040588,564.624634
11,2,-26.856018,15.173493,1701.306030,1002.836426,557.259460,901.481323,544.069641
11,3,67.957245,-5.082712,1733.106201,1128.224854,530.235596,1033.402222,516.720642
11,4,38.904701,-3.872815,992.082764,1128.233765,528.021606,627.441345,516.411255
11,5,77.134117,-4.640259,897.065308,1234.780029,525.133850,627.434448,513.594421
11,6,161.260864,-10.214689,1875.461426,1234.779297,524.509888,1182.089111,510.274384
11,7,-998.444397,-26.212946,6843.982910,706.757507,528.205139,1033.317871,514.502258
11,8,-249.294724,-8.234662,1708.425659,706.679993,525.951477,627.438965,514.239990
11,9,13705.300781,478.952576,-93902.468750,706.607971,525.312927,1182.162598,510.938110
11,10,210.298721,-21.104557,1957.926514,1283.527832,512.364563,1253.642090,497.527832
11,11,155.366425,-15.888222,1446.488281,1283.528931,511.897583,1076.529297,497.994873
11,12,139.484070,-28.591721,2603.298828,1160.970825,511.883240,1253.638794,497.098389
11,13,94.706253,-19.777592,1767.589966,1160.969727,511.413300,1076.527466,497.568634
11,14,-163.106339,-54.328140,1729.527588,823.976440,465.350433,741.400330,454.572418
11,15,-515.090393,-147.869736,1935.815918,435.433685,363.681488,446.032623,361.446808
11,16,-559.442261,-178.240463,1891.119141,368.761932,323.408997,377.347412,324.852448
11,17,-473.748535,-192.644958,1933.088989,482.853455,310.810211,486.888275,310.396851
11,18,-512.790588,-223.725647,1890.312744,424.069641,268.670898,424.962952,272.010712
12,0,175.636459,69.223137,1914.011475,1247.913330,619.336731,1206.240479,606.696289
12,1,-189.214981,31.781765,1757.310425,793.562622,578.125000,722.016724,564.621582
12,2,-28.710445,18.053200,1701.493652,1000.355652,561.116333,899.179138,547.897644
12,3,66.061317,-6.246171,1730.591675,1125.857544,528.692932,1030.262817,515.184998
12,4,37.960773,-4.218672,994.407104,1125.861206,527.249329,627.420044,515.651672
12,5,90.656258,-10.730106,2374.356689,1125.877319,526.618286,1182.057983,512.386963
12,6,124.764740,-6.591869,1451.057373,1234.773315,526.569519,1030.239258,513.083191
12,7,77.126068,-4.640269,897.061157,1234.760498,525.133789,627.411560,513.594482
12,8,161.244690,-10.217724,1875.460571,1234.759766,524.506226,1182.069092,510.270721
12,9,-977.252075,-27.961317,6697.277344,706.686401,527.419861,1030.224609,513.742004
12,10,-249.315765,-8.235403,1708.430908,706.653076,525.950562,627.416138,514.239197
12,11,13696.768555,478.807007,-93836.304688,706.580750,525.308289,1182.142822,510.933594
12,12,93.003143,-23.553354,1763.570679,1159.046997,506.473969,1073.357788,492.609558
12,13,-163.116684,-54.325520,1729.506470,823.960205,465.352997,741.378784,454.575134
12,14,-515.091919,-147.868607,1935.775757,435.419495,363.679260,446.010864,361.445068
12,15,-559.484436,-178.248215,1891.177124,368.732239,323.406342,377.335724,324.850311
12,16,-473.780334,-192.644852,1933.127930,482.827515,310.814972,486.874542,310.401764
12,17,-512.804688,-223.724106,1890.309937,424.051971,268.672424,424.946838,272.012573
13,0,175.634659,69.231300,1914.008057,1247.911621,619.346619,1206.237793,606.706360
13,1,-189.224319,31.788057,1757.354858,793.556763,578.132141,722.024536,564.628479
13,2,-28.982258,18.869404,1701.827271,999.999084,562.205200,898.950256,548.977417
13,3,65.834381,-5.517431,1730.644409,1125.556030,529.653259,1029.986816,516.150330
13,4,37.841717,-4.009948,994.700867,1125.562622,527.730652,627.419922,516.124512
13,5,77.122124,-4.638575,897.071594,1234.748291,525.138245,627.412170,513.598877
13,6,161.237640,-10.215139,1875.496216,1234.747437,524.509583,1182.066650,510.274170
13,7,-974.929688,-26.453428,6681.831055,706.709656,527.911621,1029.922974,514.228516
13,8,-249.317261,-8.232262,1708.435791,706.651978,525.954773,627.416748,514.243225
13,9,13696.732422,478.674164,-93835.554688,706.578979,525.311401,1182.141235,510.936707
13,10,92.776588,-23.296371,1763.442383,1158.763062,506.803955,1073.037720,492.944092
13,11,-163.116409,-54.321541,1729.488403,823.958313,465.357513,741.371460,454.579590
13,12,-515.090881,-147.867477,1935.764160,435.417114,363.679535,446.006104,361.445435
13,13,-559.486633,-178.242432,1891.183472,368.731842,323.414001,377.336914,324.857483
13,14,-473.792969,-192.641724,1933.153076,482.819946,310.821594,486.873779,310.408112
13,15,-512.808105,-223.719849,1890.318726,424.050720,268.678772,424.947906,272.018585
14,0,175.641464,69.225166,1914.027222,1247.917603,619.338501,1206.249023,606.698059
14,1,-189.208710,31.780199,1757.329834,793.573486,578.122498,722.032471,564.619141
14,2,-29.073946,18.157806,1701.965088,999.879333,561.249756,898.877075,548.029968
14,3,66.074974,-4.491323,1731.135620,1125.848145,531.006836,1030.436401,517.507385
14,4,77.129631,-4.642474,897.070068,1234.767578,525.128296,627.428345,513.588989
14,5,161.252609,-10.219904,1875.484619,1234.766846,524.503723,1182.083008,510.268127
14,6,-249.309753,-8.239372,1708.450684,706.664856,525.945374,627.432983,514.234131
14,7,13694.570312,478.834320,-93824.734375,706.593079,525.306152,1182.156250,510.931458
14,8,138.237762,-29.996702,2614.468750,1159.362793,510.764923,1253.616577,495.963623
14,9,93.267143,-21.466406,1764.134521,1159.349854,509.180695,1073.842407,495.334198
14,10,-163.110931,-54.328968,1729.527100,823.970337,465.349304,741.394531,454.571381
14,11,-515.086304,-147.875443,1935.782715,435.428192,363.671844,446.020081,361.437897
14,12,-559.466919,-178.248138,1891.156738,368.745880,323.404083,377.342590,324.848022
14,13,-473.782166,-192.652939,1933.152466,482.832397,310.808350,486.884583,310.395233
14,14,-512.797363,-223.729507,1890.312012,424.061371,268.666199,424.955536,272.006470
15,0,175.629822,69.228378,1914.022827,1247.904175,619.342468,1206.234375,606.702087
15,1,-189.220139,31.785233,1757.320557,793.557373,578.129272,722.014893,564.625732
15,2,-28.445965,16.309139,1702.381714,1000.729858,558.767700,899.818726,545.567139
15,3,66.832115,-3.251653,1733.245117,1126.738037,532.644897,1031.993408,519.145508
15,4,77.121490,-4.641414,897.071106,1234.746704,525.131042,627.410217,513.591736
15,5,161.236130,-10.219644,1875.493164,1234.745972,524.504089,1182.064209,510.268585
15,6,-249.322632,-8.235505,1708.445190,706.646667,525.950500,627.414795,514.239136
15,7,13693.731445,478.664764,-93813.554688,706.573914,525.308899,1182.138550,510.934235
15,8,93.992905,-18.663105,1767.045288,1160.087646,512.843262,1075.489502,499.015808
15,9,138.795685,-27.834475,2609.318115,1160.088013,512.602539,1253.616699,497.829346
15,10,-163.125198,-54.326580,1729.514404,823.949951,465.351959,741.371704,454.574188
15,11,-515.097168,-147.869629,1935.762451,435.409302,363.676880,445.998840,361.443054
15,12,-559.466553,-178.241760,1891.116821,368.732300,323.407257,377.321259,324.851440
15,13,-473.772186,-192.644791,1933.086426,482.825165,310.810211,486.862701,310.397430
15,14,-512.807495,-223.719391,1890.289185,424.041931,268.675171,424.933075,272.015533
16,0,175.636063,69.232765,1914.022217,1247.911743,619.347717,1206.241821,606.707458
16,1,-189.219177,31.788929,1757.344238,793.561951,578.133484,722.026123,564.629822
16,2,-27.943241,14.856928,1702.841309,1001.413208,556.817200,900.616211,543.631348
16,3,67.364517,-1.899372,1735.252930,1127.335693,534.426697,1033.229736,520.929688
16,4,77.125397,-4.636844,897.069824,1234.756958,525.142639,627.418213,513.603149
16,5,161.243164,-10.208567,1875.476929,1234.756226,524.517456,1182.070068,510.282135
16,6,-249.309158,-8.231805,1708.428101,706.661255,525.955322,627.422791,514.243774
16,7,13706.602539,478.863708,-93906.070312,706.589233,525.315552,1182.143677,510.940796
16,8,94.429085,-16.123861,1769.631592,1160.472412,516.149780,1076.682617,502.341858
16,9,139.104401,-25.918018,2606.430908,1160.492310,514.251953,1253.615356,499.504150
16,10,155.389465,-14.398302,1446.781860,1283.515991,514.248962,1076.660767,500.379211
16,11,210.282562,-21.106028,1957.947632,1283.506470,512.363098,1253.625732,497.526459
16,12,-163.120544,-54.323784,1729.522095,823.957031,465.355957,741.380676,454.578003
16,13,-515.122681,-147.869064,1935.839233,435.403381,363.684448,446.011536,361.450043
16,14,-559.467712,-178.236176,1891.125854,368.734070,323.414978,377.324982,324.858582
16,15,-473.780731,-192.645477,1933.128784,482.827301,310.814331,486.874542,310.401154
16,16,-512.801758,-223.725220,1890.311035,424.055817,268.671234,424.950470,272.011353
17,0,175.637283,69.233757,1914.030884,1247.912231,619.348572,1206.244629,606.708313
17,1,-189.216568,31.786663,1757.352905,793.566528,578.130371,722.032959,564.626770
17,2,-26.510757,13.371486,1703.900391,1003.353149,554.816956,902.813293,541.643250
17,3,68.589485,-0.073790,1738.442261,1128.779541,536.825684,1035.675903,523.329468
17,4,77.129143,-4.639668,897.070374,1234.766357,525.135437,627.427551,513.596008
17,5,161.250320,-10.213256,1875.470459,1234.765503,524.511719,1182.077759,510.276276
17,6,134.573853,-9.887018,1565.100098,1234.778076,522.525513,1078.904663,508.761505
17,7,-249.315948,-8.234244,1708.464233,706.659241,525.952271,627.432129,514.240784
17,8,13692.268555,478.423401,-93807.132812,706.586609,525.313965,1182.151855,510.939209
17,9,117.508484,-13.764507,2184.574463,1161.450806,522.557678,1182.049927,508.285736
17,10,95.393829,-12.726778,1773.710083,1161.432495,520.564087,1078.907227,506.779755
17,11,-163.117279,-54.323174,1729.526489,823.961914,465.356934,741.386536,454.578888
17,12,-515.132385,-147.877731,1935.889648,435.407715,363.678772,446.027008,361.444458
17,13,-559.442322,-178.237717,1891.092896,368.752625,323.409363,377.333099,324.853058
17,14,-473.778778,-192.642517,1933.125854,482.828735,310.817474,486.875122,310.404114
17,15,-512.816895,-223.733948,1890.349487,424.050232,268.666260,424.954926,272.006592
18,0,175.631836,69.235878,1914.032471,1247.905518,619.351013,1206.238281,606.710754
18,1,-189.224655,31.788439,1757.360474,793.557129,578.132507,722.026489,564.628845
18,2,-26.896454,11.493964,1704.704590,1002.854004,552.297119,902.587280,539.143555
18,3,68.177330,-0.579675,1739.758911,1128.171509,536.162781,1035.494629,522.663940
18,4,77.125229,-4.636115,897.062439,1234.758057,525.144348,627.410828,513.604919
18,5,161.247238,-10.209041,1875.513062,1234.757324,524.517090,1182.081299,510.281738
18,6,134.524765,-9.651275,1564.626221,1234.765991,522.864563,1078.705811,509.105499
18,7,-249.315063,-8.230320,1708.427612,706.653320,525.957275,627.415405,514.245728
18,8,13680.136719,477.933777,-93722.375000,706.580811,525.315369,1182.155396,510.940582
18,9,-1485.007568,-59.471897,10179.374023,706.763672,523.624023,1078.606812,509.762207
18,10,51.390171,-5.648829,961.010925,1160.733154,523.521484,627.391541,511.993317
18,11,117.013420,-13.466209,2188.139404,1160.735596,522.891846,1182.060669,508.623962
18,12,94.928345,-12.217472,1775.337036,1160.722778,521.233032,1078.706177,507.455078
18,13,-163.123245,-54.320602,1729.535034,823.955078,465.360687,741.382874,454.582611
18,14,-515.104065,-147.866516,1935.803223,435.413879,363.684174,446.012360,361.449738
18,15,-559.459534,-178.242126,1891.123047,368.742798,323.407501,377.331848,324.851410
18,16,-473.776794,-192.637817,1933.112427,482.827179,310.821411,486.870636,310.407928
18,17,-512.805664,-223.718613,1890.296021,424.046295,268.677032,424.938538,272.017181
19,0,175.644974,69.227631,1914.024536,1247.921997,619.341553,1206.252808,606.701172
