frame_idx,detection_idx,centerX_pixels,centerY_pixels,pixelsCount,width,height,status_bits
3,6,1255.406616,497.018646,218,14,20,0
3,7,1183.843384,509.861481,241,15,20,0
3,8,628.940857,514.006653,356,22,21,0
3,9,1024.659302,553.887817,383,22,22,0
3,10,723.498352,564.419434,344,21,21,0
3,11,1066.035767,576.747375,362,22,22,0
3,12,1208.162842,606.185547,233,15,20,0
4,0,426.454010,271.778717,166,15,14,0
4,1,488.364594,310.168365,163,15,14,0
4,2,378.834808,324.620544,165,14,15,0
4,3,447.506683,361.228516,156,15,13,0
4,4,742.900085,454.383392,357,22,21,0
4,5,1033.867798,482.130951,376,22,22,0
4,6,982.117676,490.310120,397,22,22,0
4,7,842.827393,496.501160,404,22,23,0
4,8,1255.395752,497.005798,219,14,20,0
4,9,1183.832886,509.855347,241,15,20,0
4,10,628.928772,514.015930,354,22,20,0
4,11,723.490234,564.425232,344,21,21,0
4,12,1208.153320,606.184082,232,15,20,0
5,0,426.444122,271.785828,166,15,14,0
5,1,488.360687,310.157745,163,15,14,0
5,2,378.831512,324.614288,165,14,15,0
5,3,447.496460,361.222687,156,15,14,0
5,4,742.894653,454.389648,356,22,21,0
5,5,901.332214,485.628387,380,21,23,0
5,6,1255.387329,497.005066,217,14,20,0
5,7,1183.821899,509.854126,240,15,20,0
5,8,628.917480,514.010864,354,22,20,0
5,9,1028.205200,534.891418,371,22,22,0
5,10,1068.229858,553.202454,352,21,22,0
5,11,723.475830,564.426331,344,21,21,0
5,12,1208.144531,606.184326,232,15,20,0
6,0,426.439789,271.777924,165,15,14,0
6,1,488.374207,310.158508,164,15,14,0
6,2,378.831268,324.624359,167,14,15,0
6,3,447.500793,361.223022,158,15,14,0
6,4,742.896301,454.383636,359,22,21,0
6,5,869.922974,496.663696,393,22,23,0
6,6,1255.391235,497.007233,216,14,20,0
6,7,1183.822998,509.853333,241,15,20,0
6,8,628.921143,514.008118,354,22,20,0
6,9,1005.692444,521.515320,384,22,23,0
6,10,1051.189087,527.998779,359,21,22,0
6,11,723.473816,564.418152,344,21,21,0
6,12,1208.140015,606.189575,234,15,20,0
7,0,426.446045,271.766663,166,15,14,0
7,1,488.365448,310.148834,163,15,14,0
7,2,378.837372,324.603119,166,14,15,0
7,3,447.497681,361.207336,156,15,13,0
7,4,742.895996,454.371643,358,22,21,0
7,5,1255.386475,496.997498,217,14,20,0
7,6,862.733582,507.618774,398,22,23,0
7,7,1183.821777,509.848541,242,15,20,0
7,8,628.918701,513.996643,354,22,20,0
7,9,1000.000671,528.336487,394,22,22,0
7,10,1049.227295,532.184814,366,21,22,0
7,11,723.477173,564.408508,343,21,21,0
7,12,1208.146851,606.182129,232,15,20,0
8,0,426.485992,271.775421,167,15,14,0
8,1,488.402100,310.156891,164,15,14,0
8,2,378.869781,324.609528,165,14,15,0
8,3,447.535614,361.209869,156,15,14,0
8,4,742.635132,454.680145,343,22,21,0
8,5,890.023865,483.225525,388,22,23,0
8,6,1255.425537,497.000366,217,14,20,0
8,7,1183.860107,509.849365,240,15,20,0
8,8,628.960083,514.007263,353,22,20,0
8,9,1023.686523,516.201477,381,22,22,0
8,10,1068.151733,527.243958,360,21,22,0
8,11,723.518433,564.413696,342,21,21,0
8,12,1208.184814,606.182007,235,15,20,0
9,0,426.449615,271.778748,165,15,14,0
9,1,488.362579,310.170258,164,15,14,0
9,2,378.833069,324.626740,164,14,15,0
9,3,447.499390,361.227631,153,15,13,0
9,4,742.885681,454.380890,358,22,21,0
9,5,1255.383789,497.005280,218,14,20,0
9,6,1044.899414,507.434326,356,21,21,0
9,7,1183.818848,509.860413,241,15,20,0
9,8,628.911987,514.013489,352,22,20,0
9,9,995.885132,517.194336,381,22,22,0
9,10,857.048218,522.525024,391,22,23,0
9,11,723.474243,564.421143,343,21,21,0
9,12,1208.141357,606.188416,233,15,20,0
10,0,426.435303,271.780518,166,15,14,0
10,1,488.352661,310.165253,164,15,14,0
10,2,378.827209,324.626160,163,14,15,0
10,3,447.480682,361.238525,156,15,13,0
10,4,742.885193,454.386719,359,22,21,0
10,5,1048.138794,491.275818,363,21,22,0
10,6,1000.288696,498.186615,384,22,22,0
10,7,1255.376953,497.007080,218,14,20,0
10,8,861.043213,504.162750,392,22,22,0
10,9,1183.816772,509.851715,240,15,20,0
10,10,628.910156,514.012390,352,22,20,0
10,11,723.476990,564.424377,343,21,21,0
10,12,1208.137695,606.176941,232,15,20,0
11,0,426.438995,271.787811,165,15,14,0
11,1,488.353271,310.177704,164,15,14,0
11,2,378.826233,324.641571,163,14,15,0
11,3,447.489594,361.241058,156,15,13,0
11,4,742.887756,454.398682,358,22,21,0
11,5,1048.724121,474.386017,360,21,22,0
11,6,1000.566711,484.927155,384,22,22,0
11,7,861.440125,496.692657,397,23,22,0
11,8,1255.381592,497.014923,218,14,20,0
11,9,1183.817139,509.860535,241,15,20,0
11,10,628.912231,514.024109,356,22,20,0
11,11,723.477905,564.433960,344,21,21,0
11,12,1208.142090,606.192261,234,15,20,0
12,0,426.450226,271.788208,166,15,14,0
12,1,488.369415,310.167328,162,15,14,0
12,2,378.829071,324.623138,166,14,15,0
12,3,447.500610,361.227386,157,15,13,0
12,4,742.905334,454.380981,357,22,21,0
12,5,1071.049316,488.784393,348,20,21,0
12,6,1024.401001,496.309479,371,21,22,0
12,7,1255.398193,497.001282,218,14,20,0
12,8,886.077148,499.313232,388,22,23,0
12,9,1183.837036,509.848694,241,15,20,0
12,10,628.926758,514.014587,355,22,20,0
12,11,723.490479,564.421753,342,21,21,0
12,12,1208.154663,606.177979,232,15,20,0
13,0,426.462036,271.783691,166,15,14,0
13,1,488.367554,310.168457,164,15,14,0
13,2,378.839142,324.617737,165,14,15,0
13,3,447.511993,361.224457,154,15,13,0
13,4,742.906860,454.387421,359,22,21,0
13,5,1255.397827,497.008850,216,14,20,0
13,6,1183.833862,509.858582,240,15,20,0
13,7,628.925842,514.012207,353,22,20,0
13,8,904.746826,521.134399,378,22,22,0
13,9,1038.682251,551.753357,355,21,21,0
13,10,1083.012939,552.308533,335,20,21,0
13,11,723.487244,564.428101,343,21,21,0
13,12,1208.160156,606.184448,232,15,20,0
14,0,426.467712,271.781372,165,15,14,0
14,1,488.386383,310.159882,163,15,15,0
14,2,378.850922,324.622711,166,14,15,0
14,3,447.512573,361.230804,155,15,13,0
14,4,742.914368,454.380951,359,22,21,0
14,5,1255.406616,497.010864,217,14,20,0
14,6,1183.845459,509.859131,241,15,20,0
14,7,628.930298,514.013428,354,22,20,0
14,8,916.403625,526.389832,381,22,22,0
14,9,723.492493,564.428345,343,21,21,0
14,10,1039.368042,586.507202,363,22,21,0
14,11,1078.914062,602.298218,345,21,21,0
14,12,1208.163452,606.180054,232,15,20,0
15,0,426.453705,271.784363,166,15,14,0
15,1,488.377594,310.163055,163,15,14,0
15,2,378.831421,324.621552,167,14,15,0
15,3,447.506989,361.224426,156,15,13,0
15,4,742.892517,454.381805,357,22,21,0
15,5,1255.395630,497.002045,217,14,20,0
15,6,1183.828491,509.860657,238,15,20,0
15,7,628.925110,514.013550,355,22,20,0
15,8,899.516968,540.122009,379,22,22,0
15,9,723.482544,564.422607,343,21,21,0
15,10,1029.127075,581.707275,365,22,21,0
15,11,1072.223633,589.376465,341,21,21,0
15,12,1208.152588,606.187561,232,15,20,0
16,0,426.461517,271.790375,165,15,14,0
16,1,488.383270,310.173676,164,15,15,0
16,2,378.853241,324.626160,165,14,15,0
16,3,447.517029,361.231384,156,15,13,0
16,4,742.912170,454.394470,359,22,21,0
16,5,1255.412354,497.005798,216,14,20,0
16,6,871.084717,501.799347,396,23,23,0
16,7,1183.848511,509.874084,243,15,20,0
16,8,628.937317,514.016907,354,22,20,0
16,9,1007.916626,528.125427,390,22,22,0
16,10,1056.236938,535.495239,366,21,21,0
16,11,723.502808,564.430359,344,22,21,0
16,12,1208.168091,606.197693,233,15,20,0
17,0,426.444275,271.791016,166,15,14,0
17,1,488.370728,310.170868,162,15,14,0
17,2,378.835388,324.620728,163,14,15,0
17,3,447.495422,361.221802,156,15,13,0
17,4,742.898987,454.384674,356,22,21,0
17,5,862.026245,494.212128,416,24,23,0
17,6,1255.392578,497.006348,217,14,20,0
17,7,1183.826782,509.861267,240,15,20,0
17,8,628.916809,514.013916,354,22,20,0
17,9,998.694824,521.761780,418,23,23,0
17,10,1052.072021,531.974609,390,22,22,0
17,11,723.483826,564.430115,344,21,21,0
17,12,1208.153442,606.192688,231,15,20,0
18,0,426.468719,271.780151,165,15,14,0
18,1,488.385620,310.168701,162,15,14,0
18,2,378.842804,324.624420,164,14,15,0
18,3,447.514771,361.221771,155,15,13,0
18,4,742.914978,454.383179,357,22,21,0
18,5,1255.403564,497.013275,216,14,20,0
18,6,1183.850464,509.862518,241,15,20,0
18,7,628.939026,514.013489,356,22,20,0
18,8,821.081421,542.159058,401,23,22,0
18,9,1016.219116,543.026978,374,22,22,0
18,10,962.553894,549.487183,399,23,23,0
18,11,723.499939,564.424377,341,21,21,0
18,12,1208.165039,606.191956,234,15,20,0
19,0,426.455811,271.793182,166,15,14,0
19,1,488.376617,310.163788,163,15,14,0
19,2,378.831909,324.628357,164,14,15,0
19,3,447.501099,361.228302,156,15,13,0
19,4,742.897217,454.392609,358,22,21,0
19,5,1255.389160,497.011627,217,14,20,0
19,6,1183.825317,509.875122,240,15,20,0
19,7,628.919495,514.015686,355,22,20,0
19,8,811.439453,526.524109,398,23,23,0
19,9,950.429932,551.106995,390,23,22,0
19,10,999.928833,551.578430,364,22,21,0
19,11,723.481628,564.430786,343,21,21,0
19,12,1208.146851,606.195740,233,15,20,0
20,0,426.469971,271.776367,166,15,14,0
20,1,488.389038,310.159485,165,15,14,0
20,2,378.850311,324.626007,166,14,15,0
20,3,447.516418,361.230896,155,15,13,0
20,4,742.916748,454.394165,358,22,21,0
20,5,891.467712,454.585480,343,21,21,0
20,6,1255.401611,497.011383,219,14,20,0
20,7,1183.840088,509.866608,241,15,20,0
20,8,628.938721,514.012695,357,22,20,0
20,9,1007.662781,530.739807,348,21,21,0
20,10,723.490601,564.423523,343,21,21,0
20,11,1041.372437,576.396973,331,21,21,0
20,12,1208.157104,606.193115,235,15,20,0
21,0,426.453125,271.785675,166,15,14,0
21,1,488.367310,310.181641,162,15,14,0
21,2,378.834869,324.623077,164,14,15,0
21,3,447.496155,361.228027,155,15,13,0
21,4,742.898865,454.386383,356,22,21,0
21,5,1255.392212,497.014587,218,14,20,0
21,6,1183.827759,509.862305,239,15,20,0
21,7,842.532227,513.957153,398,23,22,0
21,8,628.919312,514.016907,355,22,20,0
21,9,1037.140015,524.622314,380,22,22,0
21,10,979.493225,527.874634,401,23,22,0
21,11,723.484070,564.428284,342,21,21,0
21,12,1208.144897,606.191406,233,15,20,0
22,0,426.481110,271.778320,165,15,14,0
22,1,488.392517,310.157745,163,15,14,0
22,2,378.855316,324.623199,166,14,15,0
22,3,447.527985,361.227509,154,15,13,0
22,4,742.921814,454.390564,358,22,21,0
22,5,875.325500,483.356049,362,23,21,0
22,6,1255.408936,497.012024,218,14,20,0
22,7,1183.849731,509.850952,241,15,20,0
22,8,628.942322,514.007446,355,22,21,0
22,9,999.978210,538.326050,374,22,21,0
22,10,723.500916,564.422729,344,21,21,0
22,11,1045.962646,575.608154,364,22,21,0
22,12,1208.168823,606.187500,234,15,20,0
23,0,426.452698,271.784271,166,15,14,0
23,1,488.365814,310.167053,164,15,14,0
23,2,378.836548,324.610260,166,14,15,0
23,3,447.499786,361.225922,156,15,13,0
23,4,742.907471,454.392151,359,22,21,0
23,5,1255.390137,497.015686,219,14,20,0
23,6,1183.830566,509.861664,240,15,20,0
23,7,628.928223,514.012573,353,22,20,0
23,8,862.992065,521.991333,427,24,24,0
23,9,997.682129,553.128479,430,23,24,0
23,10,723.484741,564.426208,343,21,21,0
23,11,1053.184204,565.172974,399,23,23,0
23,12,1208.154419,606.193298,236,15,20,0
24,0,426.465820,271.786438,166,15,14,0
24,1,488.384094,310.168213,162,15,14,0
24,2,378.844330,324.624847,164,14,15,0
24,3,447.515289,361.230682,155,15,13,0
24,4,742.908203,454.385559,356,22,21,0
24,5,893.961060,497.173950,401,22,23,0
24,6,1255.405396,497.010284,217,14,20,0
24,7,1183.837402,509.867340,239,15,20,0
24,8,628.930420,514.018250,354,22,20,0
24,9,1020.663147,551.155518,417,23,23,0
24,10,723.492920,564.423767,343,21,21,0
24,11,1070.865234,575.752075,393,22,22,0
24,12,1208.158081,606.190613,232,15,20,0
25,0,426.458038,271.775269,166,15,14,0
25,1,488.375732,310.174347,163,15,14,0
25,2,378.840912,324.616089,165,14,15,0
25,3,447.505188,361.228424,155,15,13,0
25,4,742.905396,453.660522,331,22,20,0
25,5,874.516663,495.817749,420,23,23,0
25,6,1255.400635,497.003265,216,14,20,0
25,7,1183.831299,509.862793,238,15,20,0
25,8,628.929260,514.013184,352,22,20,0
25,9,1007.905090,534.011292,427,23,24,0
25,10,1061.656372,548.717957,398,23,23,0
25,11,723.489746,564.425476,341,21,21,0
25,12,1208.152466,606.184387,232,15,20,0
26,0,426.466278,271.767609,164,15,14,0
26,1,488.372894,310.149750,164,15,14,0
26,2,378.842468,324.607605,165,14,15,0
26,3,447.511078,361.209686,158,15,14,0
26,4,742.912476,454.379944,358,22,21,0
26,5,1255.400879,497.007812,217,14,20,0
26,6,1183.834717,509.853790,240,15,20,0
26,7,628.932495,514.003967,356,22,20,0
26,8,849.460876,533.190308,396,23,22,0
26,9,1044.152344,537.921875,385,22,22,0
26,10,985.131348,543.085632,397,23,22,0
26,11,723.490479,564.414673,344,21,21,0
26,12,1208.152100,606.180420,233,15,20,0
27,0,426.472992,271.771149,167,15,14,0
27,1,488.382843,310.159241,164,15,14,0
27,2,378.849823,324.616455,164,14,15,0
27,3,447.530975,361.211182,156,15,13,0
27,4,742.916992,454.380493,360,22,21,0
27,5,1255.410645,497.002777,218,14,20,0
27,6,851.833801,504.346008,388,22,22,0
27,7,1183.842651,509.849121,240,15,20,0
27,8,628.931335,514.002197,354,22,20,0
27,9,977.580444,523.454590,415,23,23,0
27,10,1038.464478,533.764709,405,23,23,0
27,11,723.495361,564.409180,344,21,21,0
27,12,1208.168701,606.172791,233,15,20,0
28,0,426.461060,271.780701,167,15,14,0
28,1,488.372681,310.163574,163,15,14,0
28,2,378.836609,324.628784,166,14,15,0
28,3,447.509155,361.225342,156,15,13,0
28,4,742.909363,454.390717,357,22,21,0
28,5,1028.180542,486.517181,392,22,23,0
28,6,1255.397095,497.012634,218,14,20,0
28,7,971.168396,503.097626,409,23,23,0
28,8,1183.831665,509.869781,242,15,20,0
28,9,628.931519,514.014099,354,22,20,0
28,10,837.934082,526.314941,402,22,23,0
28,11,723.491699,564.423828,344,21,21,0
28,12,1208.154053,606.193970,234,15,20,0
29,0,426.460999,271.782043,165,15,14,0
29,1,488.371735,310.171967,162,15,14,0
29,2,378.836121,324.623505,164,14,15,0
29,3,447.501526,361.232147,155,15,14,0
29,4,742.902649,454.392731,359,22,21,0
29,5,1255.389648,497.011932,216,14,20,0
29,6,1183.828491,509.868927,241,15,20,0
29,7,628.924561,514.019836,352,22,20,0
29,8,862.303162,518.902344,397,23,22,0
29,9,996.041138,546.735779,398,22,23,0
29,10,1055.618652,549.687561,385,23,22,0
29,11,723.487305,564.430969,344,22,21,0
29,12,1208.151611,606.189453,234,15,20,0
30,0,426.474701,271.773621,165,15,14,0
30,1,488.387024,310.161011,163,15,14,0
30,2,378.849396,324.616180,165,14,15,0
30,3,447.513092,361.220428,156,15,13,0
30,4,743.557007,452.782043,299,21,18,0
30,5,1255.399902,497.019165,216,14,20,0
30,6,854.635254,508.661835,420,23,23,0
30,7,1183.835938,509.865021,241,15,20,0
30,8,628.929565,514.009644,354,22,20,0
30,9,723.484985,564.421204,345,21,21,0
30,10,980.441589,565.925354,437,23,24,0
30,11,1033.242432,593.083252,421,23,24,0
30,12,1208.154785,606.190735,234,15,20,0
31,0,426.472351,271.787079,165,15,14,0
31,1,488.377289,310.163940,163,15,14,0
31,2,378.840912,324.623047,166,14,15,0
31,3,447.515991,361.231354,155,15,13,0
31,4,742.905029,454.386780,358,22,21,0
31,5,1255.398193,497.012848,216,14,20,0
31,6,1183.832275,509.861877,241,15,20,0
31,7,895.387817,512.453247,422,23,23,0
31,8,628.926514,514.014221,353,22,20,0
31,9,723.486694,564.428894,343,21,21,0
31,10,1021.233459,571.538025,421,23,23,0
31,11,1071.243530,594.585632,398,22,23,0
31,12,1208.155273,606.187012,232,15,20,0
32,0,426.453064,271.789917,166,15,14,0
32,1,488.383057,310.172150,163,15,14,0
32,2,378.838654,324.628448,164,14,15,0
32,3,447.499603,361.236450,157,15,13,0
32,4,742.900452,454.389587,358,22,21,0
32,5,870.915955,466.683624,393,22,22,0
32,6,1008.098328,493.142853,390,22,22,0
32,7,1060.384033,495.467651,369,22,21,0
32,8,1255.395630,497.014099,217,14,20,0
32,9,1183.833862,509.866882,239,15,20,0
32,10,628.927795,514.015137,354,22,20,0
32,11,723.486694,564.429443,344,21,21,0
32,12,1208.154175,606.185852,233,15,20,0
33,0,426.458344,271.783325,164,15,14,0
33,1,488.374023,310.171692,163,15,14,0
33,2,378.837830,324.621490,166,14,15,0
33,3,447.503662,361.229828,156,15,13,0
33,4,742.738464,454.558502,349,22,21,0
33,5,892.166809,486.975311,371,22,22,0
33,6,1255.395874,497.019867,216,14,20,0
33,7,1183.831299,509.856598,241,15,20,0
33,8,628.924805,514.019165,352,22,20,0
33,9,1024.746460,520.917908,359,22,21,0
33,10,1069.669678,522.282593,335,21,20,0
33,11,723.481140,564.426086,344,21,21,0
33,12,1208.150879,606.190918,234,15,20,0
34,0,426.460754,271.780579,166,15,14,0
34,1,488.373383,310.171844,165,15,15,0
34,2,378.843048,324.625946,166,14,15,0
34,3,447.502533,361.231110,154,15,13,0
34,4,742.899536,454.390106,358,22,21,0
34,5,1255.390625,497.014069,217,14,20,0
34,6,866.399536,503.867676,367,21,22,0
34,7,1046.624268,509.306000,328,21,20,0
34,8,1183.832886,509.860809,240,15,20,0
34,9,628.928162,514.012634,356,22,20,0
34,10,1002.589905,517.099548,350,21,21,0
34,11,723.487183,564.425659,343,21,21,0
34,12,1208.151001,606.184448,233,15,20,0
35,0,426.468994,271.782928,165,15,14,0
35,1,488.373352,310.172852,163,15,14,0
35,2,378.847656,324.619965,163,14,15,0
35,3,447.509857,361.223206,156,15,13,0
35,4,742.905151,454.384460,358,22,21,0
35,5,1035.575928,456.078796,327,21,20,0
35,6,991.832336,472.791016,350,21,21,0
35,7,853.951599,484.193359,369,22,22,0
35,8,1255.394531,497.004669,218,14,20,0
35,9,1183.835083,509.857758,239,15,20,0
35,10,628.928101,514.010193,353,22,20,0
35,11,723.486694,564.424805,343,21,21,0
35,12,1208.158936,606.187317,233,15,20,0
36,0,426.467499,271.772949,165,15,14,0
36,1,488.381866,310.163818,162,15,14,0
36,2,378.846222,324.618195,164,14,15,0
36,3,447.507111,361.229889,155,15,13,0
36,4,742.898315,454.443176,355,22,21,0
36,5,867.039490,459.811279,383,22,22,0
36,6,1002.271362,477.511566,362,21,22,0
36,7,1043.605957,478.113770,344,21,22,0
36,8,1255.404175,497.002441,217,14,20,0
36,9,1183.844116,509.860291,240,15,20,0
36,10,628.931702,514.012207,356,22,20,0
36,11,723.495361,564.420227,342,21,21,0
36,12,1208.162842,606.186218,234,15,20,0
37,0,426.465668,271.772186,165,15,14,0
37,1,488.376984,310.163300,162,15,14,0
37,2,378.841492,324.611847,165,14,15,0
37,3,447.503021,361.225708,156,15,13,0
37,4,1041.768677,406.227325,375,22,22,0
37,5,993.735352,422.072754,395,22,22,0
37,6,852.262390,445.348114,414,23,23,0
37,7,742.525146,452.647583,288,22,17,0
37,8,1255.393799,497.001099,218,14,20,0
37,9,1183.835327,509.851837,241,15,20,0
37,10,628.924927,514.003784,355,22,20,0
37,11,723.483521,564.420959,344,21,21,0
37,12,1208.153687,606.182861,234,15,20,0
37,13,279.239044,908.270813,30,6,6,0
38,0,426.478149,271.771942,165,15,14,0
38,1,488.394104,310.166016,163,15,14,0
38,2,378.856049,324.617462,166,14,15,0
38,3,447.526947,361.219788,155,15,13,0
38,4,1047.243286,427.221161,377,22,22,0
38,5,996.961731,434.214569,404,22,23,0
38,6,854.933716,441.194427,408,22,23,0
38,7,742.958740,455.139557,328,22,19,0
38,8,1255.410278,497.005219,216,14,20,0
38,9,1183.844604,509.853424,239,15,20,0
38,10,628.941467,514.006958,355,22,20,0
38,11,723.497742,564.416382,342,21,21,0
38,12,1208.165283,606.190857,232,15,20,0
38,13,291.816895,903.628113,25,6,5,0
39,0,426.447510,271.788483,165,15,14,0
39,1,488.360840,310.175598,163,15,14,0
39,2,378.824646,324.615265,163,14,15,0
39,3,447.494965,361.227112,157,15,14,0
39,4,742.887329,454.389526,359,22,21,0
39,5,1255.378418,497.018066,217,14,20,0
39,6,1183.817139,509.864868,241,15,20,0
39,7,628.908875,514.010864,355,22,21,0
39,8,889.902954,524.600830,391,22,23,0
39,9,1073.737183,534.138916,355,21,22,0
39,10,1027.258911,535.270447,379,22,22,0
39,11,723.465454,564.427490,344,21,21,0
39,12,1208.135620,606.183899,232,15,20,0
39,13,293.468140,906.407654,23,5,6,0
40,0,426.475830,271.787292,166,15,14,0
40,1,488.389587,310.168610,163,15,14,0
40,2,378.857147,324.627808,166,14,15,0
40,3,447.526764,361.228729,155,15,13,0
40,4,1045.220215,419.538422,379,22,22,0
40,5,995.255249,426.134949,401,23,22,0
40,6,854.289490,434.468964,413,23,23,0
40,7,742.919983,454.384979,358,22,21,0
40,8,1255.411499,497.021545,218,14,20,0
40,9,1183.851562,509.861847,240,15,20,0
40,10,628.944275,514.008179,356,22,20,0
40,11,723.501099,564.426514,344,21,21,0
40,12,1208.172119,606.193848,232,15,20,0
40,13,294.305786,906.836243,13,4,4,0
41,0,426.469086,271.780884,166,15,14,0
41,1,488.383606,310.166626,163,15,14,0
41,2,378.849060,324.619049,163,14,15,0
41,3,447.513733,361.222992,155,15,13,0
41,4,742.910339,454.375946,358,22,21,0
41,5,869.732483,473.109467,395,22,22,0
41,6,1056.557251,473.762177,366,21,22,0
41,7,1008.679810,476.399261,386,22,23,0
41,8,1255.407349,496.999084,216,14,20,0
41,9,1183.841675,509.854614,241,15,20,0
41,10,628.936462,514.004211,352,22,20,0
41,11,723.493347,564.419617,342,21,21,0
41,12,1208.159790,606.180847,232,15,20,0
41,13,292.493225,902.322388,34,7,7,0
42,0,426.458588,271.784668,166,15,14,0
42,1,488.384338,310.160278,164,15,14,0
42,2,378.848877,324.619110,164,14,15,0
42,3,447.503723,361.223175,156,15,13,0
42,4,742.910034,454.380981,357,22,21,0
42,5,1255.397095,497.004639,216,14,20,0
42,6,881.601379,511.421234,387,22,23,0
42,7,1183.830688,509.858093,240,15,20,0
42,8,628.927124,514.005920,353,22,20,0
42,9,1017.405884,526.280762,375,21,22,0
42,10,1063.471313,528.230225,352,21,22,0
42,11,723.490540,564.422913,346,22,21,0
42,12,1208.156860,606.184387,231,15,20,0
42,13,296.882599,897.626343,50,8,9,0
43,0,426.455261,271.777954,166,15,14,0
43,1,488.366486,310.165161,164,15,14,0
43,2,378.834900,324.614716,166,14,15,0
43,3,447.503021,361.223389,155,15,13,0
43,4,1033.624878,442.680359,368,21,22,0
43,5,742.905396,454.387573,356,22,21,0
43,6,985.388245,456.165619,388,23,22,0
43,7,847.365601,477.002563,398,23,22,0
43,8,1255.390869,497.007141,219,14,20,0
43,9,1183.825928,509.854645,243,15,20,0
43,10,628.921875,514.010803,353,22,20,0
43,11,723.486206,564.418884,344,21,21,0
43,12,1208.152100,606.187500,232,15,20,0
43,13,305.258118,888.637634,43,7,7,0
44,0,426.464722,271.782043,166,15,14,0
44,1,488.373322,310.173126,162,15,14,0
44,2,378.845490,324.625488,163,14,15,0
44,3,447.512909,361.233795,155,15,13,0
44,4,742.907959,454.384033,356,22,21,0
44,5,1056.148926,484.294952,345,21,21,0
44,6,872.154297,491.153870,381,22,22,0
44,7,1009.512695,491.783997,373,21,22,0
44,8,1255.404541,497.014679,216,14,20,0
44,9,1183.841919,509.857544,240,15,20,0
44,10,628.927490,514.011719,354,22,20,0
44,11,723.491150,564.425476,344,21,21,0
44,12,1208.162109,606.188110,233,15,20,0
44,13,301.021881,891.097656,47,8,8,0
45,0,426.477600,271.775024,163,15,14,0
45,1,488.390839,310.163605,163,15,14,0
45,2,378.851501,324.616730,163,14,15,0
45,3,447.517151,361.217590,155,15,13,0
45,4,742.915955,454.376404,358,22,21,0
45,5,1255.409668,496.997559,217,14,20,0
45,6,877.334045,504.661316,392,23,23,0
45,7,1183.845459,509.859863,239,15,20,0
45,8,628.941162,514.001770,356,22,20,0
45,9,1011.093445,535.556580,388,22,23,0
45,10,1059.250488,543.962402,363,21,22,0
45,11,723.500061,564.409241,343,21,21,0
45,12,1208.164673,606.183655,233,15,20,0
45,13,298.251282,889.738403,25,5,6,0
46,0,426.468445,271.786255,165,15,14,0
46,1,488.378754,310.170990,162,15,14,0
46,2,378.847809,324.621948,163,14,15,0
46,3,447.517670,361.233917,154,15,13,0
46,4,742.453247,456.068695,290,22,17,0
46,5,872.691528,464.688904,395,23,22,0
46,6,1009.688354,482.136597,392,22,22,0
46,7,1058.855957,486.419464,363,22,21,0
46,8,1255.407837,497.016693,216,14,20,0
46,9,1183.844727,509.864258,241,15,20,0
46,10,628.932922,514.015991,353,22,20,0
46,11,723.498108,564.429504,342,21,21,0
46,12,1208.161499,606.193909,232,15,20,0
47,0,426.464935,271.779999,167,15,14,0
47,1,488.376526,310.148529,164,15,14,0
