# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,6,-28.162968,7.067886,1700.711670,8,1001.071655,546.358887,314,20,21,9,899.557495,533.341492,352,21,21,0.079260,0.059587,0.500000
0,1,3,65.754768,8.276432,1740.666504,9,1124.952271,547.731018,287,19,20,10,1032.658691,534.354492,334,21,21,0.065916,0.050118,0.500000
0,2,7,92.284431,-1.107639,1777.086792,7,1157.212769,535.468079,262,18,19,8,1075.814453,521.880859,310,20,20,0.067451,0.052176,1.000000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-237.975342,227.675507,1222.712646,12,597.343384,959.331299,13,327.655762,924.993774,0.091358,0.050904,1.000000
1,175.632080,69.230057,1914.043701,11,1247.904541,619.337280,12,1206.240356,606.709656,0.012925,0.010649,1.000000
2,-189.212585,31.785992,1757.321411,10,793.567261,578.085571,11,722.024353,564.670166,0.087109,0.068877,1.000000
3,65.754768,8.276432,1740.666504,9,1124.952271,547.731018,10,1032.658691,534.354492,0.065916,0.050118,0.500000
4,52.929668,6.197860,1401.152466,9,1124.952271,547.731018,9,899.557495,533.341492,-1.442203,0.888183,0.500000
5,-36.959839,10.020382,2232.166992,8,1001.071655,546.358887,10,1032.658691,534.354492,1.596843,1.565918,0.500000
6,-28.162968,7.067886,1700.711670,8,1001.071655,546.358887,9,899.557495,533.341492,0.079260,0.059587,0.500000
7,92.284431,-1.107639,1777.086792,7,1157.212769,535.468079,8,1075.814453,521.880859,0.067451,0.052176,1.000000
8,77.126183,-4.639885,897.072205,6,1234.757568,524.438416,7,627.427185,514.283630,1.379819,0.548269,0.500000
9,161.245499,-10.215195,1875.490479,6,1234.757568,524.438416,6,1182.075562,510.346222,0.144427,0.116906,0.500000
10,-249.314453,-8.231687,1708.449829,5,706.658386,525.914551,7,627.427185,514.283630,0.079434,0.061590,0.500000
11,13695.832031,478.482361,-93831.460938,5,706.658386,525.914551,6,1182.075562,510.346222,-1.190161,49.728027,0.500000
12,-163.123657,-54.323895,1729.531006,4,823.954041,465.312164,4,741.381104,454.621155,0.086025,0.066770,1.000000
13,-515.102966,-147.870392,1935.823242,3,435.420898,363.640533,3,446.024597,361.485596,0.077807,0.069633,1.000000
14,-559.469177,-178.238525,1891.148071,2,368.739746,323.389526,2,377.336426,324.881683,0.047550,0.041796,1.000000
15,-473.779724,-192.645248,1933.125610,1,482.827332,310.791382,1,486.874817,310.422760,0.043642,0.038788,1.000000
16,-512.799377,-223.718948,1890.293579,0,424.052582,268.649780,0,424.944885,272.041321,0.050395,0.043968,1.000000
