# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,6,54.420010,7.991674,1727.318970,7,1110.659180,547.439392,311,19,21,8,1014.366760,534.109436,351,21,21,0.065399,0.049418,1.000000
0,1,4,-25.062922,34.002453,1668.780151,9,1004.585266,583.322571,332,20,21,10,892.439819,570.062073,374,21,22,0.120403,0.088818,0.500000
0,2,1,-70.840149,37.109077,1665.058960,10,941.840027,587.670349,328,20,21,11,831.501648,574.290466,362,21,21,0.126558,0.093683,0.500000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,175.638504,69.242813,1913.973145,11,1247.920166,619.355835,12,1206.240479,606.726501,0.012339,0.010166,1.000000
1,-70.840149,37.109077,1665.058960,10,941.840027,587.670349,11,831.501648,574.290466,0.126558,0.093683,0.500000
2,-79.423347,39.899864,1867.021118,10,941.840027,587.670349,10,892.439819,570.062073,-4.004755,3.314811,0.500000
3,-22.602636,32.057793,1505.838745,9,1004.585266,583.322571,11,831.501648,574.290466,4.239946,2.830460,0.500000
4,-25.062922,34.002453,1668.780151,9,1004.585266,583.322571,10,892.439819,570.062073,0.120403,0.088818,0.500000
5,-189.217331,31.786680,1757.306641,8,793.558777,578.085266,9,722.015381,564.671265,0.090257,0.071366,1.000000
6,54.420010,7.991674,1727.318970,7,1110.659180,547.439392,8,1014.366760,534.109436,0.065399,0.049418,1.000000
7,77.130295,-4.637164,897.051880,6,1234.772705,524.457031,7,627.420532,514.276672,1.356135,0.538846,0.500000
8,161.255371,-10.198179,1875.462402,6,1234.772705,524.457031,6,1182.086426,510.367279,0.148267,0.120011,0.500000
9,-249.312668,-8.233624,1708.425781,5,706.655823,525.914551,7,627.420532,514.276672,0.074171,0.057508,0.500000
10,13690.232422,477.816498,-93793.242188,5,706.655823,525.914551,6,1182.086426,510.367279,-1.167418,48.744396,0.500000
11,-163.105408,-54.316250,1729.489380,4,823.972717,465.319305,4,741.388855,454.628540,0.088213,0.068466,1.000000
12,-515.096069,-147.865845,1935.785522,3,435.416748,363.644623,3,446.015411,361.483551,0.073401,0.065690,1.000000
13,-559.456238,-178.236572,1891.116089,2,368.743195,323.382263,2,377.335266,324.884003,0.058463,0.051380,1.000000
14,-473.781586,-192.645355,1933.128418,1,482.825409,310.790924,1,486.877045,310.421448,0.044481,0.039534,1.000000
15,-512.804688,-223.725662,1890.319458,0,424.053955,268.642029,0,424.955780,272.037903,0.056250,0.049071,1.000000
