# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,12,69.326591,-46.214241,1746.946167,5,1129.299438,476.572083,316,20,21,5,1038.681396,462.857056,351,21,20,0.071279,0.054349,1.000000
0,1,8,-17.567434,-29.617737,1695.928955,7,1015.210754,497.050781,332,21,20,7,911.386047,484.367218,364,22,21,0.097695,0.073142,0.500000
0,2,11,-63.553463,-31.939964,1696.474854,6,953.424927,493.958954,333,21,20,6,852.554688,481.720490,361,22,21,0.074279,0.055940,0.500000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-293.065643,197.231537,1159.995728,14,466.403229,923.596802,13,178.994232,884.167725,-2.602579,1.397369,1.000000
1,-292.395752,195.946121,1159.100464,13,467.296112,919.199036,13,178.994232,884.167725,1.535138,0.823720,1.000000
2,175.642090,69.243156,1914.006470,11,1247.920776,619.354309,12,1206.250122,606.726013,0.013432,0.011066,1.000000
3,-189.214493,31.783281,1757.312256,10,793.563232,578.080566,11,722.021118,564.666992,0.090587,0.071627,1.000000
4,77.131035,-4.638237,897.049255,9,1234.775146,524.452820,10,627.419739,514.275391,1.358991,0.539979,0.500000
5,161.257370,-10.206871,1875.462158,9,1234.775146,524.452820,9,1182.088745,510.350067,0.135333,0.109543,0.500000
6,-249.306091,-8.234078,1708.407837,8,706.661072,525.914429,10,627.419739,514.275391,0.072952,0.056562,0.500000
7,13688.374023,478.114868,-93781.414062,8,706.661072,525.914429,9,1182.088745,510.350067,-1.184534,49.462738,0.500000
8,-17.567434,-29.617737,1695.928955,7,1015.210754,497.050781,7,911.386047,484.367218,0.097695,0.073142,0.500000
9,-15.881111,-27.808853,1533.670044,7,1015.210754,497.050781,6,852.554688,481.720490,-2.921300,1.983197,0.500000
10,-71.087410,-34.458263,1897.782349,6,953.424927,493.958954,7,911.386047,484.367218,3.101534,2.605690,0.500000
11,-63.553463,-31.939964,1696.474854,6,953.424927,493.958954,6,852.554688,481.720490,0.074279,0.055940,0.500000
12,69.326591,-46.214241,1746.946167,5,1129.299438,476.572083,5,1038.681396,462.857056,0.071279,0.054349,1.000000
13,-163.107651,-54.319740,1729.489014,4,823.969666,465.314362,4,741.385925,454.624390,0.088859,0.068967,1.000000
14,-515.079834,-147.866089,1935.766479,3,435.429749,363.650208,3,446.022095,361.474274,0.058891,0.052709,1.000000
15,-559.456421,-178.240341,1891.123047,2,368.745422,323.382416,2,377.338654,324.876770,0.051084,0.044899,1.000000
16,-473.769196,-192.641678,1933.102417,1,482.832428,310.795288,1,486.877014,310.419617,0.038501,0.034223,1.000000
17,-512.807800,-223.726028,1890.325684,0,424.052429,268.652130,0,424.955414,272.029236,0.037881,0.033062,1.000000
