# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,4,60.616848,83.094360,1772.877075,9,1116.768555,643.736206,271,17,20,10,1035.009399,630.705139,330,20,21,0.079093,0.061203,1.000000
0,1,0,-4.305521,92.823601,1694.764404,11,1033.036499,661.730652,293,18,21,12,928.752563,648.053711,347,20,22,0.117819,0.087894,0.500000
0,2,3,-48.089546,91.540459,1680.485718,10,973.599548,661.062683,289,18,21,11,867.081909,646.846924,345,20,22,0.076461,0.056879,0.500000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-4.305521,92.823601,1694.764404,11,1033.036499,661.730652,12,928.752563,648.053711,0.117819,0.087894,0.500000
1,-3.878649,83.217392,1526.015381,11,1033.036499,661.730652,11,867.081909,646.846924,-0.960614,0.647164,0.500000
2,-54.026405,103.299034,1888.065063,10,973.599548,661.062683,12,928.752563,648.053711,1.157891,0.964990,0.500000
3,-48.089546,91.540459,1680.485718,10,973.599548,661.062683,11,867.081909,646.846924,0.076461,0.056879,0.500000
4,60.616848,83.094360,1772.877075,9,1116.768555,643.736206,10,1035.009399,630.705139,0.079093,0.061203,1.000000
5,175.640701,69.245499,1913.982910,8,1247.921509,619.358154,9,1206.241211,606.731262,0.013160,0.010842,1.000000
6,-189.216248,31.795198,1757.324951,7,793.562988,578.095276,8,722.021484,564.683777,0.091283,0.072178,1.000000
7,77.127357,-4.632310,897.060425,6,1234.763184,524.471802,7,627.418701,514.288452,1.351537,0.537025,0.500000
8,161.250015,-10.194066,1875.489258,6,1234.763184,524.471802,6,1182.081055,510.364441,0.128777,0.104237,0.500000
9,-249.302933,-8.229627,1708.403687,5,706.664795,525.914551,7,627.418701,514.288452,0.084231,0.065307,0.500000
10,13702.605469,478.352783,-93880.296875,5,706.664795,525.914551,6,1182.081055,510.364441,-1.171864,48.978676,0.500000
11,-163.116837,-54.316654,1729.521973,4,823.961914,465.321106,4,741.385620,454.630280,0.086466,0.067112,1.000000
12,-515.106140,-147.865906,1935.821289,3,435.416565,363.644043,3,446.020447,361.491974,0.080815,0.072324,1.000000
13,-559.463257,-178.236557,1891.131470,2,368.740906,323.386383,2,377.333618,324.885590,0.054405,0.047817,1.000000
14,-473.790253,-192.645767,1933.155762,1,482.823547,310.787720,1,486.878815,310.431763,0.056260,0.049993,1.000000
15,-512.785400,-223.713730,1890.281128,0,424.065308,268.662720,0,424.952484,272.037201,0.034180,0.029836,1.000000
