# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,11,56.862446,18.419615,1729.704590,7,1113.778564,561.173523,315,19,21,8,1018.239624,547.866943,354,21,21,0.060858,0.046033,1.000000
0,1,2,-23.990808,32.836208,1669.063477,10,1006.055481,581.723328,337,20,21,11,893.937439,568.474121,377,22,21,0.116914,0.086248,0.333333
0,2,6,-69.845741,31.712242,1665.029785,9,943.198486,580.302246,337,20,21,10,832.749207,566.989624,372,22,22,0.086667,0.064148,0.333333
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,-303.288818,221.049606,1132.264038,13,432.546143,977.715393,13,133.021698,938.029846,2.257706,1.182935,1.000000
1,175.638519,69.249687,1914.007080,11,1247.916504,619.367615,12,1206.245850,606.728149,0.002029,0.001669,1.000000
2,-23.990808,32.836208,1669.063477,10,1006.055481,581.723328,11,893.937439,568.474121,0.116914,0.086248,0.333333
3,-21.641535,29.085396,1505.607300,10,1006.055481,581.723328,10,832.749207,566.989624,-1.486564,0.992126,0.333333
4,-18.352711,23.949450,1277.035522,10,1006.055481,581.723328,9,722.026062,564.672485,-4.010213,2.282010,0.333333
5,-78.351456,36.241486,1867.881836,9,943.198486,580.302246,11,893.937439,568.474121,1.694664,1.403177,0.333333
6,-69.845741,31.712242,1665.029785,9,943.198486,580.302246,10,832.749207,566.989624,0.086667,0.064148,0.333333
7,-58.276749,25.674128,1389.268188,9,943.198486,580.302246,9,722.026062,564.672485,-2.445174,1.518085,0.333333
8,-280.807953,49.602894,2608.270264,8,793.563660,578.087769,11,893.937439,568.474121,4.249466,4.947351,0.333333
9,-239.774918,41.552525,2226.976562,8,793.563660,578.087769,10,832.749207,566.989624,2.634152,2.625844,0.333333
10,-189.215775,31.788521,1757.327393,8,793.563660,578.087769,9,722.026062,564.672485,0.089049,0.070411,0.333333
11,56.862446,18.419615,1729.704590,7,1113.778564,561.173523,8,1018.239624,547.866943,0.060858,0.046033,1.000000
12,77.131538,-4.634279,897.058594,6,1234.774414,524.467468,7,627.429810,514.281006,1.350149,0.536471,0.500000
13,161.256470,-10.195037,1875.458862,6,1234.774414,524.467468,6,1182.087158,510.364380,0.134760,0.109079,0.500000
14,-249.301956,-8.231522,1708.418213,5,706.668579,525.915527,7,627.429810,514.281006,0.077546,0.060124,0.500000
15,13704.233398,478.362122,-93892.625000,5,706.668579,525.915527,6,1182.087158,510.364380,-1.171317,48.961941,0.500000
16,-163.109818,-54.312946,1729.507690,4,823.969177,465.325562,4,741.391174,454.632416,0.085987,0.066740,1.000000
17,-515.076843,-147.862549,1935.743774,3,435.426086,363.639984,3,446.014099,361.488098,0.082402,0.073741,1.000000
18,-559.486694,-178.240326,1891.189819,2,368.732880,323.384369,2,377.344177,324.889160,0.061732,0.054253,1.000000
19,-473.768158,-192.640915,1933.119629,1,482.838531,310.796875,1,486.886505,310.423401,0.040982,0.036426,1.000000
20,-512.803589,-223.724747,1890.322754,0,424.056366,268.642059,0,424.958771,272.040741,0.059139,0.051589,1.000000
