# Cross-reference: marker -> fiducial -> raw detection
marker_idx,geom_fid_idx,fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,left_area,left_w,left_h,right_raw_idx,right_cx,right_cy,right_area,right_w,right_h,epipolar_err_px,triangulation_err_mm,probability
0,0,2,-25.935057,13.152149,1701.426392,9,1004.072937,554.505676,327,20,21,10,902.696472,541.421997,362,21,21,0.086038,0.064690,1.000000
0,1,3,69.043709,-3.938649,1734.639771,8,1129.573486,531.696716,312,19,21,9,1035.225220,518.278137,356,21,22,0.097664,0.073976,1.000000
0,2,8,95.867546,-16.666946,1769.837158,5,1162.310303,515.420776,281,18,20,6,1078.565552,501.661224,331,21,21,0.064438,0.049623,0.500000
# Unmatched 3D fiducials (not assigned to any marker)
fid3d_idx,fid3d_x_mm,fid3d_y_mm,fid3d_z_mm,left_raw_idx,left_cx,left_cy,right_raw_idx,right_cx,right_cy,epipolar_err_px,triangulation_err_mm,probability
0,175.648468,69.228333,1913.992432,11,1247.929688,619.339783,12,1206.252075,606.707520,0.008094,0.006667,1.000000
1,-189.207581,31.782120,1757.320923,10,793.573608,578.080139,11,722.030090,564.665649,0.087923,0.069521,1.000000
2,-25.935057,13.152149,1701.426392,9,1004.072937,554.505676,10,902.696472,541.421997,0.086038,0.064690,1.000000
3,69.043709,-3.938649,1734.639771,8,1129.573486,531.696716,9,1035.225220,518.278137,0.097664,0.073976,1.000000
4,77.131897,-4.641284,897.060364,7,1234.774658,524.441162,8,627.429321,514.273621,1.367126,0.543218,0.500000
5,161.257965,-10.215310,1875.471436,7,1234.774658,524.441162,7,1182.087524,510.342865,0.138399,0.112025,0.500000
6,-249.310684,-8.237001,1708.444946,6,706.662476,525.910706,8,627.429321,514.273621,0.073170,0.056732,0.500000
7,13685.356445,478.270386,-93760.890625,6,706.662476,525.910706,7,1182.087524,510.342865,-1.189593,49.665985,0.500000
8,95.867546,-16.666946,1769.837158,5,1162.310303,515.420776,6,1078.565552,501.661224,0.064438,0.049623,0.500000
9,140.513168,-26.175772,2593.769531,5,1162.310303,515.420776,5,1253.637207,497.631653,-3.060842,3.426586,0.500000
10,-163.105988,-54.323853,1729.509521,4,823.974609,465.308716,4,741.393616,454.622742,0.091126,0.070727,1.000000
11,-515.086975,-147.867859,1935.802734,3,435.433228,363.645782,3,446.030518,361.482544,0.069874,0.062536,1.000000
12,-559.437378,-178.242401,1891.098145,2,368.759979,323.375427,2,377.342041,324.875305,0.054663,0.048042,1.000000
13,-473.749786,-192.640198,1933.084839,1,482.850555,310.794708,1,486.885620,310.421326,0.039340,0.034968,1.000000
14,-512.773926,-223.725800,1890.272339,0,424.076050,268.641022,0,424.959991,272.027740,0.045542,0.039738,1.000000
