Timestamp;Index;CoordX;CoordY;CoordZ;Epipolar;Triangulation;Probability;LeftIndex;RightIndex
0x000000005a410438;1;143.3899;28.4054;795.9703;0.2002;0.0696;1.0000;2;2
0x000000005a410438;2;82.4966;-7.0212;812.7308;-0.0259;0.0093;1.0000;1;1
0x000000005a410438;3;118.4980;-33.2090;788.4994;0.0324;0.0112;1.0000;0;0
0x000000005a412733;0;92.9032;47.0243;825.4742;-0.5196;0.1895;1.0000;3;3
0x000000005a412733;1;143.4064;28.4210;795.9887;0.2040;0.0709;1.0000;2;2
0x000000005a412733;2;82.5113;-7.0112;812.7393;-0.0273;0.0098;1.0000;1;1
0x000000005a412733;3;118.5153;-33.1905;788.5010;0.0348;0.0121;1.0000;0;0
0x000000005a416d2a;0;92.9322;47.0362;825.5146;-0.5093;0.1857;1.0000;3;3
0x000000005a416d2a;1;143.4470;28.4511;796.0342;0.1940;0.0675;1.0000;2;2
0x000000005a416d2a;2;82.5521;-6.9982;812.7502;-0.0211;0.0076;1.0000;1;1
0x000000005a416d2a;3;118.5665;-33.1602;788.5173;0.0449;0.0156;1.0000;0;0
0x000000005a419025;0;92.9428;47.0332;825.5338;-0.5048;0.1841;1.0000;3;3
0x000000005a419025;1;143.4628;28.4539;796.0571;0.1971;0.0685;1.0000;2;2
0x000000005a419025;2;82.5707;-7.0020;812.7709;-0.0199;0.0072;1.0000;1;1
0x000000005a419025;3;118.5921;-33.1610;788.5410;0.0424;0.0147;1.0000;0;0
0x000000005a41d61b;0;92.9460;47.0113;825.5616;-0.5181;0.1889;1.0000;3;3
0x000000005a41d61b;1;143.4657;28.4224;796.0896;0.1964;0.0683;1.0000;2;2
0x000000005a41d61b;2;82.5771;-7.0317;812.8101;-0.0189;0.0068;1.0000;1;1
0x000000005a41d61b;3;118.5994;-33.1994;788.5981;0.0374;0.0130;1.0000;0;0
0x000000005a41f917;0;92.9349;46.9969;825.5646;-0.5183;0.1890;1.0000;3;3
0x000000005a41f917;1;143.4511;28.3977;796.1004;0.2088;0.0726;1.0000;2;2
0x000000005a41f917;2;82.5600;-7.0456;812.8274;-0.0173;0.0063;1.0000;1;1
0x000000005a41f917;3;118.5773;-33.2217;788.6171;0.0376;0.0131;1.0000;0;0
0x000000005a423f0d;0;92.9001;46.9846;825.5670;-0.5124;0.1869;1.0000;3;3
0x000000005a423f0d;1;143.4058;28.3650;796.0897;0.2009;0.0699;1.0000;2;2
0x000000005a423f0d;2;82.5083;-7.0552;812.8497;-0.0230;0.0083;1.0000;1;1
0x000000005a423f0d;3;118.5123;-33.2512;788.6317;0.0425;0.0147;1.0000;0;0
0x000000005a426208;0;92.8851;46.9858;825.5549;-0.5179;0.1889;1.0000;3;3
0x000000005a426208;1;143.3827;28.3611;796.0696;0.1997;0.0694;1.0000;2;2
0x000000005a426208;2;82.4861;-7.0577;812.8447;-0.0207;0.0075;1.0000;1;1
0x000000005a426208;3;118.4855;-33.2554;788.6262;0.0394;0.0137;1.0000;0;0
0x000000005a42b3a8;0;92.8462;46.9837;825.5361;-0.5156;0.1880;1.0000;3;3
0x000000005a42b3a8;1;143.3374;28.3614;796.0385;0.1993;0.0693;1.0000;2;2
0x000000005a42b3a8;2;82.4472;-7.0601;812.8348;-0.0187;0.0067;1.0000;1;1
0x000000005a42b3a8;3;118.4433;-33.2545;788.6021;0.0422;0.0146;1.0000;0;0
0x000000005a42d6a3;0;92.8252;46.9785;825.5280;-0.5184;0.1890;1.0000;3;3
0x000000005a42d6a3;1;143.3186;28.3598;796.0338;0.2017;0.0701;1.0000;2;2
0x000000005a42d6a3;2;82.4285;-7.0634;812.8263;-0.0213;0.0077;1.0000;1;1
0x000000005a42d6a3;3;118.4251;-33.2578;788.5992;0.0419;0.0145;1.0000;0;0
0x000000005a431c9a;0;92.7798;46.9698;825.5130;-0.5185;0.1891;1.0000;3;3
0x000000005a431c9a;1;143.2732;28.3428;796.0257;0.1999;0.0695;1.0000;2;2
0x000000005a431c9a;2;82.3726;-7.0688;812.8104;-0.0196;0.0071;1.0000;1;1
0x000000005a431c9a;3;118.3682;-33.2696;788.5834;0.0376;0.0130;1.0000;0;0
0x000000005a4333ec;0;92.7671;46.9727;825.5122;-0.5182;0.1890;1.0000;3;3
0x000000005a4333ec;1;143.2551;28.3355;796.0224;0.1983;0.0690;1.0000;2;2
0x000000005a4333ec;2;82.3501;-7.0670;812.8056;-0.0170;0.0061;1.0000;1;1
0x000000005a4333ec;3;118.3415;-33.2729;788.5774;0.0421;0.0146;1.0000;0;0
0x000000005a4379e2;0;92.7203;46.9691;825.5003;-0.5168;0.1885;1.0000;3;3
0x000000005a4379e2;1;143.2049;28.3167;796.0219;0.2037;0.0708;1.0000;2;2
0x000000005a4379e2;2;82.2847;-7.0625;812.7861;-0.0169;0.0061;1.0000;1;1
0x000000005a4379e2;3;118.2667;-33.2818;788.5626;0.0422;0.0146;1.0000;0;0
0x000000005a43a887;0;92.6997;46.9690;825.5026;-0.5165;0.1883;1.0000;3;3
0x000000005a43a887;1;143.1850;28.3083;796.0210;0.2032;0.0706;1.0000;2;2
0x000000005a43a887;2;82.2554;-7.0613;812.7780;-0.0187;0.0068;1.0000;1;1
0x000000005a43a887;3;118.2354;-33.2848;788.5591;0.0344;0.0119;1.0000;0;0
0x000000005a43ee7d;0;92.6882;46.9624;825.4825;-0.5158;0.1881;1.0000;3;3
0x000000005a43ee7d;1;143.1792;28.2993;796.0238;0.2004;0.0697;1.0000;2;2
0x000000005a43ee7d;2;82.2437;-7.0650;812.7526;-0.0204;0.0074;1.0000;1;1
0x000000005a43ee7d;3;118.2282;-33.2905;788.5458;0.0377;0.0131;1.0000;0;0
0x000000005a4405cf;0;92.6847;46.9602;825.4775;-0.5183;0.1890;1.0000;3;3
0x000000005a4405cf;1;143.1806;28.2981;796.0152;0.2026;0.0704;1.0000;2;2
0x000000005a4405cf;2;82.2437;-7.0706;812.7410;-0.0188;0.0068;1.0000;1;1
0x000000005a4405cf;3;118.2324;-33.2952;788.5410;0.0353;0.0122;1.0000;0;0
0x000000005a444bc6;0;92.6776;46.9485;825.4404;-0.5223;0.1905;1.0000;3;3
0x000000005a444bc6;1;143.1730;28.2916;795.9808;0.2021;0.0703;1.0000;2;2
0x000000005a444bc6;2;82.2409;-7.0827;812.7114;-0.0148;0.0053;1.0000;1;1
0x000000005a444bc6;3;118.2333;-33.3037;788.5052;0.0413;0.0143;1.0000;0;0
0x000000005a446ec1;0;92.6710;46.9482;825.4293;-0.5222;0.1904;1.0000;3;3
0x000000005a446ec1;1;143.1631;28.2948;795.9596;0.1953;0.0679;1.0000;2;2
0x000000005a446ec1;2;82.2341;-7.0814;812.6960;-0.0164;0.0059;1.0000;1;1
0x000000005a446ec1;3;118.2208;-33.2980;788.4837;0.0421;0.0146;1.0000;0;0
0x000000005a44a90e;0;92.6658;46.9601;825.4200;-0.5177;0.1888;1.0000;3;3
0x000000005a44a90e;1;143.1484;28.3098;795.9230;0.2032;0.0706;1.0000;2;2
0x000000005a44a90e;2;82.2231;-7.0675;812.6718;-0.0204;0.0074;1.0000;1;1
0x000000005a44a90e;3;118.2005;-33.2815;788.4392;0.0426;0.0148;1.0000;0;0
0x000000005a44cc0a;0;92.6676;46.9671;825.4144;-0.5131;0.1871;1.0000;3;3
0x000000005a44cc0a;1;143.1464;28.3215;795.9137;0.2118;0.0736;1.0000;2;2
0x000000005a44cc0a;2;82.2240;-7.0574;812.6691;-0.0214;0.0077;1.0000;1;1
0x000000005a44cc0a;3;118.1988;-33.2678;788.4245;0.0392;0.0136;1.0000;0;0
0x000000005a450657;0;92.6784;46.9820;825.4180;-0.5276;0.1924;1.0000;3;3
0x000000005a450657;1;143.1583;28.3403;795.9077;0.2044;0.0711;1.0000;2;2
0x000000005a450657;2;82.2431;-7.0469;812.6707;-0.0236;0.0085;1.0000;1;1
0x000000005a450657;3;118.2187;-33.2540;788.4293;0.0410;0.0142;1.0000;0;0
0x000000005a452952;0;92.6920;46.9899;825.4146;-0.5172;0.1886;1.0000;3;3
0x000000005a452952;1;143.1725;28.3488;795.9163;0.2019;0.0702;1.0000;2;2
0x000000005a452952;2;82.2586;-7.0419;812.6844;-0.0212;0.0076;1.0000;1;1
0x000000005a452952;3;118.2388;-33.2490;788.4409;0.0374;0.0130;1.0000;0;0
0x000000005a456f49;0;92.7133;47.0011;825.4263;-0.5094;0.1858;1.0000;3;3
0x000000005a456f49;1;143.2032;28.3612;795.9416;0.2068;0.0719;1.0000;2;2
0x000000005a456f49;2;82.2914;-7.0340;812.7020;-0.0230;0.0083;1.0000;1;1
0x000000005a456f49;3;118.2800;-33.2416;788.4776;0.0396;0.0137;1.0000;0;0
0x000000005a45869b;0;92.7195;47.0099;825.4256;-0.5238;0.1910;1.0000;3;3
0x000000005a45869b;1;143.2092;28.3684;795.9428;0.2071;0.0720;1.0000;2;2
0x000000005a45869b;2;82.2974;-7.0277;812.7007;-0.0273;0.0099;1.0000;1;1
0x000000005a45869b;3;118.2863;-33.2355;788.4819;0.0361;0.0125;1.0000;0;0
0x000000005a45cc91;0;92.7228;47.0324;825.4388;-0.5197;0.1895;1.0000;3;3
0x000000005a45cc91;1;143.2148;28.4030;795.9417;0.2019;0.0702;1.0000;2;2
0x000000005a45cc91;2;82.3042;-6.9997;812.6921;-0.0267;0.0096;1.0000;1;1
0x000000005a45cc91;3;118.2933;-33.1981;788.4681;0.0381;0.0132;1.0000;0;0
0x000000005a45ef8d;0;92.7206;47.0406;825.4495;-0.5163;0.1883;1.0000;3;3
0x000000005a45ef8d;1;143.2119;28.4171;795.9438;0.2012;0.0699;1.0000;2;2
0x000000005a45ef8d;2;82.3007;-6.9884;812.6939;-0.0244;0.0088;1.0000;1;1
0x000000005a45ef8d;3;118.2899;-33.1810;788.4542;0.0337;0.0117;1.0000;0;0
0x000000005a463583;0;92.7204;47.0468;825.4677;-0.5180;0.1889;1.0000;3;3
0x000000005a463583;1;143.2084;28.4189;795.9599;0.2029;0.0705;1.0000;2;2
0x000000005a463583;2;82.2942;-6.9830;812.7031;-0.0260;0.0094;1.0000;1;1
0x000000005a463583;3;118.2804;-33.1767;788.4673;0.0397;0.0138;1.0000;0;0
0x000000005a464cd5;0;92.7217;47.0401;825.4698;-0.5226;0.1906;1.0000;3;3
0x000000005a464cd5;1;143.2110;28.4097;795.9741;0.2047;0.0712;1.0000;2;2
0x000000005a464cd5;2;82.2965;-6.9898;812.7137;-0.0230;0.0083;1.0000;1;1
0x000000005a464cd5;3;118.2818;-33.1867;788.4830;0.0417;0.0145;1.0000;0;0
0x000000005a4692cc;0;92.7321;47.0199;825.4698;-0.5222;0.1904;1.0000;3;3
0x000000005a4692cc;1;143.2245;28.3684;795.9874;0.2058;0.0716;1.0000;2;2
0x000000005a4692cc;2;82.3062;-7.0186;812.7469;-0.0237;0.0085;1.0000;1;1
0x000000005a4692cc;3;118.2964;-33.2343;788.5407;0.0458;0.0159;1.0000;0;0
0x000000005a46b5c7;0;92.7365;47.0112;825.4592;-0.5254;0.1916;1.0000;3;3
0x000000005a46b5c7;1;143.2313;28.3558;795.9909;0.2088;0.0726;1.0000;2;2
0x000000005a46b5c7;2;82.3136;-7.0319;812.7568;-0.0250;0.0090;1.0000;1;1
0x000000005a46b5c7;3;118.3088;-33.2499;788.5546;0.0413;0.0143;1.0000;0;0
0x000000005a46fbbe;0;92.7311;47.0038;825.4271;-0.5118;0.1866;1.0000;3;3
0x000000005a46fbbe;1;143.2297;28.3617;795.9559;0.2063;0.0717;1.0000;2;2
0x000000005a46fbbe;2;82.3195;-7.0372;812.7219;-0.0193;0.0070;1.0000;1;1
0x000000005a46fbbe;3;118.3182;-33.2477;788.5206;0.0451;0.0156;1.0000;0;0
0x000000005a471310;0;92.7265;47.0109;825.4152;-0.5232;0.1908;1.0000;3;3
0x000000005a471310;1;143.2214;28.3715;795.9401;0.2045;0.0711;1.0000;2;2
0x000000005a471310;2;82.3153;-7.0325;812.7035;-0.0157;0.0057;1.0000;1;1
0x000000005a471310;3;118.3110;-33.2401;788.4942;0.0398;0.0138;1.0000;0;0
0x000000005a475906;0;92.6983;47.0235;825.3988;-0.5205;0.1898;1.0000;3;3
0x000000005a475906;1;143.1889;28.3949;795.9017;0.2044;0.0711;1.0000;2;2
0x000000005a475906;2;82.2762;-7.0083;812.6454;-0.0231;0.0083;1.0000;1;1
0x000000005a475906;3;118.2643;-33.2050;788.4106;0.0339;0.0117;1.0000;0;0
0x000000005a477c01;0;92.6823;47.0261;825.3858;-0.5221;0.1904;1.0000;3;3
0x000000005a477c01;1;143.1705;28.3988;795.8945;0.1972;0.0685;1.0000;2;2
0x000000005a477c01;2;82.2536;-7.0004;812.6297;-0.0217;0.0078;1.0000;1;1
0x000000005a477c01;3;118.2390;-33.1952;788.3875;0.0389;0.0135;1.0000;0;0
0x000000005a47c1f8;0;92.6565;47.0300;825.3798;-0.5038;0.1837;1.0000;3;3
0x000000005a47c1f8;1;143.1496;28.3910;795.8982;0.1985;0.0690;1.0000;2;2
0x000000005a47c1f8;2;82.2191;-6.9924;812.6210;-0.0288;0.0104;1.0000;1;1
0x000000005a47c1f8;3;118.2035;-33.1945;788.3831;0.0385;0.0133;1.0000;0;0
0x000000005a47e4f3;0;92.6499;47.0326;825.3762;-0.5179;0.1888;1.0000;3;3
0x000000005a47e4f3;1;143.1452;28.3862;795.8991;0.2054;0.0714;1.0000;2;2
0x000000005a47e4f3;2;82.2109;-6.9951;812.6149;-0.0250;0.0090;1.0000;1;1
0x000000005a47e4f3;3;118.1989;-33.2002;788.3899;0.0392;0.0136;1.0000;0;0
0x000000005a482aea;0;92.6295;47.0226;825.3555;-0.5144;0.1876;1.0000;3;3
0x000000005a482aea;1;143.1312;28.3802;795.8903;0.2053;0.0714;1.0000;2;2
0x000000005a482aea;2;82.1991;-7.0058;812.6053;-0.0284;0.0102;1.0000;1;1
0x000000005a482aea;3;118.1941;-33.2116;788.3855;0.0373;0.0129;1.0000;0;0
0x000000005a48423c;0;92.6186;47.0190;825.3521;-0.5112;0.1864;1.0000;3;3
0x000000005a48423c;1;143.1200;28.3801;795.8838;0.2049;0.0712;1.0000;2;2
0x000000005a48423c;2;82.1903;-7.0071;812.6058;-0.0228;0.0082;1.0000;1;1
0x000000005a48423c;3;118.1845;-33.2122;788.3809;0.0328;0.0114;1.0000;0;0
0x000000005a4893db;0;92.5738;47.0231;825.3402;-0.5163;0.1882;1.0000;3;3
0x000000005a4893db;1;143.0563;28.3838;795.8297;0.2098;0.0729;1.0000;2;2
0x000000005a4893db;2;82.1389;-7.0055;812.5834;-0.0258;0.0093;1.0000;1;1
0x000000005a4893db;3;118.1166;-33.2087;788.3420;0.0345;0.0120;1.0000;0;0
0x000000005a48b6d7;0;92.5579;47.0200;825.3320;-0.5188;0.1892;1.0000;3;3
0x000000005a48b6d7;1;143.0340;28.3787;795.8207;0.2039;0.0709;1.0000;2;2
0x000000005a48b6d7;2;82.1147;-7.0044;812.5734;-0.0281;0.0101;1.0000;1;1
0x000000005a48b6d7;3;118.0860;-33.2098;788.3332;0.0387;0.0134;1.0000;0;0
0x000000005a48fccd;0;92.5384;47.0086;825.3433;-0.5065;0.1847;1.0000;3;3
0x000000005a48fccd;1;143.0166;28.3613;795.8321;0.2087;0.0726;1.0000;2;2
0x000000005a48fccd;2;82.0878;-7.0122;812.5811;-0.0261;0.0094;1.0000;1;1
0x000000005a48fccd;3;118.0595;-33.2225;788.3375;0.0410;0.0142;1.0000;0;0
0x000000005a49141f;0;92.5391;47.0069;825.3421;-0.5130;0.1871;1.0000;3;3
0x000000005a49141f;1;143.0194;28.3537;795.8420;0.1964;0.0683;1.0000;2;2
0x000000005a49141f;2;82.0875;-7.0158;812.5834;-0.0248;0.0089;1.0000;1;1
0x000000005a49141f;3;118.0624;-33.2314;788.3468;0.0322;0.0112;1.0000;0;0
0x000000005a495a16;0;92.5413;46.9913;825.3354;-0.5161;0.1882;1.0000;3;3
0x000000005a495a16;1;143.0388;28.3321;795.8700;0.2035;0.0707;1.0000;2;2
0x000000005a495a16;2;82.0973;-7.0325;812.5884;-0.0220;0.0079;1.0000;1;1
0x000000005a495a16;3;118.0840;-33.2531;788.3824;0.0428;0.0149;1.0000;0;0
0x000000005a4988ba;0;92.5411;46.9946;825.3305;-0.5134;0.1872;1.0000;3;3
0x000000005a4988ba;1;143.0421;28.3341;795.8730;0.2066;0.0718;1.0000;2;2
0x000000005a4988ba;2;82.1011;-7.0334;812.5904;-0.0269;0.0097;1.0000;1;1
0x000000005a4988ba;3;118.0925;-33.2546;788.3846;0.0398;0.0138;1.0000;0;0
0x000000005a49ceb0;0;92.5241;47.0117;825.3209;-0.5107;0.1862;1.0000;3;3
0x000000005a49ceb0;1;143.0206;28.3632;795.8455;0.2061;0.0717;1.0000;2;2
0x000000005a49ceb0;2;82.0910;-7.0136;812.5790;-0.0214;0.0077;1.0000;1;1
0x000000005a49ceb0;3;118.0796;-33.2271;788.3647;0.0409;0.0142;1.0000;0;0
0x000000005a49fd55;0;92.5105;47.0354;825.3185;-0.5029;0.1834;1.0000;3;3
0x000000005a49fd55;1;142.9964;28.3903;795.8250;0.2051;0.0713;1.0000;2;2
0x000000005a49fd55;2;82.0732;-6.9912;812.5693;-0.0220;0.0079;1.0000;1;1
0x000000005a49fd55;3;118.0541;-33.1999;788.3420;0.0359;0.0124;1.0000;0;0
0x000000005a4a434b;0;92.4976;47.0612;825.3351;-0.5098;0.1859;1.0000;3;3
0x000000005a4a434b;1;142.9730;28.4140;795.8242;0.2061;0.0717;1.0000;2;2
0x000000005a4a434b;2;82.0525;-6.9623;812.5879;-0.0250;0.0090;1.0000;1;1
0x000000005a4a434b;3;118.0214;-33.1728;788.3488;0.0352;0.0122;1.0000;0;0
0x000000005a4a5a9d;0;92.4993;47.0701;825.3392;-0.5137;0.1873;1.0000;3;3
0x000000005a4a5a9d;1;142.9740;28.4154;795.8295;0.1983;0.0690;1.0000;2;2
0x000000005a4a5a9d;2;82.0509;-6.9581;812.5999;-0.0252;0.0091;1.0000;1;1
0x000000005a4a5a9d;3;118.0200;-33.1718;788.3580;0.0336;0.0116;1.0000;0;0
0x000000005a4aac3d;0;92.5158;47.0776;825.3493;-0.5166;0.1884;1.0000;3;3
0x000000005a4aac3d;1;143.0048;28.4041;795.8767;0.2043;0.0710;1.0000;2;2
0x000000005a4aac3d;2;82.0719;-6.9566;812.6338;-0.0270;0.0097;1.0000;1;1
0x000000005a4aac3d;3;118.0516;-33.1868;788.4279;0.0343;0.0119;1.0000;0;0
0x000000005a4ac38f;0;92.5216;47.0760;825.3442;-0.5052;0.1842;1.0000;3;3
0x000000005a4ac38f;1;143.0143;28.4044;795.8835;0.2037;0.0708;1.0000;2;2
0x000000005a4ac38f;2;82.0804;-6.9560;812.6383;-0.0266;0.0096;1.0000;1;1
0x000000005a4ac38f;3;118.0657;-33.1875;788.4407;0.0376;0.0131;1.0000;0;0
0x000000005a4b0986;0;92.5358;47.1014;825.3266;-0.5185;0.1890;1.0000;3;3
0x000000005a4b0986;1;143.0352;28.4268;795.8771;0.2041;0.0710;1.0000;2;2
0x000000005a4b0986;2;82.0956;-6.9345;812.6155;-0.0201;0.0072;1.0000;1;1
0x000000005a4b0986;3;118.0875;-33.1642;788.4213;0.0312;0.0108;1.0000;0;0
0x000000005a4b2c81;0;92.5344;47.1154;825.3096;-0.5116;0.1865;1.0000;3;3
0x000000005a4b2c81;1;143.0368;28.4479;795.8580;0.2026;0.0704;1.0000;2;2
0x000000005a4b2c81;2;82.0986;-6.9178;812.5889;-0.0236;0.0085;1.0000;1;1
0x000000005a4b2c81;3;118.0901;-33.1434;788.3948;0.0325;0.0113;1.0000;0;0
0x000000005a4b7e20;0;92.5240;47.1486;825.2568;-0.5066;0.1847;1.0000;3;3
0x000000005a4b7e20;1;143.0211;28.4992;795.7857;0.2017;0.0701;1.0000;2;2
0x000000005a4b7e20;2;82.0870;-6.8794;812.5094;-0.0249;0.0090;1.0000;1;1
0x000000005a4b7e20;3;118.0754;-33.0903;788.3006;0.0322;0.0112;1.0000;0;0
0x000000005a4ba11c;0;92.5142;47.1571;825.2399;-0.5123;0.1868;1.0000;3;3
0x000000005a4ba11c;1;143.0079;28.5162;795.7590;0.1976;0.0687;1.0000;2;2
0x000000005a4ba11c;2;82.0756;-6.8673;812.4829;-0.0283;0.0102;1.0000;1;1
0x000000005a4ba11c;3;118.0609;-33.0708;788.2582;0.0348;0.0121;1.0000;0;0
0x000000005a4bf2bb;0;92.4960;47.1676;825.2178;-0.5079;0.1852;1.0000;3;3
0x000000005a4bf2bb;1;142.9784;28.5295;795.7100;0.1984;0.0690;1.0000;2;2
0x000000005a4bf2bb;2;82.0508;-6.8527;812.4503;-0.0198;0.0071;1.0000;1;1
0x000000005a4bf2bb;3;118.0243;-33.0546;788.2009;0.0322;0.0112;1.0000;0;0
0x000000005a4c15b6;0;92.4979;47.1674;825.2188;-0.5188;0.1891;1.0000;3;3
0x000000005a4c15b6;1;142.9766;28.5228;795.7032;0.1973;0.0686;1.0000;2;2
0x000000005a4c15b6;2;82.0483;-6.8567;812.4544;-0.0298;0.0107;1.0000;1;1
0x000000005a4c15b6;3;118.0180;-33.0630;788.2050;0.0371;0.0129;1.0000;0;0
0x000000005a4c5bad;0;92.5067;47.1529;825.2291;-0.5201;0.1896;1.0000;3;3
0x000000005a4c5bad;1;142.9862;28.4995;795.7252;0.1973;0.0686;1.0000;2;2
0x000000005a4c5bad;2;82.0622;-6.8760;812.4880;-0.0247;0.0089;1.0000;1;1
0x000000005a4c5bad;3;118.0364;-33.0888;788.2530;0.0408;0.0141;1.0000;0;0
0x000000005a4c7ea8;0;92.5192;47.1445;825.2376;-0.5080;0.1852;1.0000;3;3
0x000000005a4c7ea8;1;143.0028;28.4889;795.7411;0.1946;0.0677;1.0000;2;2
0x000000005a4c7ea8;2;82.0753;-6.8839;812.5073;-0.0224;0.0081;1.0000;1;1
0x000000005a4c7ea8;3;118.0527;-33.1008;788.2844;0.0381;0.0132;1.0000;0;0
0x000000005a4cc49f;0;92.5464;47.1400;825.2588;-0.5052;0.1842;1.0000;3;3
0x000000005a4cc49f;1;143.0465;28.4818;795.7966;0.2060;0.0716;1.0000;2;2
0x000000005a4cc49f;2;82.1105;-6.8901;812.5267;-0.0302;0.0109;1.0000;1;1
0x000000005a4cc49f;3;118.1012;-33.1082;788.3190;0.0361;0.0125;1.0000;0;0
0x000000005a4cdbf1;0;92.5604;47.1420;825.2529;-0.5087;0.1855;1.0000;3;3
0x000000005a4cdbf1;1;143.0613;28.4821;795.8118;0.1979;0.0688;1.0000;2;2
0x000000005a4cdbf1;2;82.1231;-6.8908;812.5292;-0.0248;0.0089;1.0000;1;1
0x000000005a4cdbf1;3;118.1173;-33.1094;788.3350;0.0381;0.0132;1.0000;0;0
0x000000005a4d21e7;0;92.5870;47.1419;825.2687;-0.5117;0.1866;1.0000;3;3
0x000000005a4d21e7;1;143.1040;28.4867;795.8495;0.2054;0.0714;1.0000;2;2
0x000000005a4d21e7;2;82.1547;-6.8861;812.5345;-0.0214;0.0077;1.0000;1;1
0x000000005a4d21e7;3;118.1606;-33.1030;788.3506;0.0404;0.0140;1.0000;0;0
0x000000005a4d44e3;0;92.5966;47.1448;825.2762;-0.5130;0.1870;1.0000;3;3
0x000000005a4d44e3;1;143.1181;28.4911;795.8685;0.2023;0.0703;1.0000;2;2
0x000000005a4d44e3;2;82.1657;-6.8812;812.5384;-0.0248;0.0089;1.0000;1;1
0x000000005a4d44e3;3;118.1744;-33.0972;788.3559;0.0350;0.0121;1.0000;0;0
0x000000005a4d8ad9;0;92.6087;47.1543;825.2837;-0.5180;0.1889;1.0000;3;3
0x000000005a4d8ad9;1;143.1273;28.4993;795.8681;0.2023;0.0703;1.0000;2;2
0x000000005a4d8ad9;2;82.1824;-6.8796;812.5501;-0.0267;0.0096;1.0000;1;1
0x000000005a4d8ad9;3;118.1912;-33.0948;788.3702;0.0407;0.0141;1.0000;0;0
0x000000005a4dadd4;0;92.6074;47.1542;825.2871;-0.5148;0.1877;1.0000;3;3
0x000000005a4dadd4;1;143.1251;28.4950;795.8619;0.1975;0.0687;1.0000;2;2
0x000000005a4dadd4;2;82.1821;-6.8796;812.5615;-0.0253;0.0091;1.0000;1;1
0x000000005a4dadd4;3;118.1887;-33.0980;788.3844;0.0423;0.0147;1.0000;0;0
0x000000005a4df3cb;0;92.6100;47.1598;825.2670;-0.5136;0.1872;1.0000;3;3
0x000000005a4df3cb;1;143.1214;28.4866;795.8484;0.1966;0.0683;1.0000;2;2
0x000000005a4df3cb;2;82.1743;-6.8746;812.5698;-0.0247;0.0089;1.0000;1;1
0x000000005a4df3cb;3;118.1749;-33.1064;788.3900;0.0394;0.0136;1.0000;0;0
0x000000005a4e16c6;0;92.6144;47.1743;825.2520;-0.5241;0.1911;1.0000;3;3
0x000000005a4e16c6;1;143.1215;28.4909;795.8250;0.2023;0.0703;1.0000;2;2
0x000000005a4e16c6;2;82.1767;-6.8668;812.5533;-0.0252;0.0091;1.0000;1;1
0x000000005a4e16c6;3;118.1724;-33.1033;788.3787;0.0383;0.0133;1.0000;0;0
0x000000005a4e6866;0;92.6213;47.1955;825.1744;-0.5173;0.1886;1.0000;3;3
0x000000005a4e6866;1;143.1182;28.5271;795.7277;0.2021;0.0703;1.0000;2;2
0x000000005a4e6866;2;82.1887;-6.8454;812.4766;-0.0250;0.0090;1.0000;1;1
0x000000005a4e6866;3;118.1781;-33.0724;788.2808;0.0374;0.0130;1.0000;0;0
0x000000005a4e8b61;0;92.6283;47.2074;825.1403;-0.5225;0.1905;1.0000;3;3
0x000000005a4e8b61;1;143.1196;28.5498;795.6713;0.1995;0.0693;1.0000;2;2
0x000000005a4e8b61;2;82.1921;-6.8274;812.4269;-0.0289;0.0104;1.0000;1;1
0x000000005a4e8b61;3;118.1774;-33.0465;788.2156;0.0447;0.0155;1.0000;0;0
0x000000005a4ed157;0;92.6420;47.2254;825.0844;-0.5109;0.1862;1.0000;3;3
0x000000005a4ed157;1;143.1226;28.5957;795.5853;0.2034;0.0707;1.0000;2;2
0x000000005a4ed157;2;82.2042;-6.7980;812.3378;-0.0277;0.0100;1.0000;1;1
0x000000005a4ed157;3;118.1822;-32.9960;788.0933;0.0393;0.0136;1.0000;0;0
0x000000005a4ee8a9;0;92.6509;47.2365;825.0756;-0.5215;0.1901;1.0000;3;3
0x000000005a4ee8a9;1;143.1301;28.6071;795.5646;0.2080;0.0723;1.0000;2;2
0x000000005a4ee8a9;2;82.2116;-6.7884;812.3159;-0.0247;0.0089;1.0000;1;1
0x000000005a4ee8a9;3;118.1878;-32.9849;788.0617;0.0404;0.0140;1.0000;0;0
0x000000005a4f2ea0;0;92.6869;47.2528;825.0685;-0.5200;0.1895;1.0000;3;3
0x000000005a4f2ea0;1;143.1761;28.6306;795.5747;0.2044;0.0710;1.0000;2;2
0x000000005a4f2ea0;2;82.2508;-6.7660;812.2973;-0.0225;0.0081;1.0000;1;1
0x000000005a4f2ea0;3;118.2350;-32.9588;788.0513;0.0356;0.0124;1.0000;0;0
0x000000005a4f5d44;0;92.7177;47.2609;825.0789;-0.5143;0.1874;1.0000;3;3
0x000000005a4f5d44;1;143.2230;28.6377;795.6116;0.2060;0.0716;1.0000;2;2
0x000000005a4f5d44;2;82.2915;-6.7615;812.3077;-0.0232;0.0084;1.0000;1;1
0x000000005a4f5d44;3;118.2903;-32.9537;788.0817;0.0483;0.0167;1.0000;0;0
0x000000005a4fa33b;0;92.7487;47.2584;825.1040;-0.5168;0.1884;1.0000;3;3
0x000000005a4fa33b;1;143.2709;28.6351;795.6703;0.2058;0.0715;1.0000;2;2
